"","Latitude","Longitude","Weight","Year"
"1",52.3,181.1,0,2020
"2",52.3,181.6,0,2020
"3",52.3,182.1,0,2020
"4",52.3,182.6,0,2020
"5",52.3,183.1,0,2020
"6",52.3,183.6,0,2020
"7",52.3,184.1,0,2020
"8",52.3,184.6,0,2020
"9",52.3,185.1,0,2020
"10",52.3,185.6,0,2020
"11",52.3,186.1,0,2020
"12",52.3,186.6,0,2020
"13",52.3,187.1,0,2020
"14",52.3,187.6,0,2020
"15",52.3,188.1,0,2020
"16",52.3,188.6,0,2020
"17",52.3,189.1,0,2020
"18",52.3,189.6,0,2020
"19",52.3,190.1,0,2020
"20",52.3,190.6,0,2020
"21",52.3,191.1,0,2020
"22",52.3,191.6,0,2020
"23",52.3,192.1,0,2020
"24",52.3,192.6,0,2020
"25",52.3,193.1,0,2020
"26",52.3,193.6,0,2020
"27",52.3,194.1,0,2020
"28",52.3,194.6,0,2020
"29",52.3,195.1,0,2020
"30",52.3,195.6,30678.56,2020
"31",52.3,196.1,0,2020
"32",52.3,196.6,0,2020
"33",52.3,197.1,0,2020
"34",52.3,197.6,0,2020
"35",52.3,198.1,0,2020
"36",52.3,198.6,0,2020
"37",52.3,199.1,0,2020
"38",52.3,199.6,0,2020
"39",52.3,200.1,0,2020
"40",52.3,200.6,0,2020
"41",52.3,201.1,0,2020
"42",52.8,181.1,0,2020
"43",52.8,181.6,0,2020
"44",52.8,182.1,0,2020
"45",52.8,182.6,0,2020
"46",52.8,183.1,0,2020
"47",52.8,183.6,0,2020
"48",52.8,184.1,0,2020
"49",52.8,184.6,0,2020
"50",52.8,185.1,0,2020
"51",52.8,185.6,0,2020
"52",52.8,186.1,0,2020
"53",52.8,186.6,0,2020
"54",52.8,187.1,0,2020
"55",52.8,187.6,0,2020
"56",52.8,188.1,0,2020
"57",52.8,188.6,0,2020
"58",52.8,189.1,0,2020
"59",52.8,189.6,0,2020
"60",52.8,190.1,0,2020
"61",52.8,190.6,0,2020
"62",52.8,191.1,0,2020
"63",52.8,191.6,0,2020
"64",52.8,192.1,0,2020
"65",52.8,192.6,0,2020
"66",52.8,193.1,0,2020
"67",52.8,193.6,0,2020
"68",52.8,194.1,0,2020
"69",52.8,194.6,0,2020
"70",52.8,195.1,0,2020
"71",52.8,195.6,0,2020
"72",52.8,196.1,0,2020
"73",52.8,196.6,0,2020
"74",52.8,197.1,0,2020
"75",52.8,197.6,0,2020
"76",52.8,198.1,0,2020
"77",52.8,198.6,0,2020
"78",52.8,199.1,0,2020
"79",52.8,199.6,0,2020
"80",52.8,200.1,0,2020
"81",52.8,200.6,0,2020
"82",52.8,201.1,0,2020
"83",53.3,181.1,0,2020
"84",53.3,181.6,0,2020
"85",53.3,182.1,0,2020
"86",53.3,182.6,0,2020
"87",53.3,183.1,0,2020
"88",53.3,183.6,0,2020
"89",53.3,184.1,0,2020
"90",53.3,184.6,0,2020
"91",53.3,185.1,0,2020
"92",53.3,185.6,0,2020
"93",53.3,186.1,0,2020
"94",53.3,186.6,0,2020
"95",53.3,187.1,0,2020
"96",53.3,187.6,0,2020
"97",53.3,188.1,0,2020
"98",53.3,188.6,0,2020
"99",53.3,189.1,0,2020
"100",53.3,189.6,0,2020
"101",53.3,190.1,0,2020
"102",53.3,190.6,0,2020
"103",53.3,191.1,0,2020
"104",53.3,191.6,0,2020
"105",53.3,192.1,0,2020
"106",53.3,192.6,0,2020
"107",53.3,193.1,0,2020
"108",53.3,193.6,0,2020
"109",53.3,194.1,0,2020
"110",53.3,194.6,0,2020
"111",53.3,195.1,0,2020
"112",53.3,195.6,0,2020
"113",53.3,196.1,0,2020
"114",53.3,196.6,0,2020
"115",53.3,197.1,0,2020
"116",53.3,197.6,0,2020
"117",53.3,198.1,0,2020
"118",53.3,198.6,0,2020
"119",53.3,199.1,0,2020
"120",53.3,199.6,0,2020
"121",53.3,200.1,0,2020
"122",53.3,200.6,0,2020
"123",53.3,201.1,0,2020
"124",53.8,181.1,0,2020
"125",53.8,181.6,0,2020
"126",53.8,182.1,0,2020
"127",53.8,182.6,0,2020
"128",53.8,183.1,0,2020
"129",53.8,183.6,0,2020
"130",53.8,184.1,0,2020
"131",53.8,184.6,0,2020
"132",53.8,185.1,0,2020
"133",53.8,185.6,0,2020
"134",53.8,186.1,0,2020
"135",53.8,186.6,0,2020
"136",53.8,187.1,0,2020
"137",53.8,187.6,0,2020
"138",53.8,188.1,0,2020
"139",53.8,188.6,0,2020
"140",53.8,189.1,0,2020
"141",53.8,189.6,0,2020
"142",53.8,190.1,0,2020
"143",53.8,190.6,0,2020
"144",53.8,191.1,0,2020
"145",53.8,191.6,0,2020
"146",53.8,192.1,0,2020
"147",53.8,192.6,0,2020
"148",53.8,193.1,113.89,2020
"149",53.8,193.6,0,2020
"150",53.8,194.1,0,2020
"151",53.8,194.6,0,2020
"152",53.8,195.1,0,2020
"153",53.8,195.6,0,2020
"154",53.8,196.1,0,2020
"155",53.8,196.6,0,2020
"156",53.8,197.1,0,2020
"157",53.8,197.6,0,2020
"158",53.8,198.1,0,2020
"159",53.8,198.6,0,2020
"160",53.8,199.1,0,2020
"161",53.8,199.6,0,2020
"162",53.8,200.1,0,2020
"163",53.8,200.6,0,2020
"164",53.8,201.1,0,2020
"165",54.3,181.1,0,2020
"166",54.3,181.6,0,2020
"167",54.3,182.1,0,2020
"168",54.3,182.6,0,2020
"169",54.3,183.1,0,2020
"170",54.3,183.6,0,2020
"171",54.3,184.1,0,2020
"172",54.3,184.6,0,2020
"173",54.3,185.1,0,2020
"174",54.3,185.6,0,2020
"175",54.3,186.1,0,2020
"176",54.3,186.6,0,2020
"177",54.3,187.1,0,2020
"178",54.3,187.6,0,2020
"179",54.3,188.1,0,2020
"180",54.3,188.6,0,2020
"181",54.3,189.1,0,2020
"182",54.3,189.6,0,2020
"183",54.3,190.1,0,2020
"184",54.3,190.6,0,2020
"185",54.3,191.1,0,2020
"186",54.3,191.6,0,2020
"187",54.3,192.1,0,2020
"188",54.3,192.6,0,2020
"189",54.3,193.1,0,2020
"190",54.3,193.6,0,2020
"191",54.3,194.1,532.75,2020
"192",54.3,194.6,217.07,2020
"193",54.3,195.1,0,2020
"194",54.3,195.6,0,2020
"195",54.3,196.1,0,2020
"196",54.3,196.6,0,2020
"197",54.3,197.1,0,2020
"198",54.3,197.6,0,2020
"199",54.3,198.1,0,2020
"200",54.3,198.6,0,2020
"201",54.3,199.1,0,2020
"202",54.3,199.6,0,2020
"203",54.3,200.1,0,2020
"204",54.3,200.6,0,2020
"205",54.3,201.1,0,2020
"206",54.8,181.1,0,2020
"207",54.8,181.6,0,2020
"208",54.8,182.1,0,2020
"209",54.8,182.6,0,2020
"210",54.8,183.1,0,2020
"211",54.8,183.6,0,2020
"212",54.8,184.1,0,2020
"213",54.8,184.6,0,2020
"214",54.8,185.1,0,2020
"215",54.8,185.6,0,2020
"216",54.8,186.1,0,2020
"217",54.8,186.6,0,2020
"218",54.8,187.1,0,2020
"219",54.8,187.6,0,2020
"220",54.8,188.1,0,2020
"221",54.8,188.6,0,2020
"222",54.8,189.1,0,2020
"223",54.8,189.6,0,2020
"224",54.8,190.1,0,2020
"225",54.8,190.6,0,2020
"226",54.8,191.1,0,2020
"227",54.8,191.6,0,2020
"228",54.8,192.1,65.49,2020
"229",54.8,192.6,0,2020
"230",54.8,193.1,0,2020
"231",54.8,193.6,0,2020
"232",54.8,194.1,0,2020
"233",54.8,194.6,547.79,2020
"234",54.8,195.1,3403.07,2020
"235",54.8,195.6,7471.49,2020
"236",54.8,196.1,331.51,2020
"237",54.8,196.6,0,2020
"238",54.8,197.1,0,2020
"239",54.8,197.6,0,2020
"240",54.8,198.1,0,2020
