"","Year","Peel","SSB","SSB_sd","Totbio","Totbio_sd","Rec","Rec_sd","run"
"514",1975,9,131.871,9.43698,1650.77,42.537,4.4797,0.210719,"yfs_retro"
"515",1976,9,185.83,11.3349,1923.45,48.5748,2.94415,0.166023,"yfs_retro"
"516",1977,9,268.229,14.0176,2199.51,54.3428,3.69367,0.1873,"yfs_retro"
"517",1978,9,370.931,16.7217,2460.49,59.7064,2.4138,0.147138,"yfs_retro"
"518",1979,9,472.326,19.422,2589.9,64.0469,1.5361,0.114991,"yfs_retro"
"519",1980,9,585.006,22.2438,2743.61,67.9922,2.95663,0.160617,"yfs_retro"
"520",1981,9,687.492,24.9341,2884.19,71.3364,2.18798,0.135934,"yfs_retro"
"521",1982,9,743.223,26.0152,2976.07,72.8436,6.29916,0.2496,"yfs_retro"
"522",1983,9,829.089,27.8326,2946.26,73.3454,1.16266,0.0968167,"yfs_retro"
"523",1984,9,894.491,29.0799,3134.42,77.9316,5.17172,0.22006,"yfs_retro"
"524",1985,9,927.43,30.3756,3124.92,80.2673,1.77697,0.118437,"yfs_retro"
"525",1986,9,905.121,30.7213,2845.17,77.4839,1.35457,0.100876,"yfs_retro"
"526",1987,9,888.64,31.5289,2787.63,79.1421,1.83315,0.116996,"yfs_retro"
"527",1988,9,829.027,30.9744,2683.92,78.9183,2.48439,0.138829,"yfs_retro"
"528",1989,9,795.283,31.3313,2707.33,82.5604,2.44834,0.137591,"yfs_retro"
"529",1990,9,799.873,31.7271,2575.46,81.152,1.20546,0.0913368,"yfs_retro"
"530",1991,9,867.515,33.2238,2670.17,83.9895,1.33024,0.0973508,"yfs_retro"
"531",1992,9,934.694,34.8535,2837.37,88.9243,2.88915,0.160439,"yfs_retro"
"532",1993,9,958.495,36.0912,2839.96,91.6693,1.67903,0.115719,"yfs_retro"
"533",1994,9,956.504,36.2685,2852.34,93.7409,1.40056,0.105695,"yfs_retro"
"534",1995,9,948.876,36.7193,2641.7,90.5262,1.35826,0.105615,"yfs_retro"
"535",1996,9,887.101,35.4195,2544.12,90.0765,3.44576,0.202352,"yfs_retro"
"536",1997,9,847.983,35.0568,2523.76,92.4666,1.42564,0.115101,"yfs_retro"
"537",1998,9,785.547,34.0475,2264.79,88.3347,1.18111,0.105016,"yfs_retro"
"538",1999,9,772.107,34.1952,2097.2,84.9819,1.49266,0.125012,"yfs_retro"
"539",2000,9,754.984,34.1945,2113.06,86.7639,2.03972,0.163547,"yfs_retro"
"540",2001,9,744.165,34.3277,2033.24,85.8758,1.30403,0.133901,"yfs_retro"
"541",2002,9,735.383,34.5302,2044,87.6813,1.90217,0.196108,"yfs_retro"
"542",2003,9,733.201,34.9731,2179.94,95.2161,1.9492,0.228343,"yfs_retro"
"543",2004,9,746.685,36.151,2318.18,103.794,3.92095,0.429773,"yfs_retro"
"544",2005,9,748.046,37.0818,2391.1,110.536,1.58529,0.293076,"yfs_retro"
"545",2006,9,749.777,38.5541,2362.4,114.572,2.42393,0.521617,"yfs_retro"
"546",2007,9,737.772,39.8898,2370.92,122.263,3.60311,1.05167,"yfs_retro"
"547",2008,9,700.869,40.7952,2268.72,126.352,2.48113,1.33906,"yfs_retro"
"548",2009,9,657.757,41.3176,2115.69,127.062,1.96588,1.32853,"yfs_retro"
"549",2010,9,628.065,42.0758,2211.35,147.944,2.10061,1.49124,"yfs_retro"
