Year,Detail Record Count,Date Loaded from AKR,Date Loaded to Repository,FMP Area,FMP Subarea,NMFS Area,Gear,Target,Species Group,Species,Processor Federal Permit,Processor Name,Processor Vessel,Processor Plant/Operation,Vessel Federal Permit,Vessel Name,Vessel Length,# Distinct Processors,# Distinct Vessels,Conf Flag,Discards (mt),Retained (mt),Total Catch (mt),Discard Rate,Reporting Area Code
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",34249,"""SEAFREEZE ALASKA I LLC""",SEAFREEZE AMERICA,FCP,6202,ALASKA ENDEAVOR,130,1,1,1,0.05948,0,0.05948,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",34249,"""SEAFREEZE ALASKA I LLC""",SEAFREEZE AMERICA,FCP,34249,SEAFREEZE AMERICA,208,1,1,1,2.0803553,6.1325847,8.21294,25.33021427,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",3694,"""Arica Vessel Llc""",ARICA,FCP,3694,ARICA,186,1,1,1,0,6.47209,6.47209,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",3835,"""Cascade Fishing Inc""",SEAFISHER,FLD,685,GREEN HOPE,98,1,1,1,0.0057262,0.7293338,0.73506,0.779011237,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",3835,"""Cascade Fishing Inc""",SEAFISHER,FLD,3835,SEAFISHER,230,1,1,1,0.0112769,1.4207231,1.432,0.787493017,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,249,HALF MOON BAY,122,1,1,1,0.000441021,0,0.000441021,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,249,HALF MOON BAY,122,1,1,1,0.026383468,0,0.026383468,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,434,AMERICAN EAGLE,120,1,1,1,0.033990271,0,0.033990271,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,993,HICKORY WIND,107,1,1,1,0.013791594,0,0.013791594,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,1164,PATRICIA L,117,1,1,1,0.011224528,0,0.011224528,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,1235,CAPE KIWANDA,85,1,1,1,0.290173635,0,0.290173635,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,1623,OCEAN HOPE 3,103,1,1,1,0.022521415,0,0.022521415,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,1641,STORM PETREL,123,1,1,1,0.002767932,0,0.002767932,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,1868,GOLD RUSH,99,1,1,1,0.004902652,0,0.004902652,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5293,"""Icicle Seafoods Inc""",GORDON JENSEN,FLD,5137,ARCTIC WIND,117,1,1,1,0.203232404,0,0.203232404,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,523,ARCTIC RAM,90,1,1,1,0.052902944,0,0.052902944,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,1292,GOLDEN DAWN,149,1,1,1,0.011317415,0,0.011317415,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,3996,MAJESTY,99,1,1,1,0.062703594,0,0.062703594,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,236,ROYAL ATLANTIC,124,1,1,1,0.028705614,0,0.028705614,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,411,DOMINATOR,124,1,1,1,0.008152136,0,0.008152136,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,422,PACIFIC VIKING,127,1,1,1,0.012935751,0,0.012935751,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,523,ARCTIC RAM,90,1,1,1,0.004983788,0,0.004983788,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,586,GOLDEN PISCES,98,1,1,1,0.202272986,0.007072575,0.209345561,96.62157881,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,723,MARGARET LYN,123,1,1,1,0.260751673,0,0.260751673,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1043,SEA MAC,87,1,1,1,0.102192203,0,0.102192203,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1234,LESLIE LEE,97,1,1,1,0.151643481,0,0.151643481,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1265,PEGASUS,96,1,1,1,0.138789108,0,0.138789108,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1292,GOLDEN DAWN,149,1,1,1,0.025727261,0,0.025727261,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1318,GLADIATOR,124,1,1,1,0.014620668,0,0.014620668,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1482,MISS LEONA,86,1,1,1,0.048896466,0,0.048896466,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,2837,PERSEVERANCE,87,1,1,1,0.145294778,0,0.145294778,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,2849,SEEKER,98,1,1,1,0.276700885,0,0.276700885,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3996,MAJESTY,99,1,1,1,0.001744377,0,0.001744377,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,4611,NORTHERN RAM,85,1,1,1,0.024420009,0,0.024420009,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,5130,OCEAN HARVESTER,108,1,1,1,0.029640765,0,0.029640765,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,6097,ALASKA DAWN,90,1,1,1,0.0098803,0,0.0098803,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,417,STARWARD,123,1,1,1,0.478026001,0,0.478026001,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,428,NORDIC STAR,123,1,1,1,0.499202818,0.023,0.522202818,95.59558102,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,1167,STAR FISH,124,1,1,1,0.53577886,0.078,0.61377886,87.29183994,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,2059,SEADAWN,124,1,1,1,0.581245364,0,0.581245364,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,134,WESTERN DAWN,113,1,1,1,0.042553302,0,0.042553302,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,420,SEA STORM,123,1,1,1,0.036285561,0,0.036285561,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,NPT,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,657,PACIFIC CHALLENGER,116,1,1,1,0.193668661,0.001,0.194668661,99.48630663,509
