Year,Detail Record Count,Date Loaded from AKR,Date Loaded to Repository,FMP Area,FMP Subarea,NMFS Area,Gear,Target,Species Group,Species,Processor Federal Permit,Processor Name,Processor Vessel,Processor Plant/Operation,Vessel Federal Permit,Vessel Name,Vessel Length,# Distinct Processors,# Distinct Vessels,Conf Flag,Discards (mt),Retained (mt),Total Catch (mt),Discard Rate,Reporting Area Code
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,134,WESTERN DAWN,113,1,1,1,0,0.06072,0.06072,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,421,PACIFIC FURY,110,1,1,1,0.00163,1.0082,1.00983,0.161413307,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,517,VESTERAALEN,124,1,1,1,0,1.09005,1.09005,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,723,MARGARET LYN,123,1,1,1,0,0.20218,0.20218,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,1094,NORDIC FURY,110,1,1,1,0,0.16627,0.16627,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,1242,MARK I,99,1,1,1,0,0.81918,0.81918,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,1667,OCEANIC,122,1,1,1,0,0.34609,0.34609,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,3404,TRAVELER,109,1,1,1,0,0.01743,0.01743,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3703,"""Phoenix Processor Ltd Partnership""",OCEAN PHOENIX,FCP,5946,MISTY DAWN,107,1,1,1,0,0.01733,0.01733,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3794,"""Glacier Fish Co Llc""",ALASKA OCEAN,FCP,3794,ALASKA OCEAN,376,1,1,1,0,5.81276,5.81276,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3870,"""Trident Seafoods Corporation""",ISLAND ENTERPRISE,FLD,3870,ISLAND ENTERPRISE,312,1,1,1,0,15.47547,15.47547,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",3896,"""American Seafoods Company LLC""",NORTHERN JAEGER,FCP,3896,NORTHERN JAEGER,336,1,1,1,0,11.53708,11.53708,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4055,"""American Seafoods Company LLC""",AMERICAN TRIUMPH,FCP,4055,AMERICAN TRIUMPH,285,1,1,1,0,24.05707,24.05707,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4063,"""American Seafoods Company LLC""",NORTHERN HAWK,FCP,4063,NORTHERN HAWK,341,1,1,1,0,14.51629,14.51629,0,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,249,HALF MOON BAY,122,1,1,1,0.434232551,0.036,0.470232551,92.34421354,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,251,SUNSET BAY,122,1,1,1,0.234166164,0,0.234166164,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,434,AMERICAN EAGLE,120,1,1,1,0.6931805,1.88,2.5731805,26.93866599,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,993,HICKORY WIND,107,1,1,1,0.166238292,0,0.166238292,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,1164,PATRICIA L,117,1,1,1,0.34811864,0,0.34811864,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,1623,OCEAN HOPE 3,103,1,1,1,0.227003581,0,0.227003581,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,1641,STORM PETREL,123,1,1,1,0.294992155,0,0.294992155,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,1652,SEA WOLF,125,1,1,1,0.005564288,0,0.005564288,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,1868,GOLD RUSH,99,1,1,1,0.001404247,0,0.001404247,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,2657,COMMODORE,133,1,1,1,0.406958654,0.232,0.638958654,63.6909214,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,2791,COLLIER BROTHERS,95,1,1,1,0.000113116,0,0.000113116,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4078,"""Icicle Seafoods Inc""",NORTHERN VICTOR,FLD,3679,MISS BERDIE,87,1,1,1,0.512564208,0,0.512564208,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4111,"""Phoenix Processor Ltd Partnership""",EXCELLENCE,FCP,134,WESTERN DAWN,113,1,1,1,9.656265,0.089125,9.74539,99.08546503,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4111,"""Phoenix Processor Ltd Partnership""",EXCELLENCE,FCP,1242,MARK I,99,1,1,1,0.06334,0,0.06334,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",4111,"""Phoenix Processor Ltd Partnership""",EXCELLENCE,FCP,5946,MISTY DAWN,107,1,1,1,8.278222,0.062148,8.34037,99.2548532,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,422,PACIFIC VIKING,127,1,1,1,0.207257799,0.02,0.227257799,91.19942194,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,533,ARCTURUS,132,1,1,1,0.112722972,0.118,0.230722972,48.85641465,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,901,ALDEBARAN,132,1,1,1,0.077058601,1.516,1.593058601,4.837147909,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,1228,COLUMBIA,123,1,1,1,0.083843621,0,0.083843621,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,1292,GOLDEN DAWN,149,1,1,1,0.182766853,0,0.182766853,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5305,"""Trident Seafoods Corporation""",,SPT,1318,GLADIATOR,124,1,1,1,0.055330184,0,0.055330184,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,236,ROYAL ATLANTIC,124,1,1,1,0.495374191,0.100907185,0.596281376,83.07725364,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,410,EXCALIBUR II,92,1,1,1,0.030504482,0.043247379,0.073751861,41.36096542,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,411,DOMINATOR,124,1,1,1,0.390206362,0.298,0.688206362,56.69903442,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,422,PACIFIC VIKING,127,1,1,1,0.351632844,0.367,0.718632844,48.93080617,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,523,ARCTIC RAM,90,1,1,1,0.000191194,0.001,0.001191194,16.05063926,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,533,ARCTURUS,132,1,1,1,0.346575487,0.609,0.955575487,36.26877118,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,543,ROYAL AMERICAN,105,1,1,1,0.670391798,0.057,0.727391798,92.16378296,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,586,GOLDEN PISCES,98,1,1,1,0.272350376,0.011,0.283350376,96.11788057,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,901,ALDEBARAN,132,1,1,1,0.344222845,0.151,0.495222845,69.50867647,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1116,VIKING EXPLORER,124,1,1,1,0.022905475,0.051,0.073905475,30.99293416,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1228,COLUMBIA,123,1,1,1,0.115284149,0.022,0.137284149,83.97484335,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1234,LESLIE LEE,97,1,1,1,0.171321206,0.024,0.195321206,87.71254769,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1236,RAVEN,92,1,1,1,0.420724552,0.119,0.539724552,77.95171639,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1265,PEGASUS,96,1,1,1,0.354933645,0.490453592,0.845387237,41.98474133,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1292,GOLDEN DAWN,149,1,1,1,0.231988382,0.104,0.335988382,69.04654876,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,1318,GLADIATOR,124,1,1,1,0.411581124,0.200544311,0.612125435,67.2380366,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,2059,SEADAWN,124,1,1,1,0.214214852,0.025,0.239214852,89.54914387,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,2769,NORTHERN PATRIOT,165,1,1,1,0.388329645,0.136,0.524329645,74.06211888,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,2770,SOVEREIGNTY,165,1,1,1,0.63949798,0.057,0.69649798,91.81620024,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,2837,PERSEVERANCE,87,1,1,1,0.220553155,0.015462664,0.23601582,93.44846281,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,2849,SEEKER,98,1,1,1,0.387782588,0.015181437,0.402964025,96.23255776,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3002,NORTHWEST EXPLORER,162,1,1,1,0.649255726,0.217,0.866255726,74.94966052,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3007,BRISTOL EXPLORER,180,1,1,1,0.72194636,0.786,1.50794636,47.87613003,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3010,PACIFIC EXPLORER,155,1,1,1,0.628578403,1.115231332,1.743809735,36.04627215,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3011,OCEAN EXPLORER,155,1,1,1,0.002030492,0,0.002030492,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3388,ARCTIC EXPLORER,155,1,1,1,0.229728553,0.029,0.258728553,88.79134146,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3404,TRAVELER,109,1,1,1,0.42955635,0.166453592,0.596009942,72.07201078,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,3996,MAJESTY,99,1,1,1,0.23420458,0.135435449,0.369640029,63.360178,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,4305,PACIFIC RAM,82,1,1,1,0.225797971,0.023,0.248797971,90.7555516,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,4506,LISA MELINDA,81,1,1,1,0.071703877,0.003453592,0.075157469,95.40485805,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5306,"""Trident Seafoods Corporation""",,AKU,5137,ARCTIC WIND,117,1,1,1,0.043803256,0.005,0.048803256,89.75478198,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,417,STARWARD,123,1,1,1,0.519460152,3.705453592,4.224913744,12.29516585,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,428,NORDIC STAR,123,1,1,1,0.668647293,0.599297274,1.267944567,52.73474173,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,1167,STAR FISH,124,1,1,1,0.734522774,3.248,3.982522774,18.44365533,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,1998,STARLITE,123,1,1,1,0.598526402,0.441,1.039526402,57.57683506,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,2059,SEADAWN,124,1,1,1,0.649148634,0.231,0.880148634,73.75443293,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,2810,ARGOSY,124,1,1,1,0.392694726,0.025,0.417694726,94.01476761,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,2811,ALSEA,124,1,1,1,0.62958063,0.045,0.67458063,93.32918883,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,2888,AURORA,193,1,1,1,1.916628954,2.571,4.487628954,42.70916721,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,2889,AURIGA,193,1,1,1,0.806991934,0.386498952,1.193490885,67.61609524,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,4133,FIERCE ALLEGIANCE,166,1,1,1,0.933028039,0.761,1.694028039,55.07748498,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5310,"""Unisea Inc""",,DUT,34279,DEFENDER,169,1,1,1,1.665784818,2.921,4.586784818,36.31704743,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,134,WESTERN DAWN,113,1,1,1,0.128995552,0.001,0.129995552,99.23074291,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,208,NORTHERN DEFENDER,148,1,1,1,0.668240961,0.081,0.749240961,89.18905876,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,425,ALASKAN DEFENDER,172,1,1,1,0.09155556,0.013,0.10455556,87.56641921,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,511,GREAT PACIFIC,124,1,1,1,0.521346255,0.62,1.141346255,45.67818511,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,515,ALASKA ROSE,124,1,1,1,0.553461054,0.047,0.600461054,92.17268136,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,516,BERING ROSE,124,1,1,1,0.478614552,2.579907185,3.058521737,15.64855814,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,1222,VIKING,144,1,1,1,0.120058121,0,0.120058121,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,1652,SEA WOLF,125,1,1,1,0.6177041,0.53,1.1477041,53.8208498,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,3800,CAITLIN ANN,103,1,1,1,0.116701616,0.004,0.120701616,96.68604271,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5320,"""Alyeska Seafoods Inc""",,DUT,3988,DESTINATION,180,1,1,1,0.567067535,1.902,2.469067535,22.96687015,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,425,ALASKAN DEFENDER,172,1,1,1,1.298617703,0.066,1.364617703,95.16348059,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,1094,NORDIC FURY,110,1,1,1,0.241053088,0.01,0.251053088,96.01677873,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,1222,VIKING,144,1,1,1,0.656791509,0,0.656791509,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,1650,WESTWARD I,135,1,1,1,0.652622072,0.019,0.671622072,97.17102806,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,2047,BERING DEFENDER,174,1,1,1,1.436266902,0.594,2.030266902,70.74276296,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,3800,CAITLIN ANN,103,1,1,1,0.657798005,0.010453592,0.668251597,98.43568015,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,4194,PACIFIC PRINCE,149,1,1,1,0.944102344,0.015,0.959102344,98.4360376,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5323,"""Western Alaska Fisheries""",,DUT,4620,CHELSEA K,150,1,1,1,1.833708589,0.02624494,1.859953529,98.58894647,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5358,"""Peter Pan Seafoods Inc""",,KCO,405,TOPAZ,86,1,1,1,8.74005E-05,0,8.74005E-05,100,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5358,"""Peter Pan Seafoods Inc""",,KCO,422,PACIFIC VIKING,127,1,1,1,0.062809443,0.003,0.065809443,95.44138369,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5358,"""Peter Pan Seafoods Inc""",,KCO,657,PACIFIC CHALLENGER,116,1,1,1,0.017531189,0.455,0.472531189,3.710059716,509
2018,1,7/14/19 19:41,7/18/19 11:39,BSAI,BS,509,PTR,Pollock - midwater,Yellowfin Sole,"""sole, yellowfin""",5358,"""Peter Pan Seafoods Inc""",,KCO,823,ELIZABETH F,90,1,1,1,0.002550295,0.005,0.007550295,33.77742282,509
