Year,month,day,Weight,vessel type,vessel type,vessel type,latitude,longitude,Month
2019,2,12,10.28,1,1,1,56.693,-163.265,February
2019,2,12,5.98,2,2,2,55.658,-163.208,February
2019,2,12,20.49,2,2,2,55.65,-163.283,February
2019,2,12,13.96,2,2,2,55.658,-163.257,February
2019,2,12,23.46,1,1,1,56.05,-163.238,February
2019,2,12,13889.09,1,1,1,57.224,-166.493,February
2019,2,12,2226.9,1,1,1,57.063,-162.783,February
2019,2,12,371.28,1,1,1,56.128,-162.462,February
2019,2,12,11462.58,1,1,1,57.181,-166.951,February
2019,2,12,9588.04,1,1,1,57.459,-166.881,February
2019,2,12,1633.39,1,1,1,57.173,-164.153,February
2019,2,12,68.85,1,1,1,55.358,-163.667,February
2019,2,12,16.03,1,1,1,55.14,-164.448,February
2019,2,12,23.86,1,1,1,56.563,-163.723,February
2019,2,12,28731.79,1,1,1,57.141,-167.181,February
2019,2,12,8312.81,1,1,1,57.525,-167.817,February
2019,2,12,21.95,1,1,1,56.54,-163.599,February
2019,2,12,13393.38,2,2,2,57.201,-166.893,February
2019,2,12,26983.7,1,1,1,57.558,-167.85,February
2019,2,12,5.02,2,2,2,55.851,-162.95,February
2019,2,12,266.59,1,1,1,56.442,-163.742,February
2019,2,12,207.47,1,1,1,56.45,-163.825,February
2019,2,12,44.62,2,2,2,56.47,-163.993,February
2019,2,12,6619.01,1,1,1,57.918,-167.504,February
2019,2,12,15561.05,1,1,1,57.153,-167.025,February
2019,2,12,15.06,1,1,1,56.853,-170.553,February
2019,2,12,4454.01,1,1,1,57.299,-166.99,February
2019,2,12,11770.99,2,2,2,57.343,-167.179,February
2019,2,12,7.24,1,1,1,56.598,-163.285,February
2019,2,12,5602,1,1,1,57.396,-167.153,February
2019,2,12,40.11,1,1,1,56.413,-164.048,February
2019,2,12,39.7,1,1,1,56.371,-164.1,February
2019,2,12,11.82,1,1,1,56.628,-163.274,February
2019,2,12,1135.4,1,1,1,56.679,-163.353,February
2019,2,12,35.92,1,1,1,56.532,-163.269,February
2019,2,12,33359.01,1,1,1,57.489,-168,February
2019,2,12,489.16,1,1,1,56.467,-163.592,February
2019,2,12,101.98,1,1,1,56.625,-163.725,February
2019,2,12,340.73,1,1,1,55.923,-163.373,February
2019,2,12,6876.22,1,1,1,57.008,-162.928,February
2019,2,12,440.93,1,1,1,55.868,-162.412,February
2019,2,12,5507.96,2,2,2,57.517,-167.114,February
2019,2,12,717.44,2,2,2,57.2,-164.117,February
2019,2,12,4318.49,2,2,2,56.983,-163.833,February
2019,2,12,5.63,1,1,1,55.104,-164.178,February
2019,2,12,29.12,1,1,1,55.35,-163.617,February
2019,2,12,81.11,1,1,1,56.795,-167.652,February
2019,2,12,560.6,1,1,1,56.473,-163.681,February
2019,2,12,1079.2,1,1,1,57.665,-167.129,February
2019,2,12,3868.75,1,1,1,57.407,-167.168,February
2019,2,12,60.09,1,1,1,56.558,-163.321,February
2019,2,12,21.24,2,2,2,55.65,-163.283,February
2019,2,12,143.36,1,1,1,56.024,-163.314,February
2019,2,12,10162.59,1,1,1,57.183,-166.466,February
2019,2,12,561.02,1,1,1,57.492,-167.13,February
2019,2,12,6515.77,2,2,2,57.043,-163.721,February
2019,2,12,7743.98,1,1,1,57.051,-163.701,February
2019,2,12,1.32,1,1,1,55.35,-163.683,February
2019,2,12,103.55,1,1,1,56.337,-165.26,February
2019,2,12,8339.92,1,1,1,57.103,-167.234,February
2019,2,12,927.39,1,1,1,56.718,-163.205,February
2019,2,12,20826.47,1,1,1,57.216,-166.749,February
2019,2,12,9265.87,1,1,1,57.313,-166.759,February
2019,2,12,39.89,1,1,1,56.555,-163.234,February
2019,2,12,22091.76,2,2,2,57.168,-167.048,February
2019,2,12,111.6,1,1,1,56.488,-163.126,February
2019,2,12,12971.74,1,1,1,57.508,-167.867,February
2019,2,12,34996.3,1,1,1,57.525,-167.875,February
2019,2,12,43.77,1,1,1,56.383,-164.092,February
2019,2,12,16.03,1,1,1,56.612,-163.615,February
2019,2,12,5.12,2,2,2,55.742,-163.067,February
2019,2,12,24755.23,1,1,1,57.556,-167.857,February
2019,2,12,34.87,1,1,1,56.068,-163.241,February
2019,2,12,8308.69,1,1,1,57.893,-167.509,February
2019,2,12,505.88,1,1,1,55.277,-163.748,February
2019,2,12,5210.15,1,1,1,57.006,-162.692,February
2019,2,12,262.88,1,1,1,55.91,-162.201,February
2019,2,12,26442.39,1,1,1,57.205,-166.814,February
2019,2,12,4173.34,1,1,1,57.525,-166.783,February
2019,2,12,173.51,1,1,1,56.41,-163.803,February
2019,2,12,207.36,1,1,1,56.506,-163.682,February
2019,2,12,8300.74,1,1,1,57.079,-167.098,February
2019,2,12,4100.64,2,2,2,57.547,-166.788,February
2019,2,12,14761.79,1,1,1,57.667,-167.767,February
2019,2,12,11142.4,1,1,1,57.667,-167.8,February
2019,2,12,4085.85,1,1,1,57.493,-166.699,February
2019,2,12,6939.16,1,1,1,57.175,-166.903,February
2019,2,12,5240.93,1,1,1,57.166,-166.857,February
2019,2,12,184.88,3,3,3,55.72,-163.135,February
2019,2,12,283.4,3,3,3,55.845,-162.934,February
2019,2,12,18.12,1,1,1,56.62,-163.238,February
2019,2,12,1038,3,3,3,55.72,-163.133,February
2019,2,12,269.78,1,1,1,56.623,-166.548,February
2019,2,12,309.43,1,1,1,56.533,-163.293,February
2019,2,12,14069.44,1,1,1,57.227,-166.939,February
2019,2,12,7105.92,2,2,2,57.375,-167.254,February
2019,2,12,197.77,1,1,1,56.383,-163.923,February
2019,2,12,6.52,2,2,2,55.663,-163.238,February
2019,2,12,9.9,1,1,1,56.576,-163.364,February
2019,2,12,28.86,1,1,1,56.5,-165.845,February
2019,2,12,52.47,1,1,1,56.5,-165.85,February
2019,2,13,2148.15,1,1,1,56.851,-164.917,February
2019,2,13,49824.35,1,1,1,57.093,-167.054,February
2019,2,13,9879.06,1,1,1,57.088,-167.047,February
2019,2,13,7219,2,2,2,57.101,-167.018,February
2019,2,13,44.19,1,1,1,56.32,-165.452,February
2019,2,13,52.03,1,1,1,56.226,-163.205,February
2019,2,13,9623.09,2,2,2,57.071,-167.08,February
2019,2,13,14100.25,2,2,2,57.082,-166.483,February
2019,2,13,53.03,1,1,1,56.563,-163.086,February
2019,2,13,7346.97,1,1,1,57.542,-167.933,February
2019,2,13,1387.53,1,1,1,56.663,-163.659,February
2019,2,13,8.38,2,2,2,55.875,-162.898,February
2019,2,13,286.26,1,1,1,56.675,-163.593,February
2019,2,13,12340.17,1,1,1,57.52,-167.966,February
2019,2,13,21414.72,1,1,1,57.516,-168.009,February
2019,2,13,17646.87,1,1,1,57.513,-168.077,February
2019,2,13,11266.37,1,1,1,57.086,-167.008,February
2019,2,13,1481.51,1,1,1,56.081,-162.358,February
2019,2,13,10346.58,1,1,1,57.07,-167.072,February
2019,2,13,29072.88,1,1,1,57.124,-167.191,February
2019,2,13,3728.72,2,2,2,57.157,-166.988,February
2019,2,13,25188.52,1,1,1,57.505,-168.098,February
2019,2,13,1.32,1,1,1,55.35,-163.683,February
2019,2,13,2317.27,1,1,1,56.712,-163.564,February
2019,2,13,191.19,1,1,1,56.273,-163.106,February
2019,2,13,27506.43,1,1,1,57.65,-167.867,February
2019,2,13,15263.63,1,1,1,57.617,-167.883,February
2019,2,13,23537.23,1,1,1,57.533,-167.975,February
2019,2,13,20515.91,2,2,2,57.043,-167.179,February
2019,2,13,1576.31,1,1,1,56.718,-163.628,February
2019,2,13,9.82,2,2,2,55.901,-162.879,February
2019,2,13,65.59,1,1,1,56.52,-165.915,February
2019,2,13,6.54,2,2,2,55.932,-162.977,February
2019,2,13,4.98,2,2,2,55.899,-162.769,February
2019,2,13,657.84,1,1,1,56.692,-163.483,February
2019,2,13,21317.59,1,1,1,57.573,-167.913,February
2019,2,13,31208.2,1,1,1,57.577,-167.972,February
2019,2,13,316.45,1,1,1,57.845,-171.43,February
2019,2,13,14809.2,1,1,1,57.112,-166.971,February
2019,2,13,24298.62,1,1,1,57.098,-166.894,February
2019,2,13,1036.34,1,1,1,56.071,-162.353,February
2019,2,13,9640.98,1,1,1,57.177,-167.101,February
2019,2,13,7.95,1,1,1,55.35,-163.717,February
2019,2,13,620.12,1,1,1,56.752,-163.761,February
2019,2,13,438.41,1,1,1,56.698,-163.535,February
2019,2,13,28347.34,1,1,1,57.122,-167.156,February
2019,2,13,18478.98,2,2,2,57.125,-167.268,February
2019,2,13,876.18,1,1,1,56.815,-163.445,February
2019,2,13,12383.89,1,1,1,57.65,-167.808,February
2019,2,13,15248.76,1,1,1,57.667,-167.825,February
2019,2,13,36838.55,2,2,2,57.067,-167.124,February
2019,2,13,5441.26,1,1,1,57.022,-166.968,February
2019,2,13,1.76,2,2,2,55.858,-162.618,February
2019,2,13,68.4,1,1,1,56.1,-163.167,February
2019,2,13,31.62,1,1,1,57.092,-170.767,February
2019,2,13,193.48,1,1,1,56.8,-163.367,February
2019,2,13,9.78,2,2,2,55.908,-162.95,February
2019,2,13,343.84,1,1,1,57.777,-171.407,February
2019,2,13,8.07,1,1,1,56.835,-170.533,February
2019,2,13,13.31,1,1,1,54.743,-164.817,February
2019,2,13,14736.02,1,1,1,57.148,-167.037,February
2019,2,13,9882.61,1,1,1,57.097,-167.16,February
2019,2,13,29359.88,1,1,1,57.098,-167.128,February
2019,2,13,572.43,1,1,1,56.808,-163.285,February
2019,2,13,951.51,1,1,1,56.793,-163.289,February
2019,2,13,22.19,1,1,1,56.201,-163.179,February
2019,2,13,122.85,1,1,1,56.701,-166.857,February
2019,2,13,1690.91,1,1,1,56.728,-163.444,February
2019,2,13,6.12,2,2,2,55.9,-162.942,February
2019,2,13,0.48,2,2,2,55.867,-162.625,February
2019,2,13,7.93,1,1,1,56.152,-163.102,February
2019,2,13,153.77,1,1,1,56.892,-167.605,February
2019,2,13,2650.71,1,1,1,56.799,-165.283,February
2019,2,13,10.76,1,1,1,56.852,-170.51,February
2019,2,13,7844.93,2,2,2,57.111,-167.172,February
2019,2,13,27966.76,1,1,1,57.542,-168.02,February
2019,2,13,10975.48,1,1,1,57.633,-167.883,February
2019,2,13,1.26,1,1,1,56.148,-163.018,February
2019,2,13,21558.78,1,1,1,57.104,-167.171,February
2019,2,13,20015.94,1,1,1,57.533,-167.942,February
2019,2,13,360.53,1,1,1,56.688,-166.491,February
2019,2,13,13025.14,1,1,1,57.483,-167.964,February
2019,2,13,31198.78,1,1,1,57.493,-168.074,February
2019,2,13,4.81,2,2,2,55.725,-162.925,February
2019,2,13,12645.35,1,1,1,57.02,-166.721,February
2019,2,13,589.41,1,1,1,56.075,-162.357,February
2019,2,13,17191.43,1,1,1,57.112,-167.122,February
2019,2,13,9528.46,1,1,1,57.133,-166.728,February
2019,2,13,22355.08,2,2,2,57.081,-166.988,February
2019,2,13,27951.02,2,2,2,57.108,-166.875,February
2019,2,13,3959.41,1,1,1,56.735,-165.284,February
2019,2,13,11867.5,1,1,1,57.089,-166.898,February
2019,2,13,966.57,1,1,1,56.728,-163.469,February
2019,2,13,7033.73,1,1,1,57.054,-167.115,February
2019,2,13,224.05,1,1,1,56.871,-167.927,February
2019,2,13,791.01,1,1,1,56.768,-163.182,February
2019,2,13,8152.74,2,2,2,57.07,-166.772,February
2019,2,13,16045.84,2,2,2,57.11,-166.93,February
2019,2,13,29831.52,1,1,1,57.533,-168.05,February
2019,2,13,6675.16,2,2,2,57.069,-166.859,February
2019,2,13,3684.75,1,1,1,56.747,-163.321,February
2019,2,13,173.76,1,1,1,56.865,-163.263,February
2019,2,13,14.31,1,1,1,56.437,-162.847,February
2019,2,13,3393.15,1,1,1,56.695,-163.438,February
2019,2,13,2.87,2,2,2,55.921,-162.804,February
2019,2,13,7.55,1,1,1,56.183,-162.942,February
2019,2,13,13804.62,1,1,1,57.553,-168.043,February
2019,2,13,1.22,2,2,2,55.769,-162.973,February
2019,2,13,18267.96,1,1,1,57.556,-167.961,February
2019,2,13,2151.79,2,2,2,56.783,-164.767,February
2019,2,13,3.97,1,1,1,55.367,-163.725,February
2019,2,13,38797.04,1,1,1,57.008,-166.552,February
2019,2,13,17878.64,1,1,1,57.103,-166.936,February
2019,2,13,4742.48,2,2,2,57.143,-167.06,February
2019,2,13,27443.69,1,1,1,56.72,-163.126,February
2019,2,13,4951.94,1,1,1,56.718,-163.217,February
2019,2,13,7550.99,1,1,1,57.508,-167.95,February
2019,2,13,4314.9,1,1,1,57.525,-167.908,February
2019,2,13,48.63,1,1,1,56.359,-163.123,February
2019,2,13,0.98,2,2,2,55.886,-162.707,February
2019,2,13,145.66,1,1,1,56.067,-163.358,February
2019,2,13,13554.21,1,1,1,57.511,-167.965,February
2019,2,13,20761.31,1,1,1,57.508,-168.055,February
2019,2,13,9722.04,1,1,1,57.158,-166.392,February
2019,2,13,9337.57,1,1,1,56.964,-166.288,February
2019,2,13,6808.77,1,1,1,57.207,-166.818,February
2019,2,13,70405.6,1,1,1,57.091,-167.095,February
2019,2,13,7819.7,1,1,1,56.78,-164.468,February
2019,2,13,23.13,1,1,1,54.977,-164.935,February
2019,2,13,22355.88,1,1,1,56.941,-166.418,February
2019,2,13,541.98,1,1,1,56.668,-163.668,February
2019,2,13,147.71,1,1,1,56.854,-167.888,February
2019,2,13,3973,1,1,1,57.15,-166.801,February
2019,2,13,452.98,1,1,1,56.758,-166.493,February
2019,2,13,6495.82,2,2,2,57.119,-167.088,February
2019,2,13,23138.23,2,2,2,57.059,-166.833,February
2019,2,13,662.32,1,1,1,56.716,-163.638,February
2019,2,13,0.43,2,2,2,55.9,-162.792,February
2019,2,13,1304.53,1,1,1,56.75,-163.425,February
2019,2,13,377.42,1,1,1,56.087,-163.349,February
2019,2,13,6.79,1,1,1,56.174,-163.017,February
2019,2,14,143.03,1,1,1,56.828,-167.53,February
2019,2,14,85.34,1,1,1,56.25,-163.204,February
2019,2,14,5533.74,1,1,1,57.683,-167.842,February
2019,2,14,111.69,1,1,1,56.823,-167.898,February
2019,2,14,1.76,1,1,1,55.993,-163.353,February
2019,2,14,15797.63,2,2,2,57.038,-166.899,February
2019,2,14,9986.23,2,2,2,57.019,-167.026,February
2019,2,14,0.45,2,2,2,55.752,-162.96,February
2019,2,14,5.86,1,1,1,56.183,-163.133,February
2019,2,14,13.55,1,1,1,57.096,-170.78,February
2019,2,14,22.58,1,1,1,56.918,-170.852,February
2019,2,14,110.88,1,1,1,56.642,-165.91,February
2019,2,14,13650.61,1,1,1,57.613,-167.99,February
2019,2,14,46791.26,1,1,1,57.598,-168.059,February
2019,2,14,28.32,1,1,1,56.242,-163.192,February
2019,2,14,2.03,1,1,1,56.042,-163.375,February
2019,2,14,1.51,2,2,2,55.713,-162.985,February
2019,2,14,13241.25,1,1,1,56.943,-166.368,February
2019,2,14,5941.57,1,1,1,56.91,-166.64,February
2019,2,14,778.87,1,1,1,56.063,-162.249,February
2019,2,14,36394.51,1,1,1,57.651,-168.04,February
2019,2,14,6475.67,1,1,1,57.482,-167.929,February
2019,2,14,19718.01,1,1,1,56.969,-166.438,February
2019,2,14,84.3,1,1,1,56.233,-163.188,February
2019,2,14,1.97,1,1,1,56.041,-163.322,February
2019,2,14,26304.02,2,2,2,56.923,-166.711,February
2019,2,14,14959.32,1,1,1,57.617,-168,February
2019,2,14,377.65,1,1,1,56.687,-166.474,February
2019,2,14,2.24,2,2,2,55.769,-162.914,February
2019,2,14,5.33,2,2,2,55.863,-162.744,February
2019,2,14,8.96,1,1,1,56.092,-163.425,February
2019,2,14,4.11,2,2,2,55.758,-163.083,February
2019,2,14,31679.09,1,1,1,57.668,-167.978,February
2019,2,14,0.71,2,2,2,55.858,-162.925,February
2019,2,14,58.53,1,1,1,56.129,-163.448,February
2019,2,14,4.87,1,1,1,56.011,-163.435,February
2019,2,14,20634.19,1,1,1,56.958,-166.433,February
2019,2,14,832.92,1,1,1,56.066,-162.282,February
2019,2,14,28483.84,2,2,2,56.998,-166.881,February
2019,2,14,9826.47,2,2,2,56.942,-166.475,February
2019,2,14,25.42,1,1,1,55.048,-164.7,February
2019,2,14,10759.64,1,1,1,56.984,-166.33,February
2019,2,14,44.71,1,1,1,56.311,-165.369,February
2019,2,14,99.12,1,1,1,56.232,-165.358,February
2019,2,14,21.37,1,1,1,56.24,-163.289,February
2019,2,14,20197.53,2,2,2,57.078,-166.678,February
2019,2,14,4.92,1,1,1,56.03,-163.343,February
2019,2,14,1750.9,1,1,1,57.683,-167.817,February
2019,2,14,285,1,1,1,56.865,-167.937,February
2019,2,14,11.67,1,1,1,56.285,-163.297,February
2019,2,14,161.76,1,1,1,56.419,-163.042,February
2019,2,14,5313.1,1,1,1,57.034,-167.033,February
2019,2,14,87.77,1,1,1,56.028,-163.553,February
2019,2,14,47.68,1,1,1,56.933,-170.835,February
2019,2,14,3756.55,1,1,1,56.974,-166.606,February
2019,2,14,839.92,1,1,1,56.068,-162.357,February
2019,2,14,31160.74,1,1,1,57.55,-168.052,February
2019,2,14,9.17,1,1,1,56.423,-170.17,February
2019,2,14,25.74,1,1,1,54.982,-164.908,February
2019,2,14,6567.57,1,1,1,56.997,-166.482,February
2019,2,14,7392.29,1,1,1,56.975,-166.891,February
2019,2,14,4510.37,1,1,1,57.542,-168.033,February
2019,2,14,26896.73,1,1,1,57.625,-168,February
2019,2,14,49.08,1,1,1,56.198,-163.298,February
2019,2,14,3.15,2,2,2,55.832,-162.963,February
2019,2,14,4559.94,1,1,1,56.936,-166.44,February
2019,2,14,14880.43,1,1,1,56.973,-166.542,February
2019,2,14,39622.29,2,2,2,57.07,-166.626,February
2019,2,14,32.45,1,1,1,55.35,-163.633,February
2019,2,14,20.57,1,1,1,55.042,-164.707,February
2019,2,14,8167.35,1,1,1,57.013,-166.699,February
2019,2,14,44.46,1,1,1,56.122,-163.371,February
2019,2,14,8733.31,1,1,1,57.017,-166.545,February
2019,2,14,20816.92,1,1,1,56.93,-166.469,February
2019,2,14,3.24,1,1,1,56.09,-163.377,February
2019,2,14,105.83,1,1,1,56.5,-165.752,February
2019,2,14,3.41,2,2,2,55.821,-162.965,February
2019,2,14,5,1,1,1,56.112,-163.39,February
2019,2,14,4843.85,1,1,1,57.537,-167.982,February
2019,2,14,28852.44,1,1,1,57.658,-168.07,February
2019,2,14,20434.53,1,1,1,56.973,-166.576,February
2019,2,14,15625.48,1,1,1,56.982,-166.602,February
2019,2,14,13760.53,1,1,1,56.95,-166.398,February
2019,2,14,8855.1,2,2,2,57.1,-166.892,February
2019,2,14,26748.68,2,2,2,56.975,-166.55,February
2019,2,14,4896.78,1,1,1,57.048,-166.901,February
2019,2,14,21383.12,1,1,1,56.98,-166.238,February
2019,2,14,38.74,1,1,1,56.298,-163.17,February
2019,2,14,18.62,1,1,1,56.26,-163.18,February
2019,2,14,10390.66,2,2,2,57.053,-166.59,February
2019,2,14,55.67,1,1,1,56.284,-163.185,February
2019,2,14,44400.32,1,1,1,57.658,-167.942,February
2019,2,14,6952,1,1,1,57.675,-168,February
2019,2,14,5.7,1,1,1,56.101,-163.404,February
2019,2,14,25873.19,1,1,1,56.988,-166.48,February
2019,2,14,8257.05,2,2,2,57.034,-166.751,February
2019,2,14,4035.07,2,2,2,57.033,-166.665,February
2019,2,14,11752.22,2,2,2,57.043,-167.073,February
2019,2,14,1.04,2,2,2,55.734,-162.99,February
2019,2,14,85.36,1,1,1,56.31,-163.192,February
2019,2,14,403.19,1,1,1,56.723,-166.855,February
2019,2,14,2.12,2,2,2,55.752,-162.966,February
2019,2,14,19.22,1,1,1,56.158,-163.358,February
2019,2,14,27.85,1,1,1,56.167,-163.333,February
2019,2,14,3490.34,1,1,1,57.041,-166.948,February
2019,2,14,15869.54,1,1,1,57.006,-166.675,February
2019,2,14,652.4,1,1,1,56.074,-162.355,February
2019,2,14,17.88,1,1,1,55.35,-163.692,February
2019,2,14,15557.78,1,1,1,56.958,-166.402,February
2019,2,14,28499.57,1,1,1,56.959,-166.431,February
2019,2,14,1.14,1,1,1,55.988,-163.528,February
2019,2,14,7.35,1,1,1,56.058,-163.317,February
2019,2,14,237.41,1,1,1,56.213,-163.366,February
2019,2,14,8.64,1,1,1,56.221,-163.093,February
2019,2,14,13710.11,1,1,1,56.935,-166.637,February
2019,2,14,19539.29,2,2,2,57.015,-166.835,February
2019,2,14,0.7,1,1,1,55.952,-163.25,February
2019,2,14,4001.58,1,1,1,57.015,-166.697,February
2019,2,14,11.32,1,1,1,56.088,-163.353,February
2019,2,14,27121.59,1,1,1,57.641,-168.018,February
2019,2,14,29.34,1,1,1,56.042,-163.433,February
2019,2,14,0.5,2,2,2,55.929,-163.008,February
2019,2,14,0.6,2,2,2,55.708,-162.942,February
2019,2,14,2.61,2,2,2,55.825,-162.95,February
2019,2,14,5649.61,1,1,1,57.567,-167.933,February
2019,2,14,29548.49,1,1,1,57.598,-168.031,February
2019,2,14,251.54,1,1,1,57.77,-171.467,February
2019,2,14,2018,1,1,1,57.074,-166.994,February
2019,2,14,14930.49,1,1,1,56.913,-166.794,February
2019,2,14,9475.71,2,2,2,57.013,-166.65,February
2019,2,14,20315.51,1,1,1,57.037,-166.74,February
2019,2,14,7874.19,1,1,1,57.016,-166.629,February
2019,2,14,14032.92,1,1,1,56.959,-166.64,February
2019,2,14,8733.44,2,2,2,57.029,-166.888,February
2019,2,14,18.16,1,1,1,56.189,-163.162,February
2019,2,14,3566.62,1,1,1,57.575,-168.05,February
2019,2,14,28213.51,1,1,1,57.608,-168.017,February
2019,2,14,302.79,1,1,1,56.124,-163.35,February
2019,2,14,13758.08,1,1,1,57,-166.845,February
2019,2,14,28509.81,1,1,1,56.938,-166.589,February
2019,2,14,23571.03,1,1,1,57.624,-168.006,February
2019,2,14,5.05,2,2,2,55.833,-162.958,February
2019,2,14,17.96,1,1,1,56.058,-163.4,February
2019,2,14,28.74,1,1,1,56.108,-163.353,February
2019,2,15,47267.56,1,1,1,56.857,-166.673,February
2019,2,15,186.92,1,1,1,56.768,-167.518,February
2019,2,15,18113.33,1,1,1,56.903,-166.533,February
2019,2,15,18260.66,1,1,1,56.908,-166.757,February
2019,2,15,1440.23,1,1,1,56.073,-162.307,February
2019,2,15,2041.23,1,1,1,57.025,-166.546,February
2019,2,15,13382.48,2,2,2,57.008,-166.383,February
2019,2,15,3646.55,1,1,1,56.915,-166.344,February
2019,2,15,33.14,1,1,1,56.242,-165.43,February
2019,2,15,24.95,1,1,1,56.058,-163.543,February
2019,2,15,24882.1,1,1,1,56.998,-166.242,February
2019,2,15,9,1,1,1,56.012,-163.623,February
2019,2,15,7130.27,1,1,1,56.935,-166.686,February
2019,2,15,4.55,2,2,2,55.782,-162.942,February
2019,2,15,65.26,1,1,1,56.063,-163.8,February
2019,2,15,4.99,1,1,1,55.936,-163.67,February
2019,2,15,149.78,1,1,1,56.47,-165.763,February
2019,2,15,3.4,1,1,1,55.925,-163.675,February
2019,2,15,39533.33,1,1,1,56.858,-166.535,February
2019,2,15,219.08,1,1,1,57.742,-171.387,February
2019,2,15,16299.24,1,1,1,56.793,-166.163,February
2019,2,15,11.85,1,1,1,56.036,-163.641,February
2019,2,15,9889.4,1,1,1,57.028,-166.17,February
2019,2,15,229.04,3,3,3,55.757,-162.999,February
2019,2,15,17597.53,2,2,2,56.902,-166.352,February
2019,2,15,1.13,1,1,1,55.891,-163.127,February
2019,2,15,4761.37,1,1,1,57.608,-168.05,February
2019,2,15,2349.92,1,1,1,57.683,-167.95,February
2019,2,15,31858.09,2,2,2,57.022,-166.265,February
2019,2,15,94.45,1,1,1,56.468,-165.772,February
2019,2,15,16222.01,1,1,1,57.747,-167.909,February
2019,2,15,2.58,2,2,2,55.806,-163.166,February
2019,2,15,10176.75,1,1,1,57.683,-167.982,February
2019,2,15,15987.36,2,2,2,57.062,-166.509,February
2019,2,15,11.92,1,1,1,55.367,-163.75,February
2019,2,15,51.48,1,1,1,55.367,-163.575,February
2019,2,15,18384.08,1,1,1,56.876,-166.477,February
2019,2,15,34214.12,1,1,1,56.874,-166.554,February
2019,2,15,7.78,1,1,1,56.028,-163.682,February
2019,2,15,29378.58,2,2,2,57.054,-166.202,February
2019,2,15,5.31,1,1,1,55.972,-163.528,February
2019,2,15,10210.1,1,1,1,56.86,-166.265,February
2019,2,15,13396.41,1,1,1,57.071,-166.378,February
2019,2,15,14313.04,1,1,1,56.91,-166.661,February
2019,2,15,1500.27,2,2,2,57.012,-166.723,February
2019,2,15,1380.99,1,1,1,57.034,-166.597,February
2019,2,15,23989.57,1,1,1,57.02,-166.183,February
2019,2,15,2.22,2,2,2,55.753,-162.978,February
2019,2,15,1.74,2,2,2,55.875,-162.992,February
2019,2,15,1.65,2,2,2,55.858,-163.083,February
2019,2,15,4181.81,1,1,1,56.882,-166.632,February
2019,2,15,1018.89,1,1,1,56.068,-162.36,February
2019,2,15,5697.21,2,2,2,56.958,-166.508,February
2019,2,15,24151.69,2,2,2,57.027,-166.419,February
2019,2,15,2578.94,1,1,1,57.021,-166.593,February
2019,2,15,16073.46,1,1,1,57.003,-166.39,February
2019,2,15,34.93,1,1,1,55.108,-164.429,February
2019,2,15,7732.6,1,1,1,56.946,-166.008,February
2019,2,15,14434.47,1,1,1,56.96,-166.163,February
2019,2,15,4.03,1,1,1,55.918,-163.691,February
2019,2,15,17197.84,2,2,2,57.064,-166.319,February
2019,2,15,184.74,1,1,1,56.818,-167.905,February
2019,2,15,36528.17,2,2,2,57.048,-166.138,February
2019,2,15,2.96,2,2,2,55.778,-163.046,February
2019,2,15,12.17,2,2,2,55.72,-162.989,February
2019,2,15,10915.21,1,1,1,57.709,-167.904,February
2019,2,15,14670.08,1,1,1,57.807,-167.711,February
2019,2,15,83.58,1,1,1,56.05,-163.517,February
2019,2,15,9.06,2,2,2,55.75,-162.967,February
2019,2,15,1.6,2,2,2,55.879,-162.992,February
2019,2,15,1233.97,1,1,1,56.059,-162.312,February
2019,2,15,19.36,1,1,1,56.893,-170.542,February
2019,2,15,23713.59,2,2,2,56.908,-166.54,February
2019,2,15,33.76,1,1,1,55.03,-164.441,February
2019,2,15,26126.86,1,1,1,56.878,-166.628,February
2019,2,15,2149.42,2,2,2,57.049,-166.505,February
2019,2,15,1.24,1,1,1,55.907,-163.205,February
2019,2,15,435.91,1,1,1,56.562,-166.44,February
2019,2,15,12125.28,1,1,1,57.75,-167.875,February
2019,2,15,10450.16,1,1,1,57.742,-167.85,February
2019,2,15,22865.18,1,1,1,56.873,-166.596,February
2019,2,15,30010.75,1,1,1,56.846,-166.443,February
2019,2,15,2.64,2,2,2,55.743,-162.978,February
2019,2,15,21.05,1,1,1,56.067,-163.775,February
2019,2,15,4.81,2,2,2,55.758,-162.958,February
2019,2,15,6612.32,1,1,1,57.746,-167.883,February
2019,2,15,10.86,2,2,2,55.817,-162.933,February
2019,2,15,1.95,2,2,2,55.928,-163.011,February
2019,2,15,2.4,2,2,2,55.768,-163.044,February
2019,2,15,41.87,1,1,1,55.911,-163.713,February
2019,2,15,11654.6,1,1,1,56.868,-166.688,February
2019,2,15,36503.37,1,1,1,56.863,-166.7,February
2019,2,15,16479.03,1,1,1,57.068,-166.427,February
2019,2,15,17378.89,1,1,1,56.843,-166.248,February
2019,2,15,12.57,1,1,1,59.601,-173.578,February
2019,2,15,53.11,1,1,1,56.245,-165.36,February
2019,2,15,33562.93,2,2,2,56.839,-166.303,February
2019,2,15,9933.59,1,1,1,57.052,-166.268,February
2019,2,15,19189.48,1,1,1,56.953,-166.25,February
2019,2,15,7.05,1,1,1,56.054,-163.641,February
2019,2,15,12.13,1,1,1,55.916,-163.717,February
2019,2,15,17.17,1,1,1,56.034,-163.712,February
2019,2,15,120.33,1,1,1,56.013,-163.694,February
2019,2,15,20541.94,2,2,2,57.068,-166.348,February
