"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"210",0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0.183,0.112,0.10085,0,0,0,0.052652098,0,0,0,0,0
"211",0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.252,0,0,0,0,2.63,0.003,0,0,0,0,0,14.643870917,10.57892,1.3682,0.3352139
"212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39e-05
"213",0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.065,0,0,0,0,0,0,0,0,0,0,10.58129672,0.00795,48.43683,5.5782
"214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70843705,0,63.43554,3.2472
"215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31275,0
"216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71123,0
"217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05102,0
"218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57943,1.72117
"219",0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.079,0.001,0.009,0.404,0.081,0.657,0.01583,0.00171,0.0898,0,0,0,0,0,0.154456473,0.008032402
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.00588,0,0.02194,0,0,0.08506,0
"221",0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0,0.018,2.621,0.001,0,0,0,0.00098,0.08504,0.05462,2.6566,0.70766,0,0.0067399,0
"222",0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.101,0,5.888,0.024,0.005,2.61,0.91715083,0.01991,0.95,0.06426,0,0,0.27971,0,0.01246,2.031287813
"223",0,0,0,0,0,0,0,0,0,0,0,0,1.175,0.192,0.002,0.572,0.084,0.046,0,0.06366,0,0,0,0,0.00324,0.03192,0.31496,0.022803098,0.56173
"224",0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.368,0.053,0.721,0.105,0.588,0.034,0.02033,0,0,0.01768,0,0.55377,0.30943,0.87207338,0.137687275,3.18824
"225",0,0,0,0,0,0,0,0,0,0,0,0,0.004,1.219,0.553,1.098,1.667,0.489,0.032,0.0061,0,0.134,0.28426,0.00262,0.04502,0.01765,4.011552585,7.46452929,21.08772
"226",0,0,0,0,0,0,0,0,0,0,0,0,1.175,2.894,7.816,0.263,2.433,0.019,0.442,0,0.13937,0.21829,0.00172,0.21688,0.01751,5.03543011,2.673143756,31.357624244,14.87974
"227",0,0,0,0,0,0,0,0,0,0,0,0,13.283,4.313,4.653,4.237,8.288,14.14,8.95,0.75415,0.01791,0,0.00228,0.02594,0,2.951264267,9.052288539,8.97721,4.05417
"228",0,0,0,0,0,0,0,0,0,0,0,0,8.364,1.706,3.401,0.05,0.016,0.905,0.175,0,0,0,0,0.411385331,0,0.66474,0.69651,1.46813,1.464628032
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0.024728659,0,0,0,0,0.000504008
"230",0,0,0,0,0,0,0,0,0,0,0,0,0.581,0,0,0,0,0,0,0,0,0,0,0,0,6.918923032,0,1.93556,0.98198
"231",0,0,0,0,0,0,0,0,0,0,0,0,2.275,0,0,0,0,0,0,0,0,0,0,0,0,1.105308875,0,52.891879471,0
"232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.082417481,0.3939
"233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11005,0.02043
"234",0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211277
"236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0.013040997,0
"237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016981602,0
"238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340177
"239",0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.001,0.05,0,0.011,0,0,0,0,0,0,0,0,0,0.04685
"240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004811628,0,0,0,0,0
"241",0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.05,0,0,0,0.03656,0.00136,0,0.000170613
"242",0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0.859,0.071,0.168,0.125,0,0,0,0.00092,0,0.004686147,0,0.50185,1.48871,0.00502,0
"243",0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.228,5.046,0.002,0.244,0.404,0.013,0,0.00156,0,0.11802,0,0.25272,0.02768,0.38144329,0.012182492,3.52579
"244",0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.044,0.012,0.16,0.259,0.728,0.011,0.02463,0.0011,0.01802,0.00675,0.00653,0.00525,0.02569,0.206871286,3.73984296,1.71284
"245",0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.003,0.142,0.918,0.4,0,0,0,0.23117,0.35522,0,0.04425,0.08173,1.40530682,2.894301484,3.38497
"246",0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.06,0.057,0,0.382,0.654,0.078,0,0,0.03383,0,0,0,0.07449,2.976032875,2.50457,6.42126
"247",0,0,0,0,0,0,0,0,0,0,0,0,0.538,0.18,2.123,0,0,0.014,0,0,0,0,0,0,0,0.203814721,0.98515,0.84112,4.88639
"248",0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0.17527,0.52776,1.77432
"249",0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0.01163,2.19606,0.04101
"250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.192506767,0.01122
"251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45453,0.00876
"252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913555088,0.000444571
"253",0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.231,0.07,0.001,0,0,0,0,0.007983745,0.035342603,0,0,0,0.060645912,0.790417444
"254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004898479,0,0,0,0,0,0
"255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.004,0.011,0,0,0,0,0,0,0,0,0,2.178993934,0.104345674
"256",0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.003,0,0,0,0,0,0,0,0,0,0,0
"258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0,0,0,0,0,0,0,0,0,0,0,0
"259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.268e-05
"260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3722,0,0.044951865,0,0.44821,0,0.02306,0
"261",0,0,0,0,0,0,0,0,0,0,0,0,1.012,0.79,0.107,0.011,2.079,0.236,0.06,0,0.0143,0.02679,0.0402,0,0.12163,1.44452,1.71706,0.04103,0.01293
"262",0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.032,0,0.127,0.665,0.98,0.065,0.02511,0.00511,0,0.01254,0,0,0.116221833,0.02249,0.08601,0.05632
"263",0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.002,0.019,0.217,0.003,0.011,0.035,0.001,0,0,0,0,0,0,0.00669,0.02015,0
"264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.161,1.072,0.048,0.017,0,0,0,0,0,0,0.684295309,0.01489,0.02049,0.0171
"265",0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.002,0.005,0.004,0,0.029,0,0,0.068,0,0,0,0.366825106,0,2.19421,0.35439
"266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.01346,0.607402991,0.12515,1.56349
"267",0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0.108929631,0.57869,0.12399
"268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082,0
"269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.009,0,0,0,0,0,0,0,0,0,0,0
"270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
"271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.839,0.004,0,0,0,0,0.069967167,0.092902587,0,0,0,0.006802092,0
"272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012320931,0.026118397,0,0,0,0.02995038,0.783191736
"273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001036358,0.00021554,0,0,0,0.001962755,0
"274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027554351,0.045631087,0,0,0,0.000442268,0.074156948
"275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007497216,0.006878179,0,0,0,0,0.001
"276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014641123,0,0,0,0,0,0
"277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4e-05
"278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.000487377,0,0,0,0,0
"279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003853228,0,0,0,0,0,0
"280",0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.179,0.09,0.075,2.259,0.037,0.081,0,0,0.05495,0.0715,0,0,0.04348,2.29928,0,0
"281",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.001,0.008,1.036,3.081,0.204,0.08016,0.07201,0,0,0,0,0.0076,1.54399,0.0033707,0
"282",0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.002,0.002,0.213,0,0.012,0,0,0,0.00701,0,0,0,0.04423,0.000108328,0.07078
"283",0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.018,0.317,0.005,0.013,0.00664,0,0,0,0,0,0.062184212,0.087322013,0.00558,0
"284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.474,0.029,0.007,0,0,0,0,0,0,0,0,0.306394788,0.0021,0.00976
"285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01494,0.005655556,0.00805,0.46021
"286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0.00742,0,0.3406
"287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,9.26e-05
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.255,0,0,0,0,0.000784125,0.028028325,0,0,0,0,0.027215473,1.304810046
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,1.221,0,0.003,0,6.18e-05,0,0.033060589,0.016417764,0.00033572,0,0,0,0.000884904,0
"291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156,0,0,0,0,0,0.000192121,0.001589774,0.00229413,0,0,0,0.017998817,0.705965115
"292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.828,0.174,0.003,0,0,0,0,0,0,0,0,0,0,0,0
"293",0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139068
"294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.003,0.039,0,0.051,0,0.0108,0,0.16763,0,4.71094,0.03049,0,0,0
"296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.566,0.008,0,0.06925,0.0322,0.02545,0,0.01248,0,0.188808459,0.00852,0,0.22656
"297",0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0.002,0,0.008,0.006,0.001,0.01056,0.0017,0.00479,0,0,0.01131,0.579725163,0,0.0018,0.02264
"298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.016,0,0,0,0,0,0,0.079312466,0.169654165,0,0
"299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213955523,0.01257,0.22074
"300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,1.29072,0,0.00824
"301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010214,0,0,0,0,0.000288952
"302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0.005084229,0,0,0.2541,0,0.025620525
"303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025035782
"304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444857,0,0,0,0,0
"305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448,0,0,0,0,0,0,0
"306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0.00468,0,0,0,0,0.0034,0.00789,0.00828
"307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.03,0,0,0.00485,0.00188,0.062476678,0.00724,0.00372,0
"308",0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.48,0.035,0.002,0.008,0.016,0.00703,0.0373,0.22928,0.04725,0,0,0.011041634,1.673458394,0.00409,0.00531
"309",0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.018,0,0,0,0,0,0,0,0.00553,0.19856,0.05853
"310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000979949
"311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003816363,0,0,0,0,0
"312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0
"313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01056,0,0,0,0,0
"314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0
"315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0.038,0,0,0,0,0,0,0,0,0,0
"316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034946848
"317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357828
"318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646579
"319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46e-05
"320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001378493
"321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091935484,0,0,0,0,0,0,0,0
