"","Year","ADFG_STAT_AREA_CODE","Catch","Longitude","Latitude"
"85","1991","665630","0",-166.5,56.75
"86","1991","665700","0",-166.5,57.25
"87","1991","665730","5.53871",-166.5,57.75
"88","1991","665800","0",-166.5,58.25
"89","1991","665830","0",-166.5,58.75
"90","1991","665900","0",-166.5,59.25
"91","1991","666401","0",-166.5,64.25
"92","1991","666402","0",-166.5,64.25
"93","1991","675304","0",-167.5,53.25
"94","1991","675305","0",-167.5,53.25
"95","1991","675331","0",-167.5,53.75
"96","1991","675332","0",-167.5,53.75
"97","1991","675334","0",-167.5,53.75
"98","1991","675400","0",-167.5,54.25
"99","1991","675430","0",-167.5,54.75
"100","1991","675500","0",-167.5,55.25
"101","1991","675530","0",-167.5,55.75
"102","1991","675600","2052.769",-167.5,56.25
"103","1991","675630","8004.411",-167.5,56.75
"104","1991","675700","17211.617",-167.5,57.25
"105","1991","675730","9063.373",-167.5,57.75
"106","1991","675800","2286.478",-167.5,58.25
"107","1991","675830","8475.40364",-167.5,58.75
"108","1991","675900","6190.45958",-167.5,59.25
"109","1991","675932","2686.82094",-167.5,59.75
"110","1991","676300","7300.62042",-167.5,63.25
"111","1991","685303","12302.46035",-168.5,53.25
"112","1991","685304","8352.83021",-168.5,53.25
"113","1991","685333","7796.74216",-168.5,53.75
"114","1991","685400","3499.575",-168.5,54.25
"115","1991","685430","3493.395824648",-168.5,54.75
"116","1991","685500","4478.00906",-168.5,55.25
"117","1991","685530","0",-168.5,55.75
"118","1991","685600","0",-168.5,56.25
"119","1991","685630","0",-168.5,56.75
"120","1991","685700","0",-168.5,57.25
"121","1991","685730","0",-168.5,57.75
"122","1991","685800","0",-168.5,58.25
"123","1991","685830","0",-168.5,58.75
"124","1991","685900","0",-168.5,59.25
"125","1991","685930","0",-168.5,59.75
"126","1991","686230","0",-168.5,62.75
"127","1991","686301","0",-168.5,63.25
"128","1991","686302","0",-168.5,63.25
"129","1991","686330","0",-168.5,63.75
"130","1991","686400","0",-168.5,64.25
"131","1991","686500","0",-168.5,65.25
"132","1991","686531","0",-168.5,65.75
"133","1991","695238","79.049",-169.5,52.75
"134","1991","695330","0",-169.5,53.75
"135","1991","695530","0",-169.5,55.75
"136","1991","695600","0",-169.5,56.25
"137","1991","695631","0",-169.5,56.75
"138","1991","695632","0",-169.5,56.75
"139","1991","695700","13.42955",-169.5,57.25
"140","1991","695701","0",-169.5,57.25
"141","1991","695730","71.0167",-169.5,57.75
"142","1991","695800","12.36389",-169.5,58.25
"143","1991","695830","31.57916",-169.5,58.75
"144","1991","695900","0",-169.5,59.25
"145","1991","695930","10.26432",-169.5,59.75
"146","1991","696000","0",-169.5,60.25
"147","1991","696030","0",-169.5,60.75
"148","1991","696130","0",-169.5,61.75
"149","1991","696231","0",-169.5,62.75
"150","1991","696301","0",-169.5,63.25
"151","1991","696330","0",-169.5,63.75
"152","1991","696400","0",-169.5,64.25
"153","1991","696430","0",-169.5,64.75
"154","1991","696500","0",-169.5,65.25
"155","1991","705200","0",-170.5,52.25
"156","1991","705231","0",-170.5,52.75
"157","1991","705232","0",-170.5,52.75
"158","1991","705300","0",-170.5,53.25
"159","1991","705600","0",-170.5,56.25
"160","1991","705630","0",-170.5,56.75
"161","1991","705701","0",-170.5,57.25
"162","1991","705703","0",-170.5,57.25
"163","1991","705730","0",-170.5,57.75
"164","1991","705800","0",-170.5,58.25
"165","1991","705830","0",-170.5,58.75
"166","1991","705900","0",-170.5,59.25
"167","1991","705930","0",-170.5,59.75
"168","1991","706000","0",-170.5,60.25
"169","1991","706030","0",-170.5,60.75
"170","1991","706100","0",-170.5,61.25
"171","1991","706130","0",-170.5,61.75
"172","1991","706200","0",-170.5,62.25
"173","1991","706230","0",-170.5,62.75
"174","1991","706301","13.346152129",-170.5,63.25
"175","1991","706331","0",-170.5,63.75
"176","1991","706332","0",-170.5,63.75
"177","1991","706400","0",-170.5,64.25
"178","1991","706430","0",-170.5,64.75
"179","1991","715130","0",-171.5,51.75
"180","1991","715202","0",-171.5,52.25
"181","1991","715231","0",-171.5,52.75
"182","1991","715600","0",-171.5,56.25
"183","1991","715630","0",-171.5,56.75
"184","1991","715700","0",-171.5,57.25
"185","1991","715730","0",-171.5,57.75
"186","1991","715800","0",-171.5,58.25
"187","1991","715830","0",-171.5,58.75
"188","1991","715900","0",-171.5,59.25
"189","1991","715930","0",-171.5,59.75
"190","1991","716000","0",-171.5,60.25
"191","1991","716030","0",-171.5,60.75
"192","1991","716100","0",-171.5,61.25
"193","1991","716130","0",-171.5,61.75
"194","1991","716200","0",-171.5,62.25
"195","1991","716230","0",-171.5,62.75
"196","1991","716331","0",-171.5,63.75
"197","1991","716400","0",-171.5,64.25
"198","1991","716430","0",-171.5,64.75
"199","1991","725201","0",-172.5,52.25
"200","1991","725600","0",-172.5,56.25
"201","1991","725630","0",-172.5,56.75
"202","1991","725700","32.723637103",-172.5,57.25
"203","1991","725730","3.73949682",-172.5,57.75
"204","1991","725800","0",-172.5,58.25
"205","1991","725830","0",-172.5,58.75
"206","1991","725900","0",-172.5,59.25
"207","1991","725930","0",-172.5,59.75
"208","1991","726001","0",-172.5,60.25
"209","1991","726002","0",-172.5,60.25
"210","1991","726003","0",-172.5,60.25
"211","1991","726031","0",-172.5,60.75
"212","1991","726032","0",-172.5,60.75
"213","1991","726100","0",-172.5,61.25
"214","1991","726130","0",-172.5,61.75
"215","1991","726200","0",-172.5,62.25
"216","1991","726230","0",-172.5,62.75
"217","1991","726300","0.21",-172.5,63.25
"218","1991","726330","0",-172.5,63.75
"219","1991","735201","0",-173.5,52.25
"220","1991","735630","0",-173.5,56.75
"221","1991","735700","0",-173.5,57.25
"222","1991","735730","0",-173.5,57.75
"223","1991","735800","0",-173.5,58.25
"224","1991","735830","0",-173.5,58.75
"225","1991","735900","0",-173.5,59.25
"226","1991","735930","0",-173.5,59.75
"227","1991","736001","0.60653",-173.5,60.25
"228","1991","736031","0",-173.5,60.75
"229","1991","736032","0",-173.5,60.75
"230","1991","736100","0",-173.5,61.25
"231","1991","736130","3.15843",-173.5,61.75
"232","1991","736200","0",-173.5,62.25
"233","1991","736230","0",-173.5,62.75
"234","1991","745131","0",-174.5,51.75
"235","1991","745132","0",-174.5,51.75
"236","1991","745201","0",-174.5,52.25
"237","1991","745202","0",-174.5,52.25
"238","1991","745205","0",-174.5,52.25
"239","1991","745206","0",-174.5,52.25
"240","1991","745700","0",-174.5,57.25
"241","1991","745730","0",-174.5,57.75
"242","1991","745800","0",-174.5,58.25
"243","1991","745830","0",-174.5,58.75
"244","1991","745900","0",-174.5,59.25
"245","1991","745930","0",-174.5,59.75
"246","1991","746000","0",-174.5,60.25
"247","1991","746030","0",-174.5,60.75
"248","1991","746100","0",-174.5,61.25
"249","1991","746130","0",-174.5,61.75
"250","1991","746200","0",-174.5,62.25
"251","1991","746230","0",-174.5,62.75
"252","1991","755132","0",-175.5,51.75
"253","1991","755134","0.026",-175.5,51.75
"254","1991","755135","5.49495",-175.5,51.75
"255","1991","755201","3.96043",-175.5,52.25
"256","1991","755203","0",-175.5,52.25
"257","1991","755206","0",-175.5,52.25
"258","1991","755207","0",-175.5,52.25
"259","1991","755208","0",-175.5,52.25
"260","1991","755800","0",-175.5,58.25
"261","1991","755830","0",-175.5,58.75
"262","1991","755900","0",-175.5,59.25
"263","1991","755930","0",-175.5,59.75
"264","1991","756000","0",-175.5,60.25
"265","1991","756030","0",-175.5,60.75
"266","1991","756100","0",-175.5,61.25
"267","1991","756130","0",-175.5,61.75
"268","1991","756200","0",-175.5,62.25
"269","1991","765132","0",-176.5,51.75
"270","1991","765137","0",-176.5,51.75
"271","1991","765138","0",-176.5,51.75
"272","1991","765139","0",-176.5,51.75
"273","1991","765141","0",-176.5,51.75
"274","1991","765144","0",-176.5,51.75
"275","1991","765147","0",-176.5,51.75
"276","1991","765148","0",-176.5,51.75
"277","1991","765203","0",-176.5,52.25
"278","1991","765204","0",-176.5,52.25
"279","1991","765206","0",-176.5,52.25
"280","1991","765830","0",-176.5,58.75
"281","1991","765900","0",-176.5,59.25
"282","1991","765930","0",-176.5,59.75
"283","1991","766000","4.01787",-176.5,60.25
"284","1991","766030","2.51967",-176.5,60.75
"285","1991","766100","0",-176.5,61.25
"286","1991","766130","0",-176.5,61.75
"287","1991","775130","0",-177.5,51.75
"288","1991","775131","0",-177.5,51.75
"289","1991","775132","0",-177.5,51.75
"290","1991","775133","0",-177.5,51.75
"291","1991","775134","0",-177.5,51.75
"292","1991","775135","0",-177.5,51.75
"293","1991","775137","0",-177.5,51.75
"294","1991","775138","0",-177.5,51.75
"295","1991","775830","0",-177.5,58.75
"296","1991","775900","0",-177.5,59.25
"297","1991","775930","0",-177.5,59.75
"298","1991","776000","0",-177.5,60.25
"299","1991","776030","0",-177.5,60.75
"300","1991","776100","0",-177.5,61.25
"301","1991","785102","0",-178.5,51.25
"302","1991","785131","0",-178.5,51.75
"303","1991","785132","3.768",-178.5,51.75
"304","1991","785134","9.184",-178.5,51.75
"305","1991","785830","1.101",-178.5,58.75
"306","1991","785900","0",-178.5,59.25
"307","1991","785930","0.624",-178.5,59.75
"308","1991","786000","2.388",-178.5,60.25
"309","1991","786030","9.291",-178.5,60.75
"310","1991","795102","2.6705",-179.5,51.25
"311","1991","795131","0",-179.5,51.75
"312","1991","795230","1.04151",-179.5,52.75
"313","1991","796000","0.60339",-179.5,60.25
"314","1991","805103","2.95692",-180.5,51.25
"315","1991","815131","71.81131",-181.5,51.75
"316","1991","835530","25.42972409",-183.5,55.75
"317","1991","855200","38.50048",-185.5,52.25
"318","1991","855232","30.903095004",-185.5,52.75
"319","1991","865203","88.863649589",-186.5,52.25
"320","1991","865233","0",-186.5,52.75
"321","1991","875232","0",-187.5,52.75
"322","1992","595632","0",-159.5,56.75
"323","1992","595801","0",-159.5,58.25
"324","1992","595802","0",-159.5,58.25
"325","1992","595831","0",-159.5,58.75
"326","1992","595832","0",-159.5,58.75
"327","1992","605534","0",-160.5,55.75
"328","1992","605601","0",-160.5,56.25
"329","1992","605630","0",-160.5,56.75
"330","1992","605700","0",-160.5,57.25
"331","1992","605730","0",-160.5,57.75
"332","1992","615601","0.56",-161.5,56.25
"333","1992","615630","21.81",-161.5,56.75
"334","1992","615700","0.336",-161.5,57.25
"335","1992","615730","0",-161.5,57.75
"336","1992","615800","0",-161.5,58.25
"337","1992","625503","21.165",-162.5,55.25
"338","1992","625504","1.641",-162.5,55.25
"339","1992","625531","0",-162.5,55.75
"340","1992","625600","0",-162.5,56.25
"341","1992","625630","0",-162.5,56.75
"342","1992","625700","5.23402",-162.5,57.25
"343","1992","625730","0",-162.5,57.75
"344","1992","625800","8.64563",-162.5,58.25
"345","1992","625831","0",-162.5,58.75
"346","1992","625901","0.20364",-162.5,59.25
"347","1992","635431","145.371252796",-163.5,54.75
"348","1992","635501","45.573575294",-163.5,55.25
"349","1992","635503","0",-163.5,55.25
"350","1992","635504","0",-163.5,55.25
"351","1992","635530","0",-163.5,55.75
"352","1992","635600","0",-163.5,56.25
"353","1992","635630","0",-163.5,56.75
"354","1992","635700","0",-163.5,57.25
"355","1992","635730","0",-163.5,57.75
"356","1992","635800","0",-163.5,58.25
"357","1992","635830","0",-163.5,58.75
"358","1992","635900","0",-163.5,59.25
"359","1992","635931","0",-163.5,59.75
"360","1992","645410","0",-164.5,54.75
"361","1992","645411","0",-164.5,54.75
"362","1992","645433","0.738",-164.5,54.75
"363","1992","645434","0",-164.5,54.75
"364","1992","645435","0",-164.5,54.75
"365","1992","645500","0",-164.5,55.25
"366","1992","645501","0.832",-164.5,55.25
"367","1992","645502","0",-164.5,55.25
"368","1992","645530","0",-164.5,55.75
"369","1992","645600","1.19037",-164.5,56.25
"370","1992","645630","10.43936",-164.5,56.75
"371","1992","645700","66.2676",-164.5,57.25
"372","1992","645730","34.48003",-164.5,57.75
"373","1992","645800","3.16731",-164.5,58.25
"374","1992","645830","0",-164.5,58.75
"375","1992","645900","0",-164.5,59.25
"376","1992","645931","37.51566",-164.5,59.75
"377","1992","655406","0",-165.5,54.25
"378","1992","655407","0",-165.5,54.25
"379","1992","655408","0",-165.5,54.25
"380","1992","655409","0",-165.5,54.25
"381","1992","655410","0",-165.5,54.75
"382","1992","655411","0",-165.5,54.75
"383","1992","655430","0",-165.5,54.75
"384","1992","655431","0",-165.5,54.75
"385","1992","655500","0",-165.5,55.25
"386","1992","655501","0",-165.5,55.25
"387","1992","655530","0",-165.5,55.75
"388","1992","655600","0",-165.5,56.25
"389","1992","655630","0",-165.5,56.75
"390","1992","655700","0",-165.5,57.25
"391","1992","655730","0.236",-165.5,57.75
"392","1992","655800","0",-165.5,58.25
"393","1992","655830","0",-165.5,58.75
"394","1992","655900","0",-165.5,59.25
"395","1992","655931","0",-165.5,59.75
"396","1992","665335","0",-166.5,53.75
"397","1992","665336","0",-166.5,53.75
"398","1992","665337","1.38",-166.5,53.75
"399","1992","665401","17.63944",-166.5,54.25
"400","1992","665403","27.05811",-166.5,54.25
"401","1992","665404","4.30757",-166.5,54.25
"402","1992","665430","0",-166.5,54.75
"403","1992","665500","0",-166.5,55.25
"404","1992","665530","0",-166.5,55.75
"405","1992","665600","0",-166.5,56.25
"406","1992","665630","0",-166.5,56.75
"407","1992","665700","0",-166.5,57.25
"408","1992","665730","0",-166.5,57.75
"409","1992","665800","0",-166.5,58.25
"410","1992","665830","0",-166.5,58.75
"411","1992","665900","0",-166.5,59.25
"412","1992","666401","0",-166.5,64.25
"413","1992","666402","0",-166.5,64.25
"414","1992","675304","0",-167.5,53.25
"415","1992","675305","0",-167.5,53.25
"416","1992","675331","0",-167.5,53.75
"417","1992","675332","0",-167.5,53.75
"418","1992","675334","0",-167.5,53.75
"419","1992","675400","0",-167.5,54.25
"420","1992","675430","0",-167.5,54.75
"421","1992","675500","0",-167.5,55.25
"422","1992","675530","0",-167.5,55.75
"423","1992","675600","0",-167.5,56.25
"424","1992","675630","0",-167.5,56.75
"425","1992","675700","0",-167.5,57.25
"426","1992","675730","0",-167.5,57.75
"427","1992","675800","0",-167.5,58.25
"428","1992","675830","0.5253",-167.5,58.75
"429","1992","675900","0",-167.5,59.25
"430","1992","675932","0",-167.5,59.75
"431","1992","676300","0",-167.5,63.25
"432","1992","685303","0",-168.5,53.25
"433","1992","685304","0",-168.5,53.25
"434","1992","685333","0",-168.5,53.75
"435","1992","685400","0",-168.5,54.25
"436","1992","685430","0",-168.5,54.75
"437","1992","685500","0",-168.5,55.25
"438","1992","685530","0",-168.5,55.75
"439","1992","685600","0",-168.5,56.25
"440","1992","685630","0",-168.5,56.75
"441","1992","685700","0",-168.5,57.25
"442","1992","685730","0",-168.5,57.75
"443","1992","685800","0",-168.5,58.25
"444","1992","685830","0",-168.5,58.75
"445","1992","685900","0",-168.5,59.25
"446","1992","685930","0",-168.5,59.75
"447","1992","686230","0",-168.5,62.75
"448","1992","686301","0",-168.5,63.25
"449","1992","686302","0",-168.5,63.25
"450","1992","686330","0",-168.5,63.75
"451","1992","686400","0",-168.5,64.25
"452","1992","686500","0",-168.5,65.25
"453","1992","686531","0",-168.5,65.75
"454","1992","695238","0",-169.5,52.75
"455","1992","695330","0",-169.5,53.75
"456","1992","695530","0",-169.5,55.75
"457","1992","695600","0",-169.5,56.25
"458","1992","695631","0",-169.5,56.75
"459","1992","695632","0",-169.5,56.75
"460","1992","695700","0",-169.5,57.25
"461","1992","695701","0",-169.5,57.25
"462","1992","695730","0",-169.5,57.75
"463","1992","695800","0",-169.5,58.25
"464","1992","695830","0.50189",-169.5,58.75
"465","1992","695900","0",-169.5,59.25
"466","1992","695930","0",-169.5,59.75
"467","1992","696000","0",-169.5,60.25
"468","1992","696030","0",-169.5,60.75
"469","1992","696130","0",-169.5,61.75
"470","1992","696231","0",-169.5,62.75
"471","1992","696301","0",-169.5,63.25
"472","1992","696330","0",-169.5,63.75
"473","1992","696400","0",-169.5,64.25
"474","1992","696430","0",-169.5,64.75
"475","1992","696500","0",-169.5,65.25
"476","1992","705200","0",-170.5,52.25
"477","1992","705231","0",-170.5,52.75
"478","1992","705232","0",-170.5,52.75
"479","1992","705300","0",-170.5,53.25
"480","1992","705600","0",-170.5,56.25
"481","1992","705630","0.063",-170.5,56.75
"482","1992","705701","0.147",-170.5,57.25
"483","1992","705703","0",-170.5,57.25
"484","1992","705730","0",-170.5,57.75
"485","1992","705800","0.001898998",-170.5,58.25
"486","1992","705830","0",-170.5,58.75
"487","1992","705900","0",-170.5,59.25
"488","1992","705930","0.39036",-170.5,59.75
"489","1992","706000","0.012033232",-170.5,60.25
"490","1992","706030","0.008352417",-170.5,60.75
"491","1992","706100","0.011759562",-170.5,61.25
"492","1992","706130","0",-170.5,61.75
"493","1992","706200","0.82089",-170.5,62.25
"494","1992","706230","0",-170.5,62.75
"495","1992","706301","0",-170.5,63.25
"496","1992","706331","0",-170.5,63.75
"497","1992","706332","0",-170.5,63.75
"498","1992","706400","0",-170.5,64.25
"499","1992","706430","0",-170.5,64.75
"500","1992","715130","0",-171.5,51.75
"501","1992","715202","0",-171.5,52.25
"502","1992","715231","0",-171.5,52.75
"503","1992","715600","0",-171.5,56.25
"504","1992","715630","0",-171.5,56.75
"505","1992","715700","0",-171.5,57.25
"506","1992","715730","90.546",-171.5,57.75
"507","1992","715800","127.724",-171.5,58.25
"508","1992","715830","597.774",-171.5,58.75
"509","1992","715900","163.858",-171.5,59.25
"510","1992","715930","22.094",-171.5,59.75
"511","1992","716000","15.272",-171.5,60.25
"512","1992","716030","85.409",-171.5,60.75
"513","1992","716100","138.55363",-171.5,61.25
"514","1992","716130","15.021811758",-171.5,61.75
"515","1992","716200","34.5534",-171.5,62.25
"516","1992","716230","85.41863",-171.5,62.75
"517","1992","716331","134.2688",-171.5,63.75
"518","1992","716400","158.342116118",-171.5,64.25
"519","1992","716430","660.272125474",-171.5,64.75
"520","1992","725201","282.730275016",-172.5,52.25
"521","1992","725600","172.179233305",-172.5,56.25
"522","1992","725630","91.845347371",-172.5,56.75
"523","1992","725700","0",-172.5,57.25
"524","1992","725730","0",-172.5,57.75
"525","1992","725800","0",-172.5,58.25
"526","1992","725830","0",-172.5,58.75
"527","1992","725900","0",-172.5,59.25
"528","1992","725930","0",-172.5,59.75
"529","1992","726001","0",-172.5,60.25
"530","1992","726002","0",-172.5,60.25
"531","1992","726003","0",-172.5,60.25
"532","1992","726031","0",-172.5,60.75
"533","1992","726032","0",-172.5,60.75
"534","1992","726100","0",-172.5,61.25
"535","1992","726130","456.066",-172.5,61.75
"536","1992","726200","640.994",-172.5,62.25
"537","1992","726230","731.813",-172.5,62.75
"538","1992","726300","201.232",-172.5,63.25
"539","1992","726330","149.626",-172.5,63.75
"540","1992","735201","1032.265",-173.5,52.25
"541","1992","735630","278.338",-173.5,56.75
"542","1992","735700","673.45352",-173.5,57.25
"543","1992","735730","1866.25341",-173.5,57.75
"544","1992","735800","261.900451504",-173.5,58.25
"545","1992","735830","1331.99219",-173.5,58.75
"546","1992","735900","624.18892",-173.5,59.25
"547","1992","735930","450.221013592",-173.5,59.75
"548","1992","736001","1122.916559144",-173.5,60.25
"549","1992","736031","511.496609254",-173.5,60.75
"550","1992","736032","254.043299123",-173.5,60.75
"551","1992","736100","103.698401691",-173.5,61.25
"552","1992","736130","0",-173.5,61.75
"553","1992","736200","0",-173.5,62.25
"554","1992","736230","0",-173.5,62.75
"555","1992","745131","0",-174.5,51.75
"556","1992","745132","0",-174.5,51.75
"557","1992","745201","0",-174.5,52.25
"558","1992","745202","0",-174.5,52.25
"559","1992","745205","0",-174.5,52.25
"560","1992","745206","0",-174.5,52.25
"561","1992","745700","0",-174.5,57.25
"562","1992","745730","0",-174.5,57.75
"563","1992","745800","0",-174.5,58.25
"564","1992","745830","0",-174.5,58.75
"565","1992","745900","244.31",-174.5,59.25
"566","1992","745930","0.019",-174.5,59.75
"567","1992","746000","0",-174.5,60.25
"568","1992","746030","0.803",-174.5,60.75
"569","1992","746100","105.072",-174.5,61.25
"570","1992","746130","74.926",-174.5,61.75
"571","1992","746200","1.71861",-174.5,62.25
"572","1992","746230","1.4068",-174.5,62.75
"573","1992","755132","51.390007922",-175.5,51.75
"574","1992","755134","20.0407",-175.5,51.75
"575","1992","755135","59.88593",-175.5,51.75
"576","1992","755201","85.5243",-175.5,52.25
"577","1992","755203","7.838564314",-175.5,52.25
"578","1992","755206","33.80095",-175.5,52.25
"579","1992","755207","85.253502925",-175.5,52.25
"580","1992","755208","4.30579",-175.5,52.25
"581","1992","755800","0",-175.5,58.25
"582","1992","755830","0",-175.5,58.75
"583","1992","755900","0",-175.5,59.25
"584","1992","755930","0",-175.5,59.75
"585","1992","756000","0",-175.5,60.25
"586","1992","756030","0",-175.5,60.75
"587","1992","756100","0",-175.5,61.25
"588","1992","756130","0",-175.5,61.75
"589","1992","756200","0",-175.5,62.25
"590","1992","765132","0",-176.5,51.75
"591","1992","765137","0",-176.5,51.75
"592","1992","765138","0",-176.5,51.75
"593","1992","765139","0",-176.5,51.75
"594","1992","765141","0.616",-176.5,51.75
"595","1992","765144","0",-176.5,51.75
"596","1992","765147","0",-176.5,51.75
"597","1992","765148","0",-176.5,51.75
"598","1992","765203","7.595",-176.5,52.25
"599","1992","765204","429.464",-176.5,52.25
"600","1992","765206","11340.27906",-176.5,52.25
"601","1992","765830","1883.49689",-176.5,58.75
"602","1992","765900","2067.2268",-176.5,59.25
"603","1992","765930","8648.11555",-176.5,59.75
"604","1992","766000","1562.20975",-176.5,60.25
"605","1992","766030","4930.05015",-176.5,60.75
"606","1992","766100","6724.79492",-176.5,61.25
"607","1992","766130","5476.8341",-176.5,61.75
"608","1992","775130","604.85887",-177.5,51.75
"609","1992","775131","9218.0358",-177.5,51.75
"610","1992","775132","0",-177.5,51.75
"611","1992","775133","0",-177.5,51.75
"612","1992","775134","0",-177.5,51.75
"613","1992","775135","0",-177.5,51.75
"614","1992","775137","0",-177.5,51.75
"615","1992","775138","0",-177.5,51.75
"616","1992","775830","0",-177.5,58.75
"617","1992","775900","0",-177.5,59.25
"618","1992","775930","0",-177.5,59.75
"619","1992","776000","0",-177.5,60.25
"620","1992","776030","0",-177.5,60.75
"621","1992","776100","0",-177.5,61.25
"622","1992","785102","0",-178.5,51.25
"623","1992","785131","0",-178.5,51.75
"624","1992","785132","0",-178.5,51.75
"625","1992","785134","0",-178.5,51.75
"626","1992","785830","398.679",-178.5,58.75
"627","1992","785900","2.242",-178.5,59.25
"628","1992","785930","5.354",-178.5,59.75
"629","1992","786000","2434.14696",-178.5,60.25
"630","1992","786030","1248.45815",-178.5,60.75
"631","1992","795102","40.39818",-179.5,51.25
"632","1992","795131","361.73301",-179.5,51.75
"633","1992","795230","0.17986",-179.5,52.75
"634","1992","796000","7.70823",-179.5,60.25
"635","1992","805103","18.09248",-180.5,51.25
"636","1992","815131","144.89067",-181.5,51.75
"637","1992","835530","7.75706",-183.5,55.75
"638","1992","855200","15.90769",-185.5,52.25
"639","1992","855232","0",-185.5,52.75
"640","1992","865203","0",-186.5,52.25
"641","1992","865233","0",-186.5,52.75
"642","1992","875232","0",-187.5,52.75
"643","1993","595632","0",-159.5,56.75
"644","1993","595801","0",-159.5,58.25
"645","1993","595802","0",-159.5,58.25
"646","1993","595831","0",-159.5,58.75
"647","1993","595832","0",-159.5,58.75
"648","1993","605534","0",-160.5,55.75
"649","1993","605601","0",-160.5,56.25
"650","1993","605630","0",-160.5,56.75
"651","1993","605700","1.752",-160.5,57.25
"652","1993","605730","0",-160.5,57.75
"653","1993","615601","3297.745",-161.5,56.25
"654","1993","615630","178.864",-161.5,56.75
"655","1993","615700","431.76",-161.5,57.25
"656","1993","615730","65.663",-161.5,57.75
"657","1993","615800","0",-161.5,58.25
"658","1993","625503","1.41583",-162.5,55.25
"659","1993","625504","32.1565",-162.5,55.25
"660","1993","625531","25.70541",-162.5,55.75
"661","1993","625600","58.74132",-162.5,56.25
"662","1993","625630","2.12679",-162.5,56.75
"663","1993","625700","14.22427",-162.5,57.25
"664","1993","625730","4655.71991",-162.5,57.75
"665","1993","625800","1856.9657",-162.5,58.25
"666","1993","625831","438.16427",-162.5,58.75
"667","1993","625901","2096.62508",-162.5,59.25
