"","Year","HM_Fmsyr","AM_Fmsyr","GM_Biom","Catch_Assump","ABC_HM","OFL_AM","Bmsy","SSB","Adjust","CV_Biom","CV_SSB","ABC_T3","OFL_T3","peel","retros"
"199",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-7,"retro"
"200",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-7,"retro"
"201",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-8,"retro"
"202",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-8,"retro"
"203",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-8,"retro"
"204",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-8,"retro"
"205",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-8,"retro"
"206",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-8,"retro"
"207",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-8,"retro"
"208",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-8,"retro"
"209",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-8,"retro"
"210",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-8,"retro"
"211",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-9,"retro"
"212",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-9,"retro"
"213",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-9,"retro"
"214",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-9,"retro"
"215",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-9,"retro"
"216",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-9,"retro"
"217",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-9,"retro"
"218",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-9,"retro"
"219",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-9,"retro"
"220",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-9,"retro"
"221",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-10,"retro"
"222",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-10,"retro"
"223",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-10,"retro"
"224",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-10,"retro"
"225",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-10,"retro"
"226",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-10,"retro"
"227",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-10,"retro"
"228",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-10,"retro"
"229",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-10,"retro"
"230",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-10,"retro"
"231",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-1,"retro"
"232",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-1,"retro"
"233",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-1,"retro"
"234",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-1,"retro"
"235",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-1,"retro"
"236",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-1,"retro"
"237",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-1,"retro"
"238",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-1,"retro"
"239",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-1,"retro"
"240",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-1,"retro"
"241",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-2,"retro"
"242",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-2,"retro"
"243",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-2,"retro"
"244",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-2,"retro"
"245",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-2,"retro"
"246",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-2,"retro"
"247",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-2,"retro"
"248",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-2,"retro"
"249",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-2,"retro"
"250",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-2,"retro"
"251",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-3,"retro"
"252",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-3,"retro"
"253",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-3,"retro"
"254",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-3,"retro"
"255",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-3,"retro"
"256",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-3,"retro"
"257",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-3,"retro"
"258",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-3,"retro"
"259",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-3,"retro"
"260",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-3,"retro"
"261",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-4,"retro"
"262",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-4,"retro"
"263",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-4,"retro"
"264",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-4,"retro"
"265",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-4,"retro"
"266",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-4,"retro"
"267",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-4,"retro"
"268",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-4,"retro"
"269",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-4,"retro"
"270",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-4,"retro"
"271",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-5,"retro"
"272",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-5,"retro"
"273",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-5,"retro"
"274",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-5,"retro"
"275",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-5,"retro"
"276",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-5,"retro"
"277",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-5,"retro"
"278",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-5,"retro"
"279",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-5,"retro"
"280",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-5,"retro"
"281",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-6,"retro"
"282",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-6,"retro"
"283",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-6,"retro"
"284",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-6,"retro"
"285",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-6,"retro"
"286",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-6,"retro"
"287",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-6,"retro"
"288",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-6,"retro"
"289",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-6,"retro"
"290",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-6,"retro"
"291",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-7,"retro"
"292",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-7,"retro"
"293",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-7,"retro"
"294",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-7,"retro"
"295",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-7,"retro"
"296",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-7,"retro"
"297",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-7,"retro"
"298",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-7,"retro"
"299",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-7,"retro"
"300",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-7,"retro"
"301",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-8,"retro"
"302",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-8,"retro"
"303",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-8,"retro"
"304",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-8,"retro"
"305",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-8,"retro"
"306",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-8,"retro"
"307",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-8,"retro"
"308",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-8,"retro"
"309",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-8,"retro"
"310",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-8,"retro"
"311",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-9,"retro"
"312",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-9,"retro"
"313",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-9,"retro"
"314",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-9,"retro"
"315",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-9,"retro"
"316",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-9,"retro"
"317",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-9,"retro"
"318",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-9,"retro"
"319",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-9,"retro"
"320",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-9,"retro"
"321",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-10,"retro"
"322",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-10,"retro"
"323",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-10,"retro"
"324",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-10,"retro"
"325",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-10,"retro"
"326",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-10,"retro"
"327",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-10,"retro"
"328",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-10,"retro"
"329",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-10,"retro"
"330",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-10,"retro"
"331",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-1,"retro"
"332",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-1,"retro"
"333",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-1,"retro"
"334",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-1,"retro"
"335",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-1,"retro"
"336",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-1,"retro"
"337",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-1,"retro"
"338",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-1,"retro"
"339",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-1,"retro"
"340",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-1,"retro"
"341",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-2,"retro"
"342",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-2,"retro"
"343",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-2,"retro"
"344",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-2,"retro"
"345",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-2,"retro"
"346",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-2,"retro"
"347",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-2,"retro"
"348",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-2,"retro"
"349",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-2,"retro"
"350",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-2,"retro"
"351",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-3,"retro"
"352",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-3,"retro"
"353",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-3,"retro"
"354",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-3,"retro"
"355",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-3,"retro"
"356",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-3,"retro"
"357",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-3,"retro"
"358",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-3,"retro"
"359",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-3,"retro"
"360",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-3,"retro"
"361",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-4,"retro"
"362",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-4,"retro"
"363",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-4,"retro"
"364",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-4,"retro"
"365",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-4,"retro"
"366",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-4,"retro"
"367",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-4,"retro"
"368",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-4,"retro"
"369",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-4,"retro"
"370",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-4,"retro"
"371",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-5,"retro"
"372",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-5,"retro"
"373",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-5,"retro"
"374",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-5,"retro"
"375",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-5,"retro"
"376",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-5,"retro"
"377",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-5,"retro"
"378",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-5,"retro"
"379",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-5,"retro"
"380",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-5,"retro"
"381",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-6,"retro"
"382",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-6,"retro"
"383",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-6,"retro"
"384",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-6,"retro"
"385",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-6,"retro"
"386",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-6,"retro"
"387",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-6,"retro"
"388",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-6,"retro"
"389",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-6,"retro"
"390",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-6,"retro"
"391",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-7,"retro"
"392",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-7,"retro"
"393",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-7,"retro"
"394",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-7,"retro"
"395",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-7,"retro"
"396",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-7,"retro"
"397",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-7,"retro"
