"SPECIES_CODE","YEAR","STRATUM","SEX","AGE","AGEPOP","MEANLEN","SDEV","SPECIES_NAME","COMMON_NAME"
10210,1999,31,2,20,5810598.32222222,359.869481503711,11.0186151416591,"Limanda aspera","yellowfin_sole"
10210,1999,32,2,8,688653.572896144,261.89886432131,23.7653123053327,"Limanda aspera","yellowfin_sole"
10210,1999,32,2,21,30340.6944444444,355.087638988707,15.1163954125975,"Limanda aspera","yellowfin_sole"
10210,1999,32,2,26,47458.6205882353,389.991840363389,21.0311539450407,"Limanda aspera","yellowfin_sole"
10210,1999,32,2,23,9458.47058823529,370,0,"Limanda aspera","yellowfin_sole"
10210,1999,41,2,7,8052271.25191231,240.4006756083,18.6675733128331,"Limanda aspera","yellowfin_sole"
10210,1999,41,2,33,306868.789473684,330,0,"Limanda aspera","yellowfin_sole"
10210,1999,41,2,28,264802.503267974,375.57847613302,4.96643317784504,"Limanda aspera","yellowfin_sole"
10210,1999,42,2,18,8059738.64396285,347.369682098076,20.2235852548454,"Limanda aspera","yellowfin_sole"
10210,1999,42,2,22,947185.758169935,363.488713565865,15.5607883836263,"Limanda aspera","yellowfin_sole"
10210,1999,42,2,28,321753.379084967,375.7511301383,4.94326607214299,"Limanda aspera","yellowfin_sole"
10210,1999,43,2,6,474654.850783376,240.791181876448,19.458152293833,"Limanda aspera","yellowfin_sole"
10210,1999,43,2,13,1881426.80990712,301.685306285228,20.497911155286,"Limanda aspera","yellowfin_sole"
10210,1999,43,2,15,826980.777880977,314.10557867841,23.6971942936289,"Limanda aspera","yellowfin_sole"
10210,1999,43,2,17,766808.054248366,337.002194334454,19.7669134621468,"Limanda aspera","yellowfin_sole"
10210,1999,43,2,34,58427.7777777778,350,0,"Limanda aspera","yellowfin_sole"
10210,1999,43,2,30,11570.6666666667,410,0,"Limanda aspera","yellowfin_sole"
10210,1999,50,2,13,7674,350,0,"Limanda aspera","yellowfin_sole"
10210,1999,50,2,18,17083.7058823529,361.016000798835,9.94854440709796,"Limanda aspera","yellowfin_sole"
10210,1999,50,2,20,3837,350,0,"Limanda aspera","yellowfin_sole"
10210,1999,50,2,31,8633.25,400,0,"Limanda aspera","yellowfin_sole"
10210,1999,61,2,6,33528.7660818714,228.176388294663,9.83246275151856,"Limanda aspera","yellowfin_sole"
10210,1999,61,2,9,115230.974716202,268.446581841508,23.905748453667,"Limanda aspera","yellowfin_sole"
10210,1999,61,2,12,219119.741830065,305.830945150845,14.9896634074952,"Limanda aspera","yellowfin_sole"
10210,1999,61,2,16,247026.169934641,325.137351354692,17.9052939537445,"Limanda aspera","yellowfin_sole"
10210,1999,61,2,24,56685.9934640523,368.240854877985,18.1916774155106,"Limanda aspera","yellowfin_sole"
10210,1999,61,2,23,33683.4379084967,381.769318565048,9.84237714071149,"Limanda aspera","yellowfin_sole"
10210,1999,62,2,24,9648.78888888889,354.390430117309,6.9095315847024,"Limanda aspera","yellowfin_sole"
10210,1999,999999,2,-9,4223835,138.887880326765,124.101449988427,"Limanda aspera","yellowfin_sole"
10210,1999,999999,2,6,166881119.513481,185.57513995632,27.2042404247941,"Limanda aspera","yellowfin_sole"
10210,1999,999999,2,18,120407964.299622,346.507799028413,21.8963658722172,"Limanda aspera","yellowfin_sole"
10210,1999,999999,2,33,8479687.94736842,330,0,"Limanda aspera","yellowfin_sole"
10210,1999,999999,2,32,2775597.64705882,370,0,"Limanda aspera","yellowfin_sole"
10210,1999,999999,2,27,3907137.44444444,383.684243454508,4.82377348763393,"Limanda aspera","yellowfin_sole"
10210,2000,10,2,4,42436814.6666667,148.373487429672,11.6542089396921,"Limanda aspera","yellowfin_sole"
10210,2000,10,2,17,44040611.9037337,343.561384527173,19.2919969544368,"Limanda aspera","yellowfin_sole"
10210,2000,20,2,8,75161002.5258032,222.53580428404,38.4506531926312,"Limanda aspera","yellowfin_sole"
10210,2000,20,2,23,1764051.10416667,375.841308475887,4.92871320021768,"Limanda aspera","yellowfin_sole"
10210,2000,31,2,25,6529828.97435897,352.659686339608,15.5094065598913,"Limanda aspera","yellowfin_sole"
10210,2000,31,2,31,144387.5,390,0,"Limanda aspera","yellowfin_sole"
10210,2000,32,2,8,856616.130747323,275.324270704003,27.6399719053765,"Limanda aspera","yellowfin_sole"
10210,2000,32,2,14,202631.004540197,322.785547422957,25.1272147282583,"Limanda aspera","yellowfin_sole"
10210,2000,32,2,27,15921.3333333333,380,0,"Limanda aspera","yellowfin_sole"
10210,2000,32,2,31,15712.625,390,0,"Limanda aspera","yellowfin_sole"
10210,2000,41,2,10,18050266.608189,274.819003238738,27.5665660770434,"Limanda aspera","yellowfin_sole"
10210,2000,41,2,18,9847846.62807018,350.512187518074,24.5126490842993,"Limanda aspera","yellowfin_sole"
10210,2000,41,2,23,966013.083333333,375.43707008109,4.9808629192139,"Limanda aspera","yellowfin_sole"
10210,2000,41,2,24,1111053.33333333,385.272701430474,4.99256010078997,"Limanda aspera","yellowfin_sole"
10210,2000,41,2,31,292912.625,390,0,"Limanda aspera","yellowfin_sole"
10210,2000,42,2,8,11479083.967111,271.277337827857,26.938520584286,"Limanda aspera","yellowfin_sole"
10210,2000,43,2,6,117421.015151515,246.408607101073,9.73881367210606,"Limanda aspera","yellowfin_sole"
10210,2000,61,2,15,49240.0855263158,340.330099847779,16.5669469040014,"Limanda aspera","yellowfin_sole"
10210,2000,999999,2,13,220380107.305359,315.847224136878,17.8150608486191,"Limanda aspera","yellowfin_sole"
10210,2000,999999,2,24,7662049.5,385.983258787352,4.90236731487962,"Limanda aspera","yellowfin_sole"
10210,2001,10,2,9,118631933.752746,241.440209183347,36.6818573759563,"Limanda aspera","yellowfin_sole"
10210,2001,10,2,18,50914092.387679,342.083338199454,24.3342863636886,"Limanda aspera","yellowfin_sole"
10210,2001,10,2,16,68103389.8506785,330.230978881155,17.5271482032874,"Limanda aspera","yellowfin_sole"
10210,2001,10,2,17,39761224.8212413,327.830951209583,21.3680141744618,"Limanda aspera","yellowfin_sole"
10210,2001,10,2,19,16456237.046287,349.888150946237,11.5762130241284,"Limanda aspera","yellowfin_sole"
10210,2001,20,2,10,65687809.5926174,280.376130534799,39.4992293719764,"Limanda aspera","yellowfin_sole"
10210,2001,31,2,3,206210,90,0,"Limanda aspera","yellowfin_sole"
10210,2001,31,2,7,34422856.6444056,223.303000393266,26.2830566405432,"Limanda aspera","yellowfin_sole"
10210,2001,32,2,16,1773141.72318123,331.632620801751,16.1005484182993,"Limanda aspera","yellowfin_sole"
10210,2001,41,2,4,0,NA,NA,"Limanda aspera","yellowfin_sole"
10210,2001,41,2,5,646823.212121212,202.99708374252,10.0883754207504,"Limanda aspera","yellowfin_sole"
10210,2001,41,2,18,13119613.3257409,334.129584546159,33.4410633551028,"Limanda aspera","yellowfin_sole"
10210,2001,41,2,21,4195133.19747899,324.25302520893,37.5759809979726,"Limanda aspera","yellowfin_sole"
10210,2001,41,2,20,9928986.27784715,335.464639906207,29.6913850559384,"Limanda aspera","yellowfin_sole"
10210,2001,41,2,15,10412314.6618215,323.979357525043,15.3504274705951,"Limanda aspera","yellowfin_sole"
10210,2001,41,2,17,8898994.79982518,326.599295204381,21.1758399653945,"Limanda aspera","yellowfin_sole"
10210,2001,42,2,14,4376713.60487013,333.137291034446,17.0400929953448,"Limanda aspera","yellowfin_sole"
10210,2001,42,2,23,481422.713286713,355.835997058137,9.09182331548518,"Limanda aspera","yellowfin_sole"
10210,2001,43,2,9,10688340.7653846,265.122271959356,17.1007638101343,"Limanda aspera","yellowfin_sole"
10210,2001,43,2,12,1665398.63924311,301.143179189274,32.1084315028,"Limanda aspera","yellowfin_sole"
10210,2001,43,2,19,450712.548917749,356.65348660019,13.77945989943,"Limanda aspera","yellowfin_sole"
10210,2001,43,2,25,209324.133333333,368.948227660961,9.94455868251578,"Limanda aspera","yellowfin_sole"
10210,2001,43,2,26,653205.6,385.833540516697,19.1303519387386,"Limanda aspera","yellowfin_sole"
10210,2001,43,2,34,93654,380,0,"Limanda aspera","yellowfin_sole"
10210,2001,50,2,25,6176.13333333333,360,0,"Limanda aspera","yellowfin_sole"
10210,2001,999999,2,2,0,NA,NA,"Limanda aspera","yellowfin_sole"
10210,2001,999999,2,8,361036279.489186,237.199875032738,35.0513670500881,"Limanda aspera","yellowfin_sole"
10210,2002,10,2,24,22821399.4769092,347.272083113338,17.5445202427995,"Limanda aspera","yellowfin_sole"
10210,2002,10,2,26,9220390.875,344.395841868255,23.5753756264879,"Limanda aspera","yellowfin_sole"
10210,2002,10,2,29,420681,390,0,"Limanda aspera","yellowfin_sole"
10210,2002,20,2,30,2676579.58823529,340,0,"Limanda aspera","yellowfin_sole"
10210,2002,20,2,28,956351.333333333,390,0,"Limanda aspera","yellowfin_sole"
10210,2002,31,2,5,3433922.99358974,195.756460792459,15.0657884811914,"Limanda aspera","yellowfin_sole"
10210,2002,31,2,6,15531714.7505398,216.505526967377,21.1913448846457,"Limanda aspera","yellowfin_sole"
10210,2002,31,2,18,20103493.1113691,341.239176270751,16.9174636695339,"Limanda aspera","yellowfin_sole"
10210,2002,31,2,19,38809246.5177331,339.352098457521,14.8398464847181,"Limanda aspera","yellowfin_sole"
10210,2002,31,2,26,5423988.25555555,338.04399019276,18.6669305861998,"Limanda aspera","yellowfin_sole"
10210,2002,32,2,22,488453.789731682,354.193949133699,11.2261890519446,"Limanda aspera","yellowfin_sole"
10210,2002,32,2,28,32350.6666666667,390,0,"Limanda aspera","yellowfin_sole"
10210,2002,41,2,4,58890.7692307692,180,0,"Limanda aspera","yellowfin_sole"
10210,2002,42,2,6,374496.536099865,225.370116254857,13.3166008722196,"Limanda aspera","yellowfin_sole"
10210,2002,42,2,17,1670792.42656519,344.754689518884,21.2032684405023,"Limanda aspera","yellowfin_sole"
10210,2002,42,2,-9,45386,430,0,"Limanda aspera","yellowfin_sole"
10210,2002,43,2,21,378944.540931373,369.292327573101,31.1634997123237,"Limanda aspera","yellowfin_sole"
10210,2002,50,2,19,20860.0588235294,340,0,"Limanda aspera","yellowfin_sole"
10210,2002,50,2,24,6953.35294117647,340,0,"Limanda aspera","yellowfin_sole"
10210,2002,999999,2,7,733396755.478205,201.357341292226,26.2332937760396,"Limanda aspera","yellowfin_sole"
10210,2002,999999,2,9,273769676.280547,269.72445859382,30.5442687280282,"Limanda aspera","yellowfin_sole"
10210,2002,999999,2,16,143115967.647631,331.156700252799,18.494939594927,"Limanda aspera","yellowfin_sole"
10210,2002,999999,2,23,31461290.1446637,349.645581266892,37.1182071579434,"Limanda aspera","yellowfin_sole"
10210,2003,10,2,13,39161536.4666667,324.645955258905,14.9418206524506,"Limanda aspera","yellowfin_sole"
10210,2003,10,2,23,29312019.5149717,352.920975646653,24.1423304817493,"Limanda aspera","yellowfin_sole"
10210,2003,10,2,34,6437470.89473684,330,0,"Limanda aspera","yellowfin_sole"
10210,2003,20,2,11,23693847.3256665,293.214738536979,30.3204521186608,"Limanda aspera","yellowfin_sole"
10210,2003,20,2,16,18862235.5987722,338.784476601422,23.0083831107273,"Limanda aspera","yellowfin_sole"
10210,2003,31,2,15,60261951.525092,320.64677791162,23.1539505374353,"Limanda aspera","yellowfin_sole"
10210,2003,31,2,19,31280814.2245561,333.003506529371,21.3964099645244,"Limanda aspera","yellowfin_sole"
10210,2003,31,2,14,41058667.326935,329.018459007987,7.30179492042881,"Limanda aspera","yellowfin_sole"
10210,2003,31,2,26,5520725.62307692,348.906166600332,19.5070224237324,"Limanda aspera","yellowfin_sole"
10210,2003,31,2,33,1841649.66666667,371.306152629946,7.109155923174,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,8,216170.046895425,270.633036981544,21.5928428385426,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,12,231971.432675439,324.027458729658,29.2179710685051,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,11,185606.338312693,299.923984148655,16.9862170835651,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,17,77205.0715686275,314.743287780305,13.5047741428726,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,24,84423.4481778971,360.637854254138,20.6472520210318,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,25,68917.6068825911,383.445763021706,21.1770708389994,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,30,27717.0384615385,366.294645507168,11.7686685351402,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,29,76537.6257309942,362.243195908537,4.17136171291822,"Limanda aspera","yellowfin_sole"
10210,2003,32,2,33,34337.7777777778,370,0,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,6,7393365.77403152,227.827602515137,17.9496840167174,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,7,24701638.6573002,244.128950325789,17.7315257569674,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,16,22434226.1289884,332.556128598852,23.9722315141916,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,19,10986898.1878635,339.903372541657,24.0170991570589,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,14,10607529.8541796,328.875503080262,6.98081576823225,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,27,2178825.96919192,364.306602814168,24.1583955551688,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,30,2995691.92307692,359.444936589924,12.7693381805793,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,28,3779678.21068989,367.509005042425,12.1121912835787,"Limanda aspera","yellowfin_sole"
10210,2003,41,2,31,1304017.68421053,360,0,"Limanda aspera","yellowfin_sole"
10210,2003,42,2,23,2152214.2770116,365.062044288287,25.8793270206163,"Limanda aspera","yellowfin_sole"
10210,2003,42,2,35,105227.111111111,372.798053733512,10.2026483752994,"Limanda aspera","yellowfin_sole"
10210,2003,43,2,6,301238.788766789,233.21949533195,15.7487232145974,"Limanda aspera","yellowfin_sole"
10210,2003,50,2,23,42839.4909090909,375.164835164835,13.0396220597071,"Limanda aspera","yellowfin_sole"
10210,2003,50,2,28,9415.27272727273,380,0,"Limanda aspera","yellowfin_sole"
10210,2003,999999,2,27,18992749.6873737,355.688980009025,22.5745461413956,"Limanda aspera","yellowfin_sole"
10210,2004,10,2,9,295049899.937686,276.781533187916,31.5715553259576,"Limanda aspera","yellowfin_sole"
10210,2004,10,2,17,65486137.6213469,336.093914460663,22.0731340180773,"Limanda aspera","yellowfin_sole"
10210,2004,20,2,11,20536158.2121849,308.647885979935,21.9151929861455,"Limanda aspera","yellowfin_sole"
10210,2004,20,2,15,3027123.55882353,358.687773010218,16.4934414356131,"Limanda aspera","yellowfin_sole"
10210,2004,31,2,12,88434499.5954261,316.93522687563,18.1897140769172,"Limanda aspera","yellowfin_sole"
10210,2004,31,2,23,33970410.2634804,344.543394937754,18.8569074707387,"Limanda aspera","yellowfin_sole"
10210,2004,32,2,23,419544.276727358,362.831528458824,18.263861633291,"Limanda aspera","yellowfin_sole"
10210,2004,32,2,15,83690.4963235294,354.737961541156,12.925640347387,"Limanda aspera","yellowfin_sole"
10210,2004,32,2,30,73777.4375,350,0,"Limanda aspera","yellowfin_sole"
10210,2004,41,2,13,31845606.5095551,325.511169757185,24.5987632748071,"Limanda aspera","yellowfin_sole"
10210,2004,41,2,26,4057666.57312092,361.338727740895,14.583854687976,"Limanda aspera","yellowfin_sole"
10210,2004,42,2,6,2249783.39151763,255.023227622608,22.5472501491867,"Limanda aspera","yellowfin_sole"
10210,2004,42,2,14,2670755.70641371,350.011408493703,21.4656534792212,"Limanda aspera","yellowfin_sole"
10210,2004,42,2,18,2405490.04751462,343.311175966645,19.6194076972267,"Limanda aspera","yellowfin_sole"
10210,2004,42,2,21,5179551.47112573,365.706182040028,22.2362482033278,"Limanda aspera","yellowfin_sole"
10210,2004,42,2,22,2054147.33952528,378.736062536931,20.0542544486201,"Limanda aspera","yellowfin_sole"
10210,2004,42,2,30,493722.1875,350,0,"Limanda aspera","yellowfin_sole"
10210,2004,43,2,13,642191.577067669,310.570825419402,21.4162307061724,"Limanda aspera","yellowfin_sole"
10210,2004,43,2,28,143427.955298786,384.046580436341,28.6532696849766,"Limanda aspera","yellowfin_sole"
10210,2004,43,2,30,27942.1875,350,0,"Limanda aspera","yellowfin_sole"
10210,2004,43,2,-9,18112,460,0,"Limanda aspera","yellowfin_sole"
10210,2004,62,2,9,0,NA,NA,"Limanda aspera","yellowfin_sole"
10210,2004,999999,2,1,1521129,90,0,"Limanda aspera","yellowfin_sole"
10210,2004,999999,2,25,47333280.3457172,361.159118551567,19.8780816609652,"Limanda aspera","yellowfin_sole"
10210,2004,999999,2,32,12137809.5980392,380.333677666277,12.7244550020816,"Limanda aspera","yellowfin_sole"
10210,2005,10,2,10,290295924.86152,291.378379447576,24.3641584020462,"Limanda aspera","yellowfin_sole"
10210,2005,10,2,12,59224529.0073529,310.713735079123,13.0406451040583,"Limanda aspera","yellowfin_sole"
10210,2005,10,2,21,63663492.2855392,341.469970760085,21.2183255642381,"Limanda aspera","yellowfin_sole"
10210,2005,10,2,34,11867514.1666667,366.270140397979,14.5427292184101,"Limanda aspera","yellowfin_sole"
10210,2005,20,2,15,14798302.1240896,341.772457606952,17.999642110331,"Limanda aspera","yellowfin_sole"
10210,2005,20,2,23,17181992.6851648,369.608393223983,17.8250397040231,"Limanda aspera","yellowfin_sole"
10210,2005,20,2,34,3019974.83333333,369.551511384008,17.0537146082606,"Limanda aspera","yellowfin_sole"
10210,2005,20,2,30,1709420.8125,370,0,"Limanda aspera","yellowfin_sole"
10210,2005,20,2,29,1617217.55454545,412.403949294931,13.2692521307721,"Limanda aspera","yellowfin_sole"
10210,2005,31,2,13,73826158.8051471,321.116446646561,17.9376875744896,"Limanda aspera","yellowfin_sole"
10210,2005,31,2,15,56059067.3790966,334.877040126986,16.0462515962451,"Limanda aspera","yellowfin_sole"
10210,2005,31,2,22,42246992.2898109,343.029138601811,17.8205452478312,"Limanda aspera","yellowfin_sole"
10210,2005,31,2,25,15193885.7259615,357.214099458519,19.6772320357819,"Limanda aspera","yellowfin_sole"
10210,2005,31,2,32,260815.060606061,415.305304571439,4.99067977433936,"Limanda aspera","yellowfin_sole"
10210,2005,32,2,9,1581973.79166667,282.331474570625,21.5266501019086,"Limanda aspera","yellowfin_sole"
10210,2005,32,2,21,618738.398812217,345.394063594405,25.0033035427321,"Limanda aspera","yellowfin_sole"
10210,2005,32,2,30,114822,370,0,"Limanda aspera","yellowfin_sole"
10210,2005,41,2,10,102981440.834559,282.462305109765,20.7982440506404,"Limanda aspera","yellowfin_sole"
10210,2005,41,2,11,19252396.7316176,298.694660772537,21.0957121216611,"Limanda aspera","yellowfin_sole"
10210,2005,41,2,12,12543678.0845588,304.458158347559,15.7840603543575,"Limanda aspera","yellowfin_sole"
10210,2005,41,2,33,2988962.77142857,355.590253635717,15.7563266382111,"Limanda aspera","yellowfin_sole"
10210,2005,41,2,31,1329388.37992424,396.286786414738,14.8572931165135,"Limanda aspera","yellowfin_sole"
10210,2005,42,2,13,5150464.80147059,310.499902169737,19.6520956579699,"Limanda aspera","yellowfin_sole"
10210,2005,42,2,14,7207703.41754202,329.155112356767,22.52553785329,"Limanda aspera","yellowfin_sole"
10210,2005,42,2,20,1946970.57386364,353.052824802084,25.5854497378881,"Limanda aspera","yellowfin_sole"
10210,2005,42,2,33,674115.414285714,357.000151457744,17.3495215775537,"Limanda aspera","yellowfin_sole"
10210,2005,42,2,30,468986.125,370,0,"Limanda aspera","yellowfin_sole"
10210,2005,42,2,32,174552.303030303,413.565903490592,4.78993722714609,"Limanda aspera","yellowfin_sole"
10210,2005,43,2,6,967985.863461539,235.252514862597,12.9234880713374,"Limanda aspera","yellowfin_sole"
10210,2005,43,2,8,725528.872115385,262.55395723417,18.7019226816389,"Limanda aspera","yellowfin_sole"
10210,2005,43,2,12,204729.488970588,301.364832909624,15.6360279057694,"Limanda aspera","yellowfin_sole"
10210,2005,43,2,36,17752.9,400,0,"Limanda aspera","yellowfin_sole"
10210,2005,43,2,32,42842.9393939394,415.878136986611,4.92234100505034,"Limanda aspera","yellowfin_sole"
10210,2005,50,2,9,7724.5,290,0,"Limanda aspera","yellowfin_sole"
10210,2005,50,2,29,12359.4,400,0,"Limanda aspera","yellowfin_sole"
10210,2005,61,2,13,1846.8125,300,0,"Limanda aspera","yellowfin_sole"
10210,2005,999999,2,4,166834024.063312,162.960851165994,22.9142769593544,"Limanda aspera","yellowfin_sole"
10210,2005,999999,2,5,194242620.413012,194.877512096757,16.7014948848898,"Limanda aspera","yellowfin_sole"
10210,2005,999999,2,30,9586166.9375,370,0,"Limanda aspera","yellowfin_sole"
10210,2006,10,2,10,101630215.071429,302.915060789666,14.9489498601072,"Limanda aspera","yellowfin_sole"
10210,2006,10,2,34,2246367.77777778,380,0,"Limanda aspera","yellowfin_sole"
10210,2006,10,2,17,1109890.5,410,0,"Limanda aspera","yellowfin_sole"
10210,2006,20,2,8,78757912.9111111,254.244823865643,24.0309836413327,"Limanda aspera","yellowfin_sole"
10210,2006,20,2,11,80291534.9920635,294.486924108094,31.6638647863775,"Limanda aspera","yellowfin_sole"
10210,2006,20,2,18,13115413.3555556,349.229894649434,22.9652379197343,"Limanda aspera","yellowfin_sole"
10210,2006,20,2,23,11522974.1722222,376.128786081328,15.5458759245016,"Limanda aspera","yellowfin_sole"
10210,2006,20,2,25,8255474.28333333,372.642540462802,16.8693154552874,"Limanda aspera","yellowfin_sole"
10210,2006,20,2,17,651324.833333333,410,0,"Limanda aspera","yellowfin_sole"
10210,2006,31,2,6,59223100.85,237.841627266709,19.0785288224748,"Limanda aspera","yellowfin_sole"
10210,2006,31,2,10,151241919.515873,300.773299592078,14.2524008840616,"Limanda aspera","yellowfin_sole"
10210,2006,31,2,18,31741293.0472222,338.062989368711,16.9977432446193,"Limanda aspera","yellowfin_sole"
10210,2006,32,2,18,832569.766666667,348.325919540223,24.0082874310101,"Limanda aspera","yellowfin_sole"
10210,2006,42,2,5,3108827.37777778,230.156131180637,18.0640000409655,"Limanda aspera","yellowfin_sole"
10210,2006,42,2,8,12135684.0944444,264.080227154269,23.2361740658827,"Limanda aspera","yellowfin_sole"
10210,2006,42,2,14,1612984.125,353.335359081727,4.71476238955899,"Limanda aspera","yellowfin_sole"
10210,2006,42,2,24,2298475.01388889,378.4641623343,15.9722298518397,"Limanda aspera","yellowfin_sole"
10210,2006,42,2,29,430061,390,0,"Limanda aspera","yellowfin_sole"
10210,2006,43,2,4,40668.8,185.451304193878,4.97965202097496,"Limanda aspera","yellowfin_sole"
10210,1982,10,2,3,107788121.646825,132.926472061376,20.1760622396938,"Limanda aspera","yellowfin_sole"
10210,1982,10,2,10,352302803.235513,271.537752944227,27.5046732692828,"Limanda aspera","yellowfin_sole"
10210,1982,10,2,13,174422170.071878,295.63065455452,36.0425280798947,"Limanda aspera","yellowfin_sole"
10210,1982,20,2,4,85440114.3120301,158.967534931554,20.34625780973,"Limanda aspera","yellowfin_sole"
10210,1982,20,2,18,4461407.32860963,324.203529736323,24.3492308621854,"Limanda aspera","yellowfin_sole"
10210,1982,31,2,20,150486.588235294,360,0,"Limanda aspera","yellowfin_sole"
10210,1982,32,2,20,2060,360,0,"Limanda aspera","yellowfin_sole"
10210,1982,41,2,4,228057.894736842,200,0,"Limanda aspera","yellowfin_sole"
10210,1982,41,2,11,88196714.0624269,278.184912559447,24.8548263266916,"Limanda aspera","yellowfin_sole"
10210,1982,41,2,14,25514065.1842269,303.502652097217,30.9539303619104,"Limanda aspera","yellowfin_sole"
10210,1982,41,2,15,16783407.9310372,302.523328073811,28.2406638452427,"Limanda aspera","yellowfin_sole"
10210,1982,41,2,18,2537675.47032086,314.359419498087,14.3680390005039,"Limanda aspera","yellowfin_sole"
10210,1982,41,2,19,2385964.03181818,311.589852511817,9.63657400843267,"Limanda aspera","yellowfin_sole"
10210,1982,41,2,17,2654683.46471292,340.526439615435,15.3341979014228,"Limanda aspera","yellowfin_sole"
10210,1982,50,2,17,362390.964114833,341.388761033239,14.225365131342,"Limanda aspera","yellowfin_sole"
10210,1982,61,2,12,94296.4763157895,317.421608459389,13.2182733426117,"Limanda aspera","yellowfin_sole"
10210,1982,999999,2,-9,2032595,410,0,"Limanda aspera","yellowfin_sole"
10210,1982,999999,2,10,829465063.624798,273.263139742847,26.5083396315197,"Limanda aspera","yellowfin_sole"
10210,1983,10,2,-9,1837886,165.936401931349,145.689350673822,"Limanda aspera","yellowfin_sole"
10210,1983,10,2,5,87086953.7745098,178.999352180155,20.9111207351495,"Limanda aspera","yellowfin_sole"
10210,1983,10,2,13,289813809.119275,303.501512410041,19.566464193359,"Limanda aspera","yellowfin_sole"
10210,1983,10,2,15,56060261.3435897,343.408523899118,17.4528805662561,"Limanda aspera","yellowfin_sole"
10210,1983,10,2,17,12824211.1128205,365.647047628059,15.6829592331932,"Limanda aspera","yellowfin_sole"
10210,1983,20,2,3,2084891.66666667,117.213900002798,4.48315250800148,"Limanda aspera","yellowfin_sole"
10210,1983,20,2,9,138886579.636046,254.258398368615,28.1471991851765,"Limanda aspera","yellowfin_sole"
10210,1983,20,2,18,5131111.33853924,364.071959389094,22.4572539323044,"Limanda aspera","yellowfin_sole"
10210,1983,31,2,4,84721.375,170,0,"Limanda aspera","yellowfin_sole"
10210,1983,32,2,4,17964.6666666667,110,0,"Limanda aspera","yellowfin_sole"
10210,1983,32,2,11,11367234.9029762,286.18974203165,22.9884529559951,"Limanda aspera","yellowfin_sole"
10210,1983,41,2,17,1981895.6973582,356.120312988032,16.1674128217844,"Limanda aspera","yellowfin_sole"
10210,1983,42,2,5,307530.183823529,205.805675937357,7.30489873235762,"Limanda aspera","yellowfin_sole"
10210,1983,42,2,14,21278563.4061266,321.361169939143,18.3949885713474,"Limanda aspera","yellowfin_sole"
10210,1983,50,2,14,1679648.19220494,327.066431433427,16.6283334585881,"Limanda aspera","yellowfin_sole"
10210,1983,50,2,17,195724.838383838,359.128691232626,18.1514816477884,"Limanda aspera","yellowfin_sole"
10210,1983,61,2,8,12812.5052631579,284.741379310345,11.2546496826867,"Limanda aspera","yellowfin_sole"
10210,1983,999999,2,9,1039057277.49351,261.096297150026,27.439918806549,"Limanda aspera","yellowfin_sole"
10210,1983,999999,2,16,58972306.3238636,354.101426915602,18.1411046573796,"Limanda aspera","yellowfin_sole"
10210,1983,999999,2,20,4597855.5,381.393542054551,13.5063695717983,"Limanda aspera","yellowfin_sole"
10210,1984,10,2,14,152285741.170927,302.348223615963,25.269334453048,"Limanda aspera","yellowfin_sole"
10210,1984,20,2,5,116430456.408612,174.527950072124,22.2127792000461,"Limanda aspera","yellowfin_sole"
10210,1984,31,2,10,349149280.460777,275.602147767019,20.3337674730976,"Limanda aspera","yellowfin_sole"
10210,1984,31,2,17,15390109.585213,332.644726189852,15.5315547734282,"Limanda aspera","yellowfin_sole"
10210,1984,31,2,18,7472790.59536341,341.269203250177,14.5452614063825,"Limanda aspera","yellowfin_sole"
10210,1984,32,2,10,10931392.9745614,283.429091582502,18.774915698346,"Limanda aspera","yellowfin_sole"
10210,1984,32,2,20,8355.94736842105,370,0,"Limanda aspera","yellowfin_sole"
10210,1984,41,2,9,158243925.08797,271.659857826187,21.7298538391311,"Limanda aspera","yellowfin_sole"
10210,1984,41,2,18,6417712.1018797,342.892405307442,14.7850738757032,"Limanda aspera","yellowfin_sole"
10210,1984,41,2,20,855862.610526316,373.418812744023,4.74340311906968,"Limanda aspera","yellowfin_sole"
10210,1984,42,2,5,1185408.91315789,213.985163285438,10.3876934042164,"Limanda aspera","yellowfin_sole"
10210,1984,42,2,7,30940628.5508772,250.726370969288,18.9211118761557,"Limanda aspera","yellowfin_sole"
10210,1984,42,2,18,2495032.13358396,340.603454402469,12.559339713934,"Limanda aspera","yellowfin_sole"
