Read_in_2021_Please,CRUISE,HAUL_JOIN,HAUL_OFFLOAD,HAUL_OFFLOAD_DATE,Month,day,year,LATDD_END,LATDD_START,LENGTH,LONDD_END,LONDD_START,NMFS_AREA,PERMIT,SPECIMEN_NUMBER,SPECIES,SEX,TYPE_1_OTOLITH,VESSEL,BARCODE,YEAR
No,24147,2.41E+19,3112,31-Mar-20,3,31,2020,57.00833,56.97167,40,-164.56833,-164.99167,509,2733,1341017,140,M,Y,A050,1341017,2020
No,24180,2.42E+19,152,31-Mar-20,3,31,2020,57.02,56.98667,35,-165.81667,-165.59167,513,3423,15201,140,M,Y,A108,1288765,2020
No,23985,2.40E+19,196,31-Mar-20,3,31,2020,56.99667,56.975,36,-164.565,-164.49167,509,2800,19602,140,F,Y,A066,1370771,2020
Yes,24134,2.41E+19,199,31-Mar-20,3,31,2020,57.145,57.42167,42,-166.28333,-166.25167,513,1996,19902,140,F,Y,A078,1319429,2020
No,24134,2.41E+19,204,1-Apr-20,4,1,2020,57.05167,56.98167,34,-166.63833,-166.54833,513,1996,20402,140,M,Y,A078,1366094,2020
No,23998,2.40E+19,97,1-Apr-20,4,1,2020,57.11167,57.15,27,-163.49,-163.41167,509,34249,149,140,M,Y,A999,1326417,2020
Yes,24158,2.42E+19,188,1-Apr-20,4,1,2020,57.14333,57.105,40,-163.46833,-163.49833,509,3367,18802,140,F,Y,A035,1326686,2020
No,23985,2.40E+19,201,1-Apr-20,4,1,2020,57.13167,57.06,33,-163.37833,-163.52833,509,2800,20102,140,F,Y,A066,1370730,2020
No,24178,2.42E+19,179,1-Apr-20,4,1,2020,57.14333,57.24833,30,-167.08,-166.775,513,3694,854986,140,F,Y,A103,854986,2020
Yes,24147,2.41E+19,1142,1-Apr-20,4,1,2020,57.03833,57.005,31,-163.11333,-163.20333,509,2733,1341054,140,F,Y,A050,1341054,2020
No,24062,2.41E+19,216,1-Apr-20,4,1,2020,57.05833,57.06333,29,-163.27833,-163.07667,509,661,1286859,140,M,Y,A001,1286859,2020
No,24168,2.42E+19,156,1-Apr-20,4,1,2020,57.07667,57.13667,31,-163.37833,-163.31,509,1610,15601,140,F,Y,A034,1282476,2020
Yes,24129,2.41E+19,220,1-Apr-20,4,1,2020,57.26667,57.25,34,-166.66667,-166.9,513,2110,126,140,M,Y,A077,1235087,2020
No,24048,2.40E+19,189,1-Apr-20,4,1,2020,57.05,57.18528,30,-163.43861,-163.34111,509,3369,18901,140,M,Y,A047,1366304,2020
No,24180,2.42E+19,2020,1-Apr-20,4,1,2020,56.98333,56.965,28,-165.51167,-165.495,513,3423,20201,140,M,Y,A108,1318959,2020
Yes,24168,2.42E+19,154,1-Apr-20,4,1,2020,57.04167,57.03,34,-163.45167,-164.04167,509,1610,15401,140,F,Y,A034,1282453,2020
No,24004,2.40E+19,249,1-Apr-20,4,1,2020,57.96667,57.96,34,-170.02333,-170.36333,521,3819,24901,140,M,Y,A117,1360606,2020
No,24162,2.42E+19,212,1-Apr-20,4,1,2020,57.235,57.24167,35,-164.00833,-163.735,509,3835,21201,140,F,Y,A276,1281346,2020
Yes,24115,2.41E+19,142,1-Apr-20,4,1,2020,57.14167,57.04667,24,-163.32667,-163.53167,509,34969,1318958,140,M,Y,78724,1318958,2020
No,24129,2.41E+19,227,2-Apr-20,4,2,2020,57.36667,57.33333,32,-166.96667,-166.93333,513,2110,133,140,F,Y,A077,1235079,2020
No,24147,2.41E+19,2118,2-Apr-20,4,2,2020,57.11167,57.01333,29,-163.11,-163.09167,509,2733,1341047,140,M,Y,A050,1341047,2020
Yes,23985,2.40E+19,206,2-Apr-20,4,2,2020,57.17833,57.19333,32,-163.75167,-163.815,509,2800,20602,140,M,Y,A066,1370731,2020
No,24129,2.41E+19,225,2-Apr-20,4,2,2020,57.4,57.46667,32,-166.7,-167.03333,513,2110,127,140,F,Y,A077,1263894,2020
No,24004,2.40E+19,254,2-Apr-20,4,2,2020,57.045,57.03667,29,-163.135,-163.25833,509,3819,25402,140,M,Y,A117,1360666,2020
No,24178,2.42E+19,184,2-Apr-20,4,2,2020,57.31333,57.265,25,-167.10667,-167.00167,513,3694,854992,140,F,Y,A103,854992,2020
Yes,24180,2.42E+19,2023,2-Apr-20,4,2,2020,57.05167,57.07333,42,-163.13833,-163.015,509,3423,230301,140,F,Y,A108,1288783,2020
No,24162,2.42E+19,4007,2-Apr-20,4,2,2020,57.045,57.065,36,-163.22333,-163.02833,509,3835,400701,140,F,Y,A276,1281326,2020
No,24168,2.42E+19,161,2-Apr-20,4,2,2020,57.01333,57.01833,30,-163.03,-163.23,509,1610,16101,140,M,Y,A034,1282412,2020
Yes,24115,2.41E+19,144,2-Apr-20,4,2,2020,57.04833,57.05,30,-163.15167,-163.25833,509,34969,1373351,140,M,Y,78724,1373351,2020
No,24158,2.42E+19,193,3-Apr-20,4,3,2020,57.06667,57.055,34,-163.22333,-163.05167,509,3367,19302,140,M,Y,A035,1326607,2020
No,24132,2.41E+19,185,3-Apr-20,4,3,2020,57.05,57.05,27,-167.13333,-166.9,513,5822,1851,140,F,Y,A639,1330090,2020
Yes,24048,2.40E+19,194,3-Apr-20,4,3,2020,57.01417,57.04556,26,-163.27528,-163.04694,509,3369,19401,140,F,Y,A047,1366383,2020
No,24115,2.41E+19,3018,3-Apr-20,4,3,2020,57.01167,57.01667,30,-163.27667,-163.155,509,34969,1143655,140,M,Y,78724,1143655,2020
No,24062,2.41E+19,221,3-Apr-20,4,3,2020,57.01167,57.005,31,-163.40167,-163.03833,509,661,1286864,140,F,Y,A001,1286864,2020
Yes,24147,2.41E+19,2119,3-Apr-20,4,3,2020,57.01333,57.01,34,-163.19333,-163.01333,509,2733,1341097,140,F,Y,A050,1341097,2020
No,24162,2.42E+19,222,4-Apr-20,4,4,2020,57.18833,57.24667,32,-163.91333,-163.58667,509,3835,22201,140,F,Y,A276,1281384,2020
No,24180,2.42E+19,162,4-Apr-20,4,4,2020,57.20167,57.22333,32,-164.05667,-163.48167,509,3423,16201,140,M,Y,A108,1331692,2020
Yes,24147,2.41E+19,1149,4-Apr-20,4,4,2020,57.185,57.13667,31,-163.80833,-163.565,509,2733,1341037,140,M,Y,A050,1341037,2020
No,24132,2.41E+19,190,4-Apr-20,4,4,2020,57.08333,57.08333,35,-167.4,-167.21667,513,5822,1902,140,M,Y,A639,1330012,2020
No,24168,2.42E+19,166,4-Apr-20,4,4,2020,57.18667,57.01333,32,-163.73833,-163.295,509,1610,16601,140,F,Y,A034,1282413,2020
Yes,24158,2.42E+19,198,4-Apr-20,4,4,2020,57.225,57.26667,28,-163.785,-163.95333,509,3367,19802,140,F,Y,A035,1326645,2020
No,24132,2.41E+19,195,5-Apr-20,4,5,2020,57.05,57.11667,33,-165.78333,-165.98333,513,5822,1952,140,F,Y,A639,1330092,2020
No,24168,2.42E+19,171,5-Apr-20,4,5,2020,57.22333,57.24333,29,-163.79167,-164.305,509,1610,17101,140,M,Y,A034,1288841,2020
Yes,24162,2.42E+19,226,5-Apr-20,4,5,2020,57.245,57.23833,32,-164.05333,-163.70333,509,3835,22601,140,F,Y,A276,1281301,2020
No,24147,2.41E+19,101,5-Apr-20,4,5,2020,57.10167,57.085,35,-163.96833,-163.60333,509,2733,1333968,140,F,Y,A050,1333968,2020
No,24178,2.42E+19,189,5-Apr-20,4,5,2020,57.16667,57.165,35,-163.525,-163.89833,509,3694,1378047,140,M,Y,A103,1378047,2020
No,24004,2.40E+19,264,5-Apr-20,4,5,2020,57.21833,57.18833,34,-164.15,-163.65667,509,3819,26402,140,M,Y,A117,1360638,2020
Yes,24180,2.42E+19,165,5-Apr-20,4,5,2020,57.22,57.215,33,-163.53167,-164.04167,509,3423,16502,140,M,Y,A108,1241334,2020
No,24062,2.41E+19,226,5-Apr-20,4,5,2020,57.08,57.02833,37,-163.63,-163.65,509,661,1207353,140,F,Y,A001,1207353,2020
No,24132,2.41E+19,200,6-Apr-20,4,6,2020,57.13333,57.05,37,-166.2,-165.88333,513,5822,2001,140,F,Y,A639,1330021,2020
Yes,24152,2.42E+19,4032,6-Apr-20,4,6,2020,57.19667,57.22167,34,-164.13667,-164.12833,509,34249,1340432,140,M,Y,A999,1340432,2020
No,24152,2.42E+19,2126,6-Apr-20,4,6,2020,57.28667,57.25833,28,-163.965,-164.165,509,34249,1340446,140,F,Y,A999,1340446,2020
No,24147,2.41E+19,3117,6-Apr-20,4,6,2020,57.19167,57.26333,33,-164.1,-164.235,509,2733,1341100,140,M,Y,A050,1341100,2020
Yes,24162,2.42E+19,230,6-Apr-20,4,6,2020,57.18333,57.215,34,-164.20333,-163.98833,509,3835,23001,140,M,Y,A276,1281333,2020
No,24129,2.41E+19,237,6-Apr-20,4,6,2020,57.33333,57.3,40,-164.43333,-164.23333,509,2110,145,140,F,Y,A077,1235077,2020
No,24178,2.42E+19,194,6-Apr-20,4,6,2020,57.26667,57.29167,39,-164.33167,-163.79333,509,3694,936892,140,F,Y,A103,936892,2020
Yes,24004,2.40E+19,269,6-Apr-20,4,6,2020,57.28,57.25167,32,-163.90333,-164.31333,509,3819,26901,140,M,Y,A117,1360643,2020
No,24178,2.42E+19,199,7-Apr-20,4,7,2020,57.195,57.18833,27,-164.25333,-164,509,3694,936846,140,M,Y,A103,936846,2020
No,24115,2.41E+19,147,7-Apr-20,4,7,2020,57.13833,57.16,30,-164.19,-164.235,509,34969,1373330,140,F,Y,78724,1373330,2020
Yes,24134,2.41E+19,215,7-Apr-20,4,7,2020,57.275,57.47833,34,-165.48167,-165.27667,513,1996,21501,140,M,Y,A078,1370119,2020
No,24147,2.41E+19,3119,7-Apr-20,4,7,2020,57.17833,57.19167,29,-164.39667,-164.195,509,2733,1341088,140,F,Y,A050,1341088,2020
No,24162,2.42E+19,233,7-Apr-20,4,7,2020,57.28167,57.47667,35,-164.36833,-164.65167,509,3835,23301,140,F,Y,A276,1281399,2020
Yes,24152,2.42E+19,4034,7-Apr-20,4,7,2020,57.275,57.315,31,-164.42,-164.47167,509,34249,1328348,140,M,Y,A999,1328348,2020
No,24176,2.42E+19,202,7-Apr-20,4,7,2020,57.155,57.23667,32,-164.23,-164.42333,509,3369,20201,140,M,Y,A047,1366398,2020
No,24132,2.41E+19,205,7-Apr-20,4,7,2020,57.03333,57.13333,40,-167.01667,-166.85,513,5822,2051,140,F,Y,A639,1330063,2020
Yes,24134,2.41E+19,219,7-Apr-20,4,7,2020,56.98,57.205,35,-165.01833,-165.01,513,1996,21901,140,M,Y,A078,1370155,2020
No,24004,2.40E+19,274,7-Apr-20,4,7,2020,57.04833,57.045,33,-165.82167,-165.29167,513,3819,27402,140,F,Y,A117,1360685,2020
No,24062,2.41E+19,231,7-Apr-20,4,7,2020,57.17167,57.42167,33,-164.24,-164.40889,509,661,1289369,140,F,Y,A001,1289369,2020
No,24152,2.42E+19,4035,8-Apr-20,4,8,2020,57.23667,57.19167,32,-164.555,-164.525,509,34249,1326498,140,M,Y,A999,1326498,2020
Yes,24115,2.41E+19,152,8-Apr-20,4,8,2020,57.02667,57.165,30,-164.355,-164.60167,509,34969,667291,140,F,Y,78724,667291,2020
No,24129,2.41E+19,245,8-Apr-20,4,8,2020,57,57.01667,32,-163.21667,-163.51667,509,2110,150,140,M,Y,A077,1075348,2020
No,24162,2.42E+19,237,8-Apr-20,4,8,2020,57.26833,57.08667,29,-164.59167,-164.38667,509,3835,23701,140,F,Y,A276,1281338,2020
Yes,24132,2.41E+19,211,8-Apr-20,4,8,2020,57.13333,57.16667,32,-166.1,-166.45,513,5822,2112,140,F,Y,A639,1330085,2020
No,24200,2.42E+19,2029,8-Apr-20,4,8,2020,57.105,57.10833,32,-164.15,-164.84333,509,3423,1,140,M,Y,A108,1323809,2020
No,24178,2.42E+19,204,8-Apr-20,4,8,2020,57.05333,57.22833,37,-164.36,-164.52167,509,3694,936879,140,F,Y,A103,936879,2020
Yes,24176,2.42E+19,207,8-Apr-20,4,8,2020,57.13667,57.12833,33,-164.58333,-164.47,509,3369,20702,140,M,Y,A047,1366345,2020
No,24162,2.42E+19,241,9-Apr-20,4,9,2020,57.22167,57.27333,31,-164.57167,-164.51167,509,3835,24101,140,F,Y,A276,1281398,2020
No,24115,2.41E+19,157,9-Apr-20,4,9,2020,57.00167,57.00167,37,-163.00667,-163.28,509,34969,1318944,140,M,Y,78724,1318944,2020
Yes,24134,2.41E+19,225,9-Apr-20,4,9,2020,57.04167,57.22333,28,-165.01833,-165.12333,513,1996,22502,140,F,Y,A078,1370123,2020
No,24176,2.42E+19,212,9-Apr-20,4,9,2020,57.00833,57.03167,32,-163.205,-163.075,509,3369,21201,140,F,Y,A047,1366382,2020
No,24200,2.42E+19,2031,9-Apr-20,4,9,2020,57.02333,57.11333,30,-163.71667,-164.17167,509,3423,3,140,M,Y,A108,1323853,2020
Yes,24062,2.41E+19,237,9-Apr-20,4,9,2020,57.01167,57.005,33,-163.02333,-163.45667,509,661,1144191,140,F,Y,A001,1144191,2020
No,24178,2.42E+19,209,9-Apr-20,4,9,2020,57.015,57.00667,26,-163.01833,-163.06833,509,3694,936853,140,F,Y,A103,936853,2020
No,24158,2.42E+19,204,9-Apr-20,4,9,2020,57.135,56.92667,28,-163.92833,-164.10333,509,3367,20401,140,M,Y,A035,1326629,2020
Yes,24200,2.42E+19,174,10-Apr-20,4,10,2020,57.02333,57.10333,33,-163.52167,-163.03667,509,3423,5,140,M,Y,A108,1323834,2020
No,24158,2.42E+19,209,10-Apr-20,4,10,2020,57.235,57.215,35,-163.91833,-164.025,509,3367,20901,140,F,Y,A035,1326685,2020
No,24151,2.42E+19,179,10-Apr-20,4,10,2020,57.19833,57.085,32,-163.69667,-163.35833,509,1610,12,140,M,Y,A034,1366747,2020
Yes,24176,2.42E+19,217,10-Apr-20,4,10,2020,57.19,57.055,34,-163.55833,-163.31556,509,3369,21701,140,M,Y,A047,1366373,2020
No,24152,2.42E+19,3124,10-Apr-20,4,10,2020,57.25667,57.25,37,-163.93167,-164.25333,509,34249,1340407,140,F,Y,A999,1340407,2020
No,24062,2.41E+19,241,10-Apr-20,4,10,2020,57.03,57.03667,34,-163.035,-163.41167,509,661,1286889,140,M,Y,A001,1286889,2020
No,24115,2.41E+19,162,11-Apr-20,4,11,2020,57.22667,57.19333,32,-164.06333,-163.53167,509,34969,1373398,140,F,Y,78724,1373398,2020
Yes,24158,2.42E+19,214,11-Apr-20,4,11,2020,57.265,57.21,32,-163.80167,-164.17,509,3367,21401,140,M,Y,A035,1326680,2020
No,24147,2.41E+19,1158,11-Apr-20,4,11,2020,57.175,57.24,28,-163.70167,-164.14667,509,2733,1341027,140,F,Y,A050,1341027,2020
No,24200,2.42E+19,2035,11-Apr-20,4,11,2020,57.22,57.21167,31,-163.84833,-163.58833,509,3423,8,140,F,Y,A108,1323848,2020
Yes,24062,2.41E+19,246,11-Apr-20,4,11,2020,57.19167,57.10333,37,-163.70167,-163.55667,509,661,1286834,140,M,Y,A001,1286834,2020
No,24129,2.41E+19,251,11-Apr-20,4,11,2020,57.08333,57.2,38,-163.6,-163.9,509,2110,151,140,F,Y,A077,1263881,2020
No,24134,2.41E+19,235,11-Apr-20,4,11,2020,57.255,57.26,31,-163.78667,-164.08333,509,1996,23501,140,M,Y,A078,1370170,2020
Yes,24152,2.42E+19,4040,12-Apr-20,4,12,2020,57.29167,57.25667,38,-163.68,-164.11667,509,34249,1340486,140,M,Y,A999,1340486,2020
No,24134,2.41E+19,240,12-Apr-20,4,12,2020,57.38833,57.28833,29,-164.41333,-164.08667,509,1996,24001,140,M,Y,A078,1370143,2020
No,24132,2.41E+19,217,12-Apr-20,4,12,2020,57.08333,57.08333,34,-167,-166.68333,513,5822,2171,140,M,Y,A639,1330036,2020
Yes,24162,2.42E+19,245,12-Apr-20,4,12,2020,57.12,57.18833,33,-163.87667,-164.29667,509,3835,24501,140,M,Y,A276,1281356,2020
No,24115,2.41E+19,168,12-Apr-20,4,12,2020,57.13,57.21333,29,-163.915,-164.35667,509,34969,1227884,140,F,Y,78724,1227884,2020
No,24200,2.42E+19,180,12-Apr-20,4,12,2020,57.16667,57.23833,27,-163.99,-164.11667,509,3423,10,140,M,Y,A108,1323895,2020
Yes,24134,2.41E+19,245,13-Apr-20,4,13,2020,57.37833,57.35,35,-164.36,-163.96167,509,1996,24505,140,F,Y,A078,1370131,2020
No,24178,2.42E+19,214,13-Apr-20,4,13,2020,57.055,57.01333,34,-163.69833,-163.37167,509,3694,936900,140,M,Y,A103,936900,2020
No,24151,2.42E+19,189,13-Apr-20,4,13,2020,57.075,57.09167,35,-163.92,-163.94833,509,1610,14,140,F,Y,A034,1366734,2020
Yes,24152,2.42E+19,104,13-Apr-20,4,13,2020,57.38667,57.34333,37,-164.09167,-163.6,509,34249,1340464,140,F,Y,A999,1340464,2020
No,24147,2.41E+19,3130,13-Apr-20,4,13,2020,57.19333,57.23333,37,-164.02667,-163.77833,509,2733,1341008,140,F,Y,A050,1341008,2020
No,24162,2.42E+19,6011,13-Apr-20,4,13,2020,57.14833,57.18333,35,-164.35167,-163.975,509,3835,601102,140,F,Y,A276,1281334,2020
Yes,24115,2.41E+19,172,13-Apr-20,4,13,2020,57.11333,57.15333,34,-164.17,-164.44167,509,34969,1373329,140,M,Y,78724,1373329,2020
No,24158,2.42E+19,219,13-Apr-20,4,13,2020,57.30333,57.30333,31,-164.28333,-163.91333,509,3367,21902,140,M,Y,A035,1326691,2020
No,24176,2.42E+19,222,14-Apr-20,4,14,2020,57.08833,57.03,36,-164.485,-164.74667,509,3369,22201,140,F,Y,A047,1366328,2020
No,24132,2.41E+19,223,14-Apr-20,4,14,2020,57.1,57.1,25,-166.93333,-166.65,513,5822,2235,140,F,Y,A639,1330022,2020
Yes,24178,2.42E+19,219,14-Apr-20,4,14,2020,57.06333,57.00833,35,-163.66167,-163.52,509,3694,936875,140,M,Y,A103,936875,2020
No,24162,2.42E+19,251,14-Apr-20,4,14,2020,57.275,57.26833,33,-164.48,-164.32167,509,3835,25105,140,M,Y,A276,1281362,2020
No,24115,2.41E+19,177,14-Apr-20,4,14,2020,57.04667,57.105,28,-164.20333,-164.51667,509,34969,1373356,140,F,Y,78724,1373356,2020
Yes,24158,2.42E+19,224,14-Apr-20,4,14,2020,57.21694,57.205,30,-164.47,-164.04333,509,3367,22402,140,M,Y,A035,1326670,2020
No,24147,2.41E+19,109,14-Apr-20,4,14,2020,57.36333,57.28167,28,-164.45833,-163.95333,509,2733,1341079,140,F,Y,A050,1341079,2020
No,24200,2.42E+19,187,14-Apr-20,4,14,2020,57.09167,57.12167,37,-164.7,-164.51333,509,3423,14,140,F,Y,A108,1323861,2020
Yes,24152,2.42E+19,106,14-Apr-20,4,14,2020,57.42667,57.41,39,-164.34167,-164.4,509,34249,1340451,140,F,Y,A999,1340451,2020
No,24134,2.41E+19,250,14-Apr-20,4,14,2020,57.41167,57.29167,40,-164.68167,-164.325,509,1996,25001,140,F,Y,A078,1370112,2020
No,24200,2.42E+19,2040,14-Apr-20,4,14,2020,57.07833,57.14833,30,-163.69167,-164.47167,509,3423,12,140,F,Y,A108,1323871,2020
Yes,24129,2.41E+19,257,15-Apr-20,4,15,2020,57.16667,57.01667,30,-163.35,-163.5,509,2110,157,140,F,Y,A077,1263835,2020
No,24151,2.42E+19,194,15-Apr-20,4,15,2020,57.00167,57.03,34,-164.06333,-164.51,509,1610,16,140,F,Y,A034,1366725,2020
No,24178,2.42E+19,224,15-Apr-20,4,15,2020,57.02167,57.00333,37,-164.60667,-164.08167,509,3694,936857,140,F,Y,A103,936857,2020
Yes,24132,2.41E+19,228,15-Apr-20,4,15,2020,58.18333,58.26667,33,-170.45,-170.46667,524,5822,2281,140,F,Y,A639,1330004,2020
No,24147,2.41E+19,1168,15-Apr-20,4,15,2020,57.55,57.43167,30,-165.24833,-164.81833,513,2733,1341035,140,F,Y,A050,1341035,2020
No,24152,2.42E+19,108,15-Apr-20,4,15,2020,57.315,57.3,24,-164.52,-164.79,509,34249,1328368,140,M,Y,A999,1328368,2020
Yes,24147,2.41E+19,112,15-Apr-20,4,15,2020,57.31667,57.48167,37,-164.55667,-164.825,509,2733,1341010,140,M,Y,A050,1341010,2020
No,24176,2.42E+19,227,15-Apr-20,4,15,2020,57.03667,57.02333,39,-164.595,-164.43,509,3369,22701,140,F,Y,A047,1366399,2020
No,24158,2.42E+19,229,15-Apr-20,4,15,2020,57.445,57.20333,32,-164.34667,-164.47333,509,3367,12901,140,F,Y,A035,1326659,2020
Yes,24147,2.41E+19,1168,15-Apr-20,4,15,2020,57.55,57.43167,27,-165.24833,-164.81833,513,2733,1341094,140,F,Y,A050,1341094,2020
No,24147,2.41E+19,1168,15-Apr-20,4,15,2020,57.55,57.43167,26,-165.24833,-164.81833,513,2733,1341053,140,F,Y,A050,1341053,2020
No,24162,2.42E+19,254,15-Apr-20,4,15,2020,57.02333,57.03333,32,-164.23333,-164.28833,509,3835,25402,140,F,Y,A276,1281310,2020
No,24147,2.41E+19,1168,15-Apr-20,4,15,2020,57.55,57.43167,32,-165.24833,-164.81833,513,2733,1341016,140,F,Y,A050,1341016,2020
Yes,24152,2.42E+19,2141,16-Apr-20,4,16,2020,57.59,57.57833,36,-165.00333,-165.055,513,34249,1326487,140,F,Y,A999,1326487,2020
No,24184,2.42E+19,252,16-Apr-20,4,16,2020,57.03667,57.00667,38,-164.575,-164.93167,509,661,1218850,140,F,Y,A001,1218850,2020
No,24200,2.42E+19,192,16-Apr-20,4,16,2020,56.96833,56.95833,27,-164.87333,-164.4,509,3423,16,140,F,Y,A108,1323820,2020
Yes,24176,2.42E+19,233,16-Apr-20,4,16,2020,57.11833,57.03,34,-164.52333,-164.45667,509,3369,23301,140,F,Y,A047,1366370,2020
No,24129,2.41E+19,262,16-Apr-20,4,16,2020,57.01667,57.18333,32,-163.21667,-163.55,509,2110,162,140,M,Y,A077,1213377,2020
No,24115,2.41E+19,182,16-Apr-20,4,16,2020,56.94167,56.95333,29,-164.65667,-164.67833,509,34969,1373385,140,F,Y,78724,1373385,2020
Yes,24134,2.41E+19,255,16-Apr-20,4,16,2020,57.40167,57.36333,33,-165.48333,-165.975,513,1996,25502,140,F,Y,A078,1370126,2020
No,24178,2.42E+19,229,16-Apr-20,4,16,2020,57.07667,57.00167,37,-164.00167,-164.10167,509,3694,1378068,140,M,Y,A103,1378068,2020
No,24162,2.42E+19,257,16-Apr-20,4,16,2020,57.01167,56.97667,28,-164.90833,-164.68,509,3835,25701,140,M,Y,A276,1281395,2020
Yes,24129,2.41E+19,267,17-Apr-20,4,17,2020,57.21667,57.1,34,-163.28333,-163.1,509,2110,163,140,M,Y,A077,1263878,2020
No,24162,2.42E+19,262,17-Apr-20,4,17,2020,57.54667,57.67,36,-165.12,-165.305,513,3835,26201,140,M,Y,A276,1281392,2020
No,24184,2.42E+19,257,17-Apr-20,4,17,2020,57.26167,57.15,32,-163.72833,-164.05,509,661,1218802,140,M,Y,A001,1218802,2020
Yes,24115,2.41E+19,187,17-Apr-20,4,17,2020,57.015,57.05833,32,-164.59,-164.59167,509,34969,1289131,140,F,Y,78724,1289131,2020
No,24178,2.42E+19,234,17-Apr-20,4,17,2020,57.19667,57.02,33,-163.03333,-163.025,509,3694,936877,140,M,Y,A103,936877,2020
No,24147,2.41E+19,4050,17-Apr-20,4,17,2020,57.645,57.63667,40,-165.32667,-165.465,513,2733,1341060,140,F,Y,A050,1341060,2020
Yes,24152,2.42E+19,2143,17-Apr-20,4,17,2020,57.61,57.61,34,-165.42833,-165.58667,513,34249,1326468,140,F,Y,A999,1326468,2020
No,24147,2.41E+19,118,17-Apr-20,4,17,2020,57.86667,57.625,34,-166.20667,-165.68333,513,2733,1341042,140,F,Y,A050,1341042,2020
No,24134,2.41E+19,260,17-Apr-20,4,17,2020,57.59833,57.61833,33,-165.05167,-165.55833,513,1996,26002,140,F,Y,A078,1370104,2020
Yes,24176,2.42E+19,238,17-Apr-20,4,17,2020,57.125,57.04667,26,-163.83833,-164.12667,509,3369,23801,140,F,Y,A047,1366378,2020
No,24152,2.42E+19,115,18-Apr-20,4,18,2020,57.64833,57.58167,28,-165.62167,-165.74333,513,34249,1328347,140,F,Y,A999,1328347,2020
No,24162,2.42E+19,267,18-Apr-20,4,18,2020,57.72667,57.765,34,-165.85,-165.76167,513,3835,26701,140,F,Y,A276,1281380,2020
No,24147,2.41E+19,1177,18-Apr-20,4,18,2020,57.855,57.56667,32,-166.20167,-165.96333,513,2733,1341051,140,F,Y,A050,1341051,2020
Yes,24176,2.42E+19,243,18-Apr-20,4,18,2020,57.145,57.19667,33,-163.07833,-163.35833,509,3369,24305,140,F,Y,A047,1366364,2020
No,24134,2.41E+19,265,18-Apr-20,4,18,2020,57.555,57.65,36,-165.85,-166.32667,513,1996,26501,140,F,Y,A078,1370153,2020
No,24129,2.41E+19,273,18-Apr-20,4,18,2020,57.08333,57.16667,33,-163.08333,-163.28333,509,2110,166,140,M,Y,A077,1213399,2020
Yes,24147,2.41E+19,123,18-Apr-20,4,18,2020,57.55333,57.56333,30,-165.96,-165.335,513,2733,1341059,140,F,Y,A050,1341059,2020
No,24132,2.41E+19,233,18-Apr-20,4,18,2020,58.15,58.1,39,-170.45,-170.4,524,5822,2332,140,F,Y,A639,1330095,2020
No,24147,2.41E+19,4055,19-Apr-20,4,19,2020,57.46833,57.47833,31,-164.30333,-164.32,509,2733,1341068,140,F,Y,A050,1341068,2020
Yes,24151,2.42E+19,200,19-Apr-20,4,19,2020,57.11333,57.00333,30,-163.12333,-163.47667,509,1610,18,140,F,Y,A034,1282428,2020
No,24184,2.42E+19,262,19-Apr-20,4,19,2020,57.56333,57.565,37,-165.43833,-165.86833,513,661,1218820,140,F,Y,A001,1218820,2020
No,24173,2.42E+19,253,19-Apr-20,4,19,2020,57.46,57.39833,32,-164.50333,-164.12833,509,4092,25305,140,F,Y,A283,1368956,2020
Yes,24129,2.41E+19,278,19-Apr-20,4,19,2020,57.1,57.16667,34,-163.18333,-163.41667,509,2110,171,140,F,Y,A077,1333529,2020
No,24134,2.41E+19,270,19-Apr-20,4,19,2020,58.28167,58.345,33,-162.48833,-162.59833,514,1996,27001,140,M,Y,A078,1370200,2020
No,24176,2.42E+19,248,19-Apr-20,4,19,2020,57.13,57.19667,32,-163.07333,-163.33,509,3369,24805,140,F,Y,A047,1366334,2020
Yes,24162,2.42E+19,272,19-Apr-20,4,19,2020,57.53167,57.56333,28,-165.53833,-165.66333,513,3835,27201,140,M,Y,A276,1281340,2020
No,24184,2.42E+19,267,20-Apr-20,4,20,2020,57.86,57.825,32,-166.11833,-166.63667,513,661,1218829,140,F,Y,A001,1218829,2020
No,24200,2.42E+19,198,20-Apr-20,4,20,2020,57.67833,57.28333,27,-164.24833,-164.06,509,3423,18,140,M,Y,A108,1323847,2020
Yes,24176,2.42E+19,254,20-Apr-20,4,20,2020,57.36667,57.28333,35,-163.45333,-163.45333,509,3369,25405,140,F,Y,A047,1366369,2020
No,24134,2.41E+19,275,20-Apr-20,4,20,2020,57.79,57.85667,30,-167.55333,-167.13167,513,1996,27505,140,F,Y,A078,1370122,2020
No,24129,2.41E+19,284,20-Apr-20,4,20,2020,57.28333,57.23333,26,-163.46667,-163.36667,509,2110,173,140,F,Y,A077,1245242,2020
Yes,24158,2.42E+19,234,20-Apr-20,4,20,2020,57.35333,57.27333,34,-163.67,-163.345,509,3367,23405,140,F,Y,A035,1326692,2020
No,24147,2.41E+19,4057,20-Apr-20,4,20,2020,57.58333,57.62333,29,-165.95333,-165.43667,513,2733,1341077,140,F,Y,A050,1341077,2020
No,24162,2.42E+19,278,20-Apr-20,4,20,2020,57.62167,57.49,22,-164.38,-164.40167,509,3835,27802,140,F,Y,A276,1281368,2020
