Month,Year,t,btemp,cpool_1,cpool_2,cpool_3,Model
5,2016,5/29/16,0.975843629,0.393628954,0.613122329,0.747230732,CESM_rcp45
6,2016,6/5/16,1.322902924,0.293186304,0.555376058,0.680320841,CESM_rcp45
6,2016,6/12/16,1.737495239,0.238296031,0.482302354,0.63775021,CESM_rcp45
6,2016,6/19/16,1.741101791,0.226088328,0.482305552,0.643835513,CESM_rcp45
6,2016,6/26/16,1.725985554,0.210798061,0.49754971,0.671259335,CESM_rcp45
7,2016,7/3/16,1.726204257,0.226049442,0.52497255,0.686496204,CESM_rcp45
7,2016,7/10/16,1.882745949,0.195512325,0.503621184,0.662157115,CESM_rcp45
7,2016,7/17/16,1.870779907,0.183282585,0.515791027,0.665227706,CESM_rcp45
7,2016,7/24/16,2.044118464,0.143609137,0.460923067,0.650017544,CESM_rcp45
7,2016,7/31/16,2.141096826,0.097794303,0.445650404,0.665272512,CESM_rcp45
8,2016,8/7/16,2.35165024,0.051969969,0.396829328,0.643938476,CESM_rcp45
8,2016,8/14/16,2.592489383,0.027520664,0.329739172,0.616487831,CESM_rcp45
8,2016,8/21/16,2.49102228,0.009168895,0.344990948,0.634774913,CESM_rcp45
8,2016,8/28/16,2.687818484,0.003057236,0.338935792,0.59519576,CESM_rcp45
9,2016,9/4/16,2.946954413,0,0.247400714,0.552530568,CESM_rcp45
9,2016,9/11/16,3.136664547,0,0.213818323,0.53422271,CESM_rcp45
9,2016,9/18/16,3.451299637,0,0.180221991,0.497640418,CESM_rcp45
9,2016,9/25/16,3.813075272,0,0.137486935,0.451931123,CESM_rcp45
10,2016,10/2/16,3.863081903,0,0.091658828,0.421411886,CESM_rcp45
10,2016,10/9/16,4.179463615,0,0.061081325,0.375609552,CESM_rcp45
10,2016,10/16/16,4.288596377,0,0.051899099,0.354229905,CESM_rcp45
10,2016,10/23/16,4.131423556,0,0.033593033,0.357322908,CESM_rcp45
10,2016,10/30/16,4.010503725,0,0.015273678,0.342078956,CESM_rcp45
11,2016,11/6/16,3.840983252,0,0.003053682,0.226045264,CESM_rcp45
11,2016,11/13/16,3.846796976,0,0,0.171058581,CESM_rcp45
11,2016,11/20/16,3.929028994,0,0,0.082484585,CESM_rcp45
11,2016,11/27/16,3.944558291,0,0,0.045825508,CESM_rcp45
12,2016,12/4/16,3.912176989,0,0,0.039713444,CESM_rcp45
12,2016,12/11/16,3.942449918,0,0,0.015275296,CESM_rcp45
12,2016,12/18/16,3.979131831,0,0,0.012228207,CESM_rcp45
12,2016,12/25/16,3.94568812,0,0,0.006121351,CESM_rcp45
1,2017,1/1/17,3.742117088,0,0,0.006117345,CESM_rcp45
1,2017,1/8/17,3.415218718,0,0,0,CESM_rcp45
1,2017,1/15/17,2.765195092,0,0,0,CESM_rcp45
1,2017,1/22/17,2.577503938,0,0,0.024295182,CESM_rcp45
1,2017,1/29/17,2.576567172,0,0,0.024295182,CESM_rcp45
2,2017,2/5/17,2.569561213,0,0,0.012147111,CESM_rcp45
2,2017,2/12/17,2.263761794,0,0,0.23721027,CESM_rcp45
2,2017,2/19/17,1.404726234,0.033417845,0.28597028,0.773857824,CESM_rcp45
2,2017,2/26/17,1.280147377,0.060758657,0.325511085,0.813578997,CESM_rcp45
3,2017,3/5/17,1.624316586,0.00607121,0.142880672,0.682313281,CESM_rcp45
3,2017,3/12/17,1.633265271,0.018216755,0.161121357,0.636453997,CESM_rcp45
3,2017,3/19/17,1.958079064,0,0.097242877,0.435205086,CESM_rcp45
3,2017,3/26/17,2.379220842,0,0.003034866,0.234201709,CESM_rcp45
4,2017,4/2/17,2.874335086,0,0,0.027352781,CESM_rcp45
4,2017,4/9/17,3.222834711,0,0,0,CESM_rcp45
4,2017,4/16/17,3.692806393,0,0,0,CESM_rcp45
4,2017,4/23/17,4.073839838,0,0,0,CESM_rcp45
4,2017,4/30/17,4.394292036,0,0,0,CESM_rcp45
5,2017,5/7/17,4.831949366,0,0,0,CESM_rcp45
5,2017,5/14/17,5.146699003,0,0,0,CESM_rcp45
5,2017,5/21/17,5.292425417,0,0,0,CESM_rcp45
5,2017,5/28/17,5.745824891,0,0,0,CESM_rcp45
6,2017,6/4/17,6.228789362,0,0,0,CESM_rcp45
6,2017,6/11/17,6.355891334,0,0,0,CESM_rcp45
6,2017,6/18/17,6.765997824,0,0,0,CESM_rcp45
6,2017,6/25/17,7.616419765,0,0,0,CESM_rcp45
7,2017,7/2/17,7.802762916,0,0,0,CESM_rcp45
7,2017,7/9/17,7.759399592,0,0,0,CESM_rcp45
7,2017,7/16/17,7.657406755,0,0,0,CESM_rcp45
7,2017,7/23/17,7.23800654,0,0,0,CESM_rcp45
7,2017,7/30/17,6.796540025,0,0,0,CESM_rcp45
8,2017,8/6/17,6.503887552,0,0,0,CESM_rcp45
8,2017,8/13/17,6.028235873,0,0,0,CESM_rcp45
8,2017,8/20/17,5.516914852,0,0,0,CESM_rcp45
8,2017,8/27/17,5.06531594,0,0,0,CESM_rcp45
9,2017,9/3/17,4.956263743,0,0,0,CESM_rcp45
9,2017,9/10/17,4.947905749,0,0,0,CESM_rcp45
9,2017,9/17/17,5.009010376,0,0,0,CESM_rcp45
9,2017,9/24/17,5.029417407,0,0,0,CESM_rcp45
10,2017,10/1/17,5.130969566,0,0,0,CESM_rcp45
10,2017,10/8/17,5.270395239,0,0,0,CESM_rcp45
10,2017,10/15/17,5.654757302,0,0,0,CESM_rcp45
10,2017,10/22/17,5.69950926,0,0,0,CESM_rcp45
10,2017,10/29/17,5.654204445,0,0,0,CESM_rcp45
11,2017,11/5/17,5.678170842,0,0,0,CESM_rcp45
11,2017,11/12/17,5.453461611,0,0,0,CESM_rcp45
11,2017,11/19/17,5.012708052,0,0,0,CESM_rcp45
11,2017,11/26/17,4.580134067,0,0,0,CESM_rcp45
12,2017,12/3/17,4.444883972,0,0,0,CESM_rcp45
12,2017,12/10/17,4.21488383,0,0,0,CESM_rcp45
12,2017,12/17/17,3.447006621,0,0,0,CESM_rcp45
12,2017,12/24/17,2.472107987,0,0.039490595,0.221966673,CESM_rcp45
12,2017,12/31/17,1.071928702,0.188565895,0.383432187,0.743334608,CESM_rcp45
1,2018,1/7/18,0.115545782,0.496473021,0.694738993,0.966453407,CESM_rcp45
1,2018,1/14/18,-0.42824239,0.612478456,0.853488085,1,CESM_rcp45
1,2018,1/21/18,-0.362628269,0.603294479,0.905386869,1,CESM_rcp45
1,2018,1/28/18,-0.383032492,0.633757767,0.932781977,1,CESM_rcp45
2,2018,2/4/18,-0.400644234,0.664164007,0.929707304,1,CESM_rcp45
2,2018,2/11/18,-0.597131042,0.737385455,0.951081042,1,CESM_rcp45
2,2018,2/18/18,-0.926024345,0.825886876,0.972475537,1,CESM_rcp45
2,2018,2/25/18,-0.977557872,0.844192017,0.978584899,1,CESM_rcp45
3,2018,3/4/18,-0.884336655,0.844127252,0.975526574,1,CESM_rcp45
3,2018,3/11/18,-0.424441128,0.719043232,0.948016775,1,CESM_rcp45
3,2018,3/18/18,0.102108871,0.490357183,0.871635306,1,CESM_rcp45
3,2018,3/25/18,0.493450545,0.286224944,0.767939967,1,CESM_rcp45
4,2018,4/1/18,0.943187503,0,0.597076427,0.920557897,CESM_rcp45
4,2018,4/8/18,1.309955454,0,0.438455215,0.822976302,CESM_rcp45
4,2018,4/15/18,1.835365135,0,0,0.630780055,CESM_rcp45
4,2018,4/22/18,2.302877324,0,0,0.377678873,CESM_rcp45
4,2018,4/29/18,2.769559461,0,0,0.012191908,CESM_rcp45
5,2018,5/6/18,3.459096158,0,0,0,CESM_rcp45
5,2018,5/13/18,4.098686537,0,0,0,CESM_rcp45
5,2018,5/20/18,4.564671779,0,0,0,CESM_rcp45
5,2018,5/27/18,4.984562395,0,0,0,CESM_rcp45
6,2018,6/3/18,5.397438424,0,0,0,CESM_rcp45
6,2018,6/10/18,5.56426653,0,0,0,CESM_rcp45
6,2018,6/17/18,5.76053698,0,0,0,CESM_rcp45
6,2018,6/24/18,6.204873598,0,0,0,CESM_rcp45
7,2018,7/1/18,6.347110834,0,0,0,CESM_rcp45
7,2018,7/8/18,6.305642357,0,0,0,CESM_rcp45
7,2018,7/15/18,6.370382425,0,0,0,CESM_rcp45
7,2018,7/22/18,6.514617725,0,0,0,CESM_rcp45
7,2018,7/29/18,6.385161929,0,0,0,CESM_rcp45
8,2018,8/5/18,6.319915438,0,0,0,CESM_rcp45
8,2018,8/12/18,6.374758101,0,0,0,CESM_rcp45
8,2018,8/19/18,6.302809761,0,0,0,CESM_rcp45
8,2018,8/26/18,5.992274397,0,0,0,CESM_rcp45
9,2018,9/2/18,5.733285996,0,0,0,CESM_rcp45
9,2018,9/9/18,5.693469316,0,0,0,CESM_rcp45
9,2018,9/16/18,5.985442545,0,0,0,CESM_rcp45
9,2018,9/23/18,6.010419211,0,0,0,CESM_rcp45
9,2018,9/30/18,5.930433682,0,0,0,CESM_rcp45
10,2018,10/7/18,5.836583511,0,0,0,CESM_rcp45
10,2018,10/14/18,5.595670544,0,0,0,CESM_rcp45
10,2018,10/21/18,5.531264103,0,0,0,CESM_rcp45
10,2018,10/28/18,5.356622666,0,0,0,CESM_rcp45
11,2018,11/4/18,5.160208338,0,0,0,CESM_rcp45
11,2018,11/11/18,4.789541067,0,0,0,CESM_rcp45
11,2018,11/18/18,4.540472901,0,0,0,CESM_rcp45
11,2018,11/25/18,4.199616044,0,0,0,CESM_rcp45
12,2018,12/2/18,3.956941609,0,0,0,CESM_rcp45
12,2018,12/9/18,3.679061615,0,0,0,CESM_rcp45
12,2018,12/16/18,3.524721339,0,0,0,CESM_rcp45
12,2018,12/23/18,2.761316237,0,0,0.100412977,CESM_rcp45
12,2018,12/30/18,1.990252492,0,0.106489949,0.481214099,CESM_rcp45
1,2019,1/6/19,2.182974774,0,0.042606051,0.371519639,CESM_rcp45
1,2019,1/13/19,1.902766976,0.003041351,0.133922665,0.508601883,CESM_rcp45
1,2019,1/20/19,1.388169657,0.082150724,0.322701894,0.700741031,CESM_rcp45
1,2019,1/27/19,0.700885894,0.243438722,0.587827585,0.926662035,CESM_rcp45
2,2019,2/3/19,1.020837578,0.08209915,0.474959312,0.938856095,CESM_rcp45
2,2019,2/10/19,1.156416068,0.039503375,0.39262436,0.926634071,CESM_rcp45
2,2019,2/17/19,1.247241134,0.021263282,0.334665189,0.914375603,CESM_rcp45
2,2019,2/24/19,1.476992359,0,0.209810623,0.81354023,CESM_rcp45
3,2019,3/3/19,1.859500141,0,0.054676116,0.596821863,CESM_rcp45
3,2019,3/10/19,2.116626391,0,0.00607132,0.39558299,CESM_rcp45
3,2019,3/17/19,2.43766514,0,0,0.136815067,CESM_rcp45
3,2019,3/24/19,2.788448359,0,0,0.003036453,CESM_rcp45
3,2019,3/31/19,3.188004847,0,0,0,CESM_rcp45
4,2019,4/7/19,3.513940518,0,0,0,CESM_rcp45
4,2019,4/14/19,3.86219019,0,0,0,CESM_rcp45
4,2019,4/21/19,4.215881009,0,0,0,CESM_rcp45
4,2019,4/28/19,4.635703404,0,0,0,CESM_rcp45
5,2019,5/5/19,5.115595767,0,0,0,CESM_rcp45
5,2019,5/12/19,5.637227907,0,0,0,CESM_rcp45
5,2019,5/19/19,6.025015032,0,0,0,CESM_rcp45
5,2019,5/26/19,6.212681632,0,0,0,CESM_rcp45
6,2019,6/2/19,6.185589567,0,0,0,CESM_rcp45
6,2019,6/9/19,6.24198375,0,0,0,CESM_rcp45
6,2019,6/16/19,6.401224471,0,0,0,CESM_rcp45
6,2019,6/23/19,6.523606887,0,0,0,CESM_rcp45
6,2019,6/30/19,6.433202698,0,0,0,CESM_rcp45
7,2019,7/7/19,6.481228081,0,0,0,CESM_rcp45
7,2019,7/14/19,6.748262134,0,0,0,CESM_rcp45
7,2019,7/21/19,6.653396878,0,0,0,CESM_rcp45
7,2019,7/28/19,6.449604316,0,0,0,CESM_rcp45
8,2019,8/4/19,6.355051606,0,0,0,CESM_rcp45
8,2019,8/11/19,6.378042673,0,0,0,CESM_rcp45
8,2019,8/18/19,6.341057118,0,0,0,CESM_rcp45
8,2019,8/25/19,6.342420467,0,0,0,CESM_rcp45
9,2019,9/1/19,6.326256526,0,0,0,CESM_rcp45
9,2019,9/8/19,6.186904842,0,0,0,CESM_rcp45
9,2019,9/15/19,6.207409577,0,0,0,CESM_rcp45
9,2019,9/22/19,6.329330958,0,0,0,CESM_rcp45
9,2019,9/29/19,6.388548798,0,0,0,CESM_rcp45
10,2019,10/6/19,6.449475313,0,0,0,CESM_rcp45
10,2019,10/13/19,6.516752473,0,0,0,CESM_rcp45
10,2019,10/20/19,6.405519403,0,0,0,CESM_rcp45
10,2019,10/27/19,6.351563288,0,0,0,CESM_rcp45
11,2019,11/3/19,6.077089184,0,0,0,CESM_rcp45
11,2019,11/10/19,5.916650516,0,0,0,CESM_rcp45
11,2019,11/17/19,5.700417629,0,0,0,CESM_rcp45
11,2019,11/24/19,4.892162686,0,0,0,CESM_rcp45
12,2019,12/1/19,4.074219895,0,0,0,CESM_rcp45
12,2019,12/8/19,3.592602494,0,0,0,CESM_rcp45
12,2019,12/15/19,2.219038732,0,0.082064441,0.340798064,CESM_rcp45
12,2019,12/22/19,1.766833058,0.018220591,0.194604044,0.605907193,CESM_rcp45
12,2019,12/29/19,1.308289206,0.082088614,0.368174156,0.755557675,CESM_rcp45
1,2020,1/5/20,0.881672813,0.22813745,0.541980363,0.841117728,CESM_rcp45
1,2020,1/12/20,1.120519466,0.136856996,0.4596755,0.780048768,CESM_rcp45
1,2020,1/19/20,1.202946469,0.112514545,0.407868994,0.755607564,CESM_rcp45
1,2020,1/26/20,1.071109558,0.161169282,0.468802959,0.78613971,CESM_rcp45
2,2020,2/2/20,0.501653158,0.328600878,0.676138749,0.908331492,CESM_rcp45
2,2020,2/9/20,-0.651348219,0.767719314,0.935822501,1,CESM_rcp45
2,2020,2/16/20,-0.54282008,0.712769837,0.935791815,1,CESM_rcp45
2,2020,2/23/20,-0.213995974,0.621242281,0.865517687,1,CESM_rcp45
3,2020,3/1/20,0.04041207,0.517572682,0.798340507,1,CESM_rcp45
3,2020,3/8/20,0.316915251,0.398721799,0.728171555,1,CESM_rcp45
3,2020,3/15/20,0.401191665,0.359068606,0.718946679,0.98471872,CESM_rcp45
3,2020,3/22/20,0.354818797,0.365101933,0.731129277,1,CESM_rcp45
3,2020,3/29/20,0.532128535,0.304179649,0.657825251,0.996937659,CESM_rcp45
4,2020,4/5/20,0.256279426,0.398622727,0.715870235,1,CESM_rcp45
4,2020,4/12/20,0.316526535,0.383409403,0.715829596,1,CESM_rcp45
4,2020,4/19/20,0.630202577,0.270702666,0.596809429,0.993878654,CESM_rcp45
4,2020,4/26/20,0.904904052,0.182414116,0.490124974,0.944939217,CESM_rcp45
5,2020,5/3/20,1.05143,0.182430713,0.450537215,0.804639229,CESM_rcp45
5,2020,5/10/20,1.692368208,0.015188164,0.249410541,0.587852764,CESM_rcp45
5,2020,5/17/20,2.24455126,0,0.060795345,0.359152359,CESM_rcp45
5,2020,5/24/20,2.679434318,0,0.006076298,0.146075143,CESM_rcp45
5,2020,5/31/20,3.175219476,0,0,0.021294492,CESM_rcp45
6,2020,6/7/20,3.615800259,0,0,0,CESM_rcp45
6,2020,6/14/20,4.177503914,0,0,0,CESM_rcp45
6,2020,6/21/20,4.550326051,0,0,0,CESM_rcp45
6,2020,6/28/20,4.845605654,0,0,0,CESM_rcp45
7,2020,7/5/20,4.892553712,0,0,0,CESM_rcp45
7,2020,7/12/20,4.958892338,0,0,0,CESM_rcp45
7,2020,7/19/20,5.058245061,0,0,0,CESM_rcp45
7,2020,7/26/20,5.059299667,0,0,0,CESM_rcp45
8,2020,8/2/20,5.119380724,0,0,0,CESM_rcp45
8,2020,8/9/20,5.23575604,0,0,0,CESM_rcp45
8,2020,8/16/20,5.179193739,0,0,0,CESM_rcp45
8,2020,8/23/20,5.183161713,0,0,0,CESM_rcp45
8,2020,8/30/20,5.201128267,0,0,0,CESM_rcp45
9,2020,9/6/20,5.228657453,0,0,0,CESM_rcp45
9,2020,9/13/20,5.283855777,0,0,0,CESM_rcp45
9,2020,9/20/20,5.312628376,0,0,0,CESM_rcp45
9,2020,9/27/20,5.501890374,0,0,0,CESM_rcp45
10,2020,10/4/20,5.786149552,0,0,0,CESM_rcp45
10,2020,10/11/20,5.772038744,0,0,0,CESM_rcp45
10,2020,10/18/20,5.743182224,0,0,0,CESM_rcp45
10,2020,10/25/20,5.597892725,0,0,0,CESM_rcp45
11,2020,11/1/20,5.45007792,0,0,0,CESM_rcp45
11,2020,11/8/20,5.363586242,0,0,0,CESM_rcp45
11,2020,11/15/20,5.020163625,0,0,0,CESM_rcp45
11,2020,11/22/20,4.67209192,0,0,0,CESM_rcp45
11,2020,11/29/20,4.06909819,0,0,0,CESM_rcp45
12,2020,12/6/20,3.696385691,0,0,0,CESM_rcp45
12,2020,12/13/20,3.420530355,0,0,0,CESM_rcp45
12,2020,12/20/20,3.128251776,0,0,0,CESM_rcp45
12,2020,12/27/20,2.368022301,0,0.01821597,0.200670111,CESM_rcp45
1,2021,1/3/21,0.973148992,0.152018946,0.477970067,0.889942893,CESM_rcp45
1,2021,1/10/21,0.101389985,0.423109052,0.810493706,0.993881948,CESM_rcp45
1,2021,1/17/21,-0.8673029,0.844072427,0.984710895,1,CESM_rcp45
1,2021,1/24/21,-0.777614661,0.825746525,0.981651165,1,CESM_rcp45
1,2021,1/31/21,-0.634953503,0.770776452,0.981644496,1,CESM_rcp45
2,2021,2/7/21,-0.323208757,0.645672446,0.978575459,1,CESM_rcp45
2,2021,2/14/21,-0.592858011,0.746399019,0.987754514,1,CESM_rcp45
2,2021,2/21/21,-0.794141482,0.804399951,0.993876656,1,CESM_rcp45
2,2021,2/28/21,-1.187015263,0.908289082,1,1,CESM_rcp45
3,2021,3/7/21,-1.189737682,0.932706878,1,1,CESM_rcp45
3,2021,3/14/21,-1.378740403,0.97245317,1,1,CESM_rcp45
3,2021,3/21/21,-1.183099856,0.938810125,1,1,CESM_rcp45
3,2021,3/28/21,-1.041203224,0.90517911,0.990814928,1,CESM_rcp45
4,2021,4/4/21,-0.835472395,0.859333848,0.975512855,1,CESM_rcp45
4,2021,4/11/21,-1.202109983,0.941866108,1,1,CESM_rcp45
4,2021,4/18/21,-1.406183923,0.984695354,1,1,CESM_rcp45
4,2021,4/25/21,-1.334547821,0.969432005,1,1,CESM_rcp45
5,2021,5/2/21,-1.131563029,0.905296215,1,1,CESM_rcp45
5,2021,5/9/21,-0.957837027,0.844284131,0.996937659,1,CESM_rcp45
5,2021,5/16/21,-0.325401061,0.688647907,0.83516547,0.987819124,CESM_rcp45
5,2021,5/23/21,0.186737833,0.572823677,0.737527295,0.881095769,CESM_rcp45
5,2021,5/30/21,0.585985768,0.441986782,0.676591085,0.829185538,CESM_rcp45
6,2021,6/6/21,0.795899291,0.384130183,0.649204335,0.795592036,CESM_rcp45
6,2021,6/13/21,1.068288306,0.323126104,0.591437916,0.759042683,CESM_rcp45
6,2021,6/20/21,1.346037925,0.170865044,0.561048519,0.698269318,CESM_rcp45
6,2021,6/27/21,1.70086271,0.054982997,0.488001415,0.673866743,CESM_rcp45
7,2021,7/4/21,1.897137715,0.030564525,0.3905266,0.634234364,CESM_rcp45
7,2021,7/11/21,1.965487289,0.027510921,0.363075837,0.594668051,CESM_rcp45
7,2021,7/18/21,2.184536993,0.018345375,0.308182192,0.539810134,CESM_rcp45
7,2021,7/25/21,2.255531768,0.00917432,0.277689243,0.515415103,CESM_rcp45
8,2021,8/1/21,2.30384148,0.009173747,0.235027018,0.515428285,CESM_rcp45
8,2021,8/8/21,2.384335305,0.003056403,0.231968734,0.515427304,CESM_rcp45
8,2021,8/15/21,2.528148552,0,0.201473628,0.491069627,CESM_rcp45
8,2021,8/22/21,2.761328649,0,0.161803352,0.448438004,CESM_rcp45
8,2021,8/29/21,2.903214028,0,0.140429724,0.420981793,CESM_rcp45
9,2021,9/5/21,3.046955937,0,0.146521854,0.390487684,CESM_rcp45
9,2021,9/12/21,3.3445776,0,0.122121692,0.356963508,CESM_rcp45
9,2021,9/19/21,3.865032164,0,0.094646591,0.305131133,CESM_rcp45
9,2021,9/26/21,4.097354053,0,0.091574945,0.256324439,CESM_rcp45
10,2021,10/3/21,3.938979063,0,0.115964411,0.268473723,CESM_rcp45
10,2021,10/10/21,4.064362176,0,0.106823953,0.241023027,CESM_rcp45
10,2021,10/17/21,4.178284847,0,0.067164369,0.213548743,CESM_rcp45
10,2021,10/24/21,4.313262436,0,0.054961472,0.186128012,CESM_rcp45
10,2021,10/31/21,4.277065451,0,0.051908578,0.167836011,CESM_rcp45
11,2021,11/7/21,4.36793537,0,0.009159624,0.128172357,CESM_rcp45
11,2021,11/14/21,4.86418084,0,0,0.048852196,CESM_rcp45
11,2021,11/21/21,5.169072916,0,0,0.030528985,CESM_rcp45
11,2021,11/28/21,4.666951772,0,0,0.018314282,CESM_rcp45
12,2021,12/5/21,4.125579543,0,0,0.003054433,CESM_rcp45
12,2021,12/12/21,4.000642342,0,0,0,CESM_rcp45
12,2021,12/19/21,4.022994681,0,0,0,CESM_rcp45
12,2021,12/26/21,3.876451922,0,0,0,CESM_rcp45
1,2022,1/2/22,3.611695961,0,0,0,CESM_rcp45
1,2022,1/9/22,3.072795016,0,0,0.085081389,CESM_rcp45
1,2022,1/16/22,2.605465515,0,0.036444711,0.228087086,CESM_rcp45
1,2022,1/23/22,2.642062149,0,0.027329936,0.200684349,CESM_rcp45
1,2022,1/30/22,2.70980582,0,0.015181227,0.148961992,CESM_rcp45
2,2022,2/6/22,2.857489945,0,0.003035577,0.112454657,CESM_rcp45
2,2022,2/13/22,2.735662657,0,0.024291303,0.155041486,CESM_rcp45
2,2022,2/20/22,2.791456188,0,0.015178972,0.136794093,CESM_rcp45
2,2022,2/27/22,2.91203314,0,0,0.100287256,CESM_rcp45
3,2022,3/6/22,3.096850564,0,0,0.063798518,CESM_rcp45
3,2022,3/13/22,3.360555027,0,0,0.012145059,CESM_rcp45
3,2022,3/20/22,3.615454222,0,0,0,CESM_rcp45
3,2022,3/27/22,3.911027241,0,0,0,CESM_rcp45
4,2022,4/3/22,4.336413878,0,0,0,CESM_rcp45
4,2022,4/10/22,4.572527997,0,0,0,CESM_rcp45
4,2022,4/17/22,4.81818636,0,0,0,CESM_rcp45
4,2022,4/24/22,5.053093937,0,0,0,CESM_rcp45
5,2022,5/1/22,5.352384399,0,0,0,CESM_rcp45
5,2022,5/8/22,5.518905452,0,0,0,CESM_rcp45
5,2022,5/15/22,5.668796502,0,0,0,CESM_rcp45
5,2022,5/22/22,6.019052719,0,0,0,CESM_rcp45
5,2022,5/29/22,6.598543931,0,0,0,CESM_rcp45
6,2022,6/5/22,6.856455811,0,0,0,CESM_rcp45
6,2022,6/12/22,7.027333796,0,0,0,CESM_rcp45
6,2022,6/19/22,7.312444799,0,0,0,CESM_rcp45
6,2022,6/26/22,7.653427479,0,0,0,CESM_rcp45
7,2022,7/3/22,7.65737125,0,0,0,CESM_rcp45
7,2022,7/10/22,7.601543554,0,0,0,CESM_rcp45
7,2022,7/17/22,7.353907735,0,0,0,CESM_rcp45
7,2022,7/24/22,6.928526038,0,0,0,CESM_rcp45
7,2022,7/31/22,6.729804305,0,0,0,CESM_rcp45
8,2022,8/7/22,6.608702445,0,0,0,CESM_rcp45
8,2022,8/14/22,6.453813124,0,0,0,CESM_rcp45
8,2022,8/21/22,6.422844358,0,0,0,CESM_rcp45
8,2022,8/28/22,6.502341087,0,0,0,CESM_rcp45
9,2022,9/4/22,6.672268769,0,0,0,CESM_rcp45
9,2022,9/11/22,6.949836253,0,0,0,CESM_rcp45
9,2022,9/18/22,7.128700523,0,0,0,CESM_rcp45
9,2022,9/25/22,7.066521679,0,0,0,CESM_rcp45
10,2022,10/2/22,7.079220095,0,0,0,CESM_rcp45
10,2022,10/9/22,7.204984976,0,0,0,CESM_rcp45
10,2022,10/16/22,7.140345738,0,0,0,CESM_rcp45
10,2022,10/23/22,7.04093674,0,0,0,CESM_rcp45
10,2022,10/30/22,6.91732692,0,0,0,CESM_rcp45
11,2022,11/6/22,6.746300458,0,0,0,CESM_rcp45
11,2022,11/13/22,6.728175892,0,0,0,CESM_rcp45
11,2022,11/20/22,6.691899855,0,0,0,CESM_rcp45
11,2022,11/27/22,6.553962059,0,0,0,CESM_rcp45
12,2022,12/4/22,6.41385946,0,0,0,CESM_rcp45
12,2022,12/11/22,6.339563613,0,0,0,CESM_rcp45
12,2022,12/18/22,6.114375046,0,0,0,CESM_rcp45
12,2022,12/25/22,5.997002885,0,0,0,CESM_rcp45
1,2023,1/1/23,5.964559557,0,0,0,CESM_rcp45
1,2023,1/8/23,5.828380172,0,0,0,CESM_rcp45
1,2023,1/15/23,5.327297059,0,0,0,CESM_rcp45
1,2023,1/22/23,4.043555611,0,0,0,CESM_rcp45
1,2023,1/29/23,4.082495562,0,0,0,CESM_rcp45
2,2023,2/5/23,3.964944225,0,0,0,CESM_rcp45
2,2023,2/12/23,2.953073232,0,0,0.109408987,CESM_rcp45
2,2023,2/19/23,1.464725097,0.091194521,0.307304774,0.688409625,CESM_rcp45
2,2023,2/26/23,0.302453986,0.386487719,0.737217846,0.938884126,CESM_rcp45
3,2023,3/5/23,0.180928754,0.426115617,0.737252874,0.935823232,CESM_rcp45
3,2023,3/12/23,0.41181989,0.371243551,0.679234737,0.89915193,CESM_rcp45
3,2023,3/19/23,0.894026117,0.182433637,0.560228355,0.831971433,CESM_rcp45
3,2023,3/26/23,1.217310431,0.088143006,0.352963927,0.810580832,CESM_rcp45
4,2023,4/2/23,1.608402115,0.006072197,0.21288615,0.728167189,CESM_rcp45
4,2023,4/9/23,2.073943569,0,0.006070521,0.337864201,CESM_rcp45
4,2023,4/16/23,2.503344988,0,0,0.188546089,CESM_rcp45
4,2023,4/23/23,2.907683494,0,0,0.057760545,CESM_rcp45
4,2023,4/30/23,3.388952348,0,0,0,CESM_rcp45
5,2023,5/7/23,3.889243076,0,0,0,CESM_rcp45
5,2023,5/14/23,4.468884124,0,0,0,CESM_rcp45
5,2023,5/21/23,4.881270937,0,0,0,CESM_rcp45
5,2023,5/28/23,5.031877785,0,0,0,CESM_rcp45
6,2023,6/4/23,5.030159016,0,0,0,CESM_rcp45
6,2023,6/11/23,5.185066656,0,0,0,CESM_rcp45
6,2023,6/18/23,6.123233372,0,0,0,CESM_rcp45
6,2023,6/25/23,6.299812565,0,0,0,CESM_rcp45
7,2023,7/2/23,6.23197602,0,0,0,CESM_rcp45
7,2023,7/9/23,6.048690787,0,0,0,CESM_rcp45
7,2023,7/16/23,5.896839747,0,0,0,CESM_rcp45
7,2023,7/23/23,5.957915313,0,0,0,CESM_rcp45
7,2023,7/30/23,5.767655058,0,0,0,CESM_rcp45
8,2023,8/6/23,5.533669381,0,0,0,CESM_rcp45
8,2023,8/13/23,5.477127348,0,0,0,CESM_rcp45
8,2023,8/20/23,5.443117571,0,0,0,CESM_rcp45
8,2023,8/27/23,5.360004572,0,0,0,CESM_rcp45
9,2023,9/3/23,5.448779359,0,0,0,CESM_rcp45
9,2023,9/10/23,5.65633826,0,0,0,CESM_rcp45
9,2023,9/17/23,5.687377823,0,0,0,CESM_rcp45
9,2023,9/24/23,5.562234875,0,0,0,CESM_rcp45
10,2023,10/1/23,5.628157888,0,0,0,CESM_rcp45
10,2023,10/8/23,5.734558578,0,0,0,CESM_rcp45
10,2023,10/15/23,5.718032975,0,0,0,CESM_rcp45
10,2023,10/22/23,5.694750326,0,0,0,CESM_rcp45
10,2023,10/29/23,5.70076125,0,0,0,CESM_rcp45
11,2023,11/5/23,5.65438798,0,0,0,CESM_rcp45
